resource_name,da_energy_rev,rt_energy_rev,deviation_penalty,regup_rev,regdn_rev,rrs_rev,ecrs_rev,nonspin_rev,total_rev,settlement_point,hsl,qse,company,capacity_mw,energy_mwh,site,eff_capacity_mw,tb_index,theoretical_rev,duration_hours,optimization_rate
ABINDUST_ESR1,0.0,1294.4756886166667,0.0,0.0,0.0,0.0,-0.3062098888888889,212.7385508568376,1506.9080295846156,ABINDUST_RN,9.9,QMP2M1,YDIST,,,,9.9,408.20762166167157,4041.2554544505488,2.64,37.28811619480995
ADL_ESR1,4828.704,-5307.712658333333,0.0,0.0,0.0,1084.248217548118,202.63559909027776,1028.9826366943212,1836.8577949993837,ADL_RN,60.0,QTEN26,YLIB1S,,,,60.0,144.53419458333337,8672.051675000002,0.99,21.18135204722916
AE_ESR1,284.793,280.3670016666667,0.0,0.0,0.0,4.406773076388889,430.7898778798077,661.3816670144231,1661.7383196372862,AE_RN,9.9,QTEN26,TotalEnergies,149.2,244.0,Myrtle Storage U1,149.2,206.6668699731904,30834.697,1.64,5.389183229649658
ALAMO_ST_ESR1,0.0,2522.656835425,0.0,82.61457067164795,210.24926789129483,0.0,4.239213569444444,214.48844913514958,3034.2483366925367,ALAMO_ST_RN,9.9,QSYSO,YALCEC,,,,9.9,367.56685138306136,3638.9118286923076,1.86,83.38339810181482
ALP_BESS_ESR1,13080.358,13559.203508333332,0.0,48.33601034328919,2.7395833333333335,1320.714989537628,1674.5135800643843,2677.163980687711,32363.029652299676,ALP_BESS_RN,100.3,QHEI1,YHABIT,,,,100.3,647.796238706956,64973.96274230769,1.53,49.809228630019426
ALVIN_ESR1,294.90700000000004,-136.81261547500003,0.0,232.04711416246278,106.84765182371794,87.07662686131657,104.79040727839414,37.44932905021368,726.305513701105,ALVIN_RN,9.9,QSUE74,ENGIE,10.0,10.0,Alvin (DGR),10.0,139.71,1397.1000000000001,1.0,51.98665190044414
AMAD_ESS_ESR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMAD_ESS_RN,0.0,QGRIE4,YBTAMS,,,,0.0,196.61292065324974,0.0,1.43,0.0
ANCHOR_ESR1,648.091,68.74858333333322,0.0,0.0,0.0,153.53058345352565,407.1878295898669,1025.7219685004754,2303.279964877201,ANCHOR_ALL,35.2,QENE11,Enel North America,35.75,56.5,Anchor BESS 1,35.75,244.95613232920925,8757.18173076923,1.58,26.301612044710655
ANCHOR_ESR2,786.2153333333333,274.3904166666665,0.0,0.0,0.0,197.63722618429486,534.2903349557034,1142.4552060198002,2934.988517159798,ANCHOR_ALL,36.3,QENE11,Enel North America,35.75,56.5,Anchor BESS 1,35.75,244.95613232920925,8757.18173076923,1.58,33.515217650987225
ANDMDSLR_ESR1,28742.089,-9778.387372375,0.0,53.276459685856345,1291.5155296350263,363.8132365849359,1407.3085378275805,6643.576184397518,28723.191575755918,ANDMDSLR_ALL,81.9,QIPLU2,YIPXP,,,,81.9,338.74440966422463,27743.1671515,1.79,103.53248934739207
