rank,resource_name,da_energy_rev,rt_energy_rev,deviation_penalty,regup_rev,regdn_rev,rrs_rev,ecrs_rev,nonspin_rev,total_rev,settlement_point,hsl,qse,company,capacity_mw,site,eff_capacity_mw,duration_hours,optimization_rate
12,CHIL_SLR_ESR1,1710136.8082499998,-259346.52036352493,0.0,155774.44581707596,66814.60538182054,330426.9954555683,244753.8681605282,108757.28058253619,2357317.483284004,CHIL_SLR,150.0,QSUE88,YSUEZ,,,150.0,2.25,40.58456976630972
13,JAG_SLR_ESR1,689849.0175833333,1054094.0726207332,0.0,48485.56813169476,86632.06885885543,12444.12850531317,39244.34485941539,378826.1669080187,2309575.367467364,JAG_SLR_RN,150.0,QLCRA,SER Capital Partners,78.55,Jaguar BESS 1,78.55,2.16,170.74690566970025
14,DSWL_ESS_ESR1,1799829.0880000002,235380.78918039173,0.0,19034.11917557061,26118.89663076637,43053.531927167736,39357.80606968647,146543.39300201222,2309317.623985595,DSWL_BES1,150.0,QPHIL3,esVolta,150.0,Desert Willow BESS,150.0,2.0,87.96984931385842
15,ANEM_ESS_ESR1,0.0,1618950.8364582083,0.0,337758.41923043045,21060.44155498108,130121.49707747035,25153.718106660606,136218.83171570243,2269263.7441434534,ANEM_ESS_RN,200.0,QSUE53,Plus Power,205.0,Anemoi Energy Storage,205.0,1.95,58.710574443050085
16,RRANCHES_ESR1,5387.799999999999,2006175.2816378002,0.0,88679.91127264164,10619.597878974711,1902.080823038801,37184.003496032616,97957.70146485257,2247906.37657334,RRANCHES_ALL,150.0,QSUE51,Plus Power,150.0,Rodeo Ranch Energy Storage U1,150.0,2.0,52.98154929517228
17,GIGA_ESS_ESR1,1375054.6207499998,94459.49967959168,0.0,59489.98235118356,58388.37159754772,107890.51209085836,183909.18104859022,345060.09321584227,2224252.2607336133,GIGA_ESS_RN,125.0,QSUE55,Tesla,128.0,Giga Texas Energy Storage,128.0,1.95,72.76974385912146
18,ANDMDSLR_ESR2,1605196.9940833335,52426.07093656671,0.0,20257.821627194742,41140.59152079245,65194.99288493953,45929.88225655742,339704.44030313997,2169850.793612524,ANDMDSLR_ALL,78.1,QIPLU2,YIPLU2,,,78.1,2.04,112.41467550939848
19,EBNY_ESS_ESR1,0.0,1946716.0945682665,0.0,89178.67629839224,21123.21510890357,3533.8405552960435,15627.801960487335,77857.39987979874,2154037.028371145,EBNY_ESS_RN,200.0,QSUE52,Plus Power,203.5,Ebony Energy Storage,203.5,1.97,57.13575714129246
20,LON_ESR1,863723.7516666668,399814.5378105166,0.0,180689.80078069284,111816.33939716325,78649.47623729608,147518.45688042612,338813.7295581962,2121026.0923309578,LON_RN1,174.0,QTEN26,Tokyo Gas America,174.0,Longbow BESS,174.0,2.0,94.72035535148501
21,TBWF_ESS_ESR1,0.0,1785262.9952411081,0.0,21709.836401886954,18792.491703488435,83743.72403252896,36026.295458486034,120849.93324704804,2066385.2760845462,TBWF_ES_BES1,150.0,QTEN29,Spearmint Energy,150.0,Timberwolf Bess,150.0,2.0,40.02553155277159
22,RRANCHES_ESR2,0.0,1838109.336041233,0.0,62911.7116529698,10535.167126480454,1496.778281664655,39629.59504976538,98382.32222564076,2051064.9103777544,RRANCHES_ALL,150.0,QSUE51,Plus Power,150.0,Rodeo Ranch Energy Storage U1,150.0,2.0,47.15558058983819
23,CARN_ESS_ESR1,993242.5614166664,38641.70764186668,0.0,211586.96016764984,75281.42184825739,298232.28251969634,393774.6683887669,32788.61208302009,2043548.2140659238,CARN_ESS_RN,150.0,QSU100,ENGIE,150.0,Carina BESS,150.0,2.0,65.34858706114612
24,HYDR_ESS_ESR1,1333476.866,-115675.80589826667,0.0,99500.49165807616,28644.855262303758,325384.61198764126,249515.60175511398,106691.2341936508,2027537.8549585196,HYDR_ESS_RN,200.0,QSUE74,ENGIE,200.8,Hydra BESS,200.8,1.0,58.716588397427806
25,BKSL_ESS_ESR1,470045.8565833333,1229489.0246451332,0.0,2852.7637466280084,6245.261884254389,49578.35424165559,16704.420359057123,172325.3929954085,1947241.07445547,BKSL_RN,100.0,QESVEM,esVolta,103.0,Burksol BESS,103.0,1.94,74.63221161810561
26,HMNG_ESS_ESR1,97664.66991666664,1237034.9614625666,0.0,512.3965048410915,2369.131416048005,48754.3033026655,147690.69899805996,351008.63769266044,1885034.799293508,HMNG_ESS_RN,100.0,QMEA8,Key Capture Energy,103.8,Hummingbird Storage,103.8,2.19,45.54355922390877
27,JAG_SLR_ESR2,-28903.715000000004,1799525.3988395499,0.0,0.0001435646661238,2.698944216166859e-05,0.0001414922684147,1311.2852562434368,2296.8183442117643,1774229.7877520518,JAG_SLR_RN,150.0,QMITS2,SER Capital Partners,78.55,Jaguar BESS 1,78.55,2.16,39.836724880548836
28,SGAL_BES_ESR2,0.0,1497641.0791462997,0.0,6876.364863551001,7493.359195089499,60102.836167378315,36017.50677721451,150691.92798379535,1758823.0741333286,SG_BES_BESS1,100.0,QJPEM2,Jupiter Power,103.5,St. Gall 2 Energy Storage,103.5,1.95,64.22517705536319
29,PHO_ESR2,399041.46058333333,708175.4214951999,0.0,241.8605630946737,1652.524683210503,130109.22885875644,106220.68193553992,376112.7637094013,1721553.9418285363,PHO_ALL,150.0,QENE15,Enel North America,150.0,Photon BESS 1,150.0,1.55,63.86749614229719
30,RRC_WIND_ESR2,816330.2073333332,897744.9245426583,0.0,0.0,0.0,0.0,0.0,0.0,1714075.1318759918,RRC_WIND_ALL,75.0,QFPL35,YNEXTE,,,75.0,2.98,43.70554594475449
31,JAR_ESR2,851281.4933333333,292743.16759604996,0.0,1147.6940800531572,1428.4768824836588,302402.2174968391,110858.07493784995,153777.0656897147,1713638.190016324,JAR_RN,156.0,QHEI1,SMT Energy,154.2,Jarvis BESS U1,154.2,1.43,79.14682040970924
32,PHO_ESR1,543177.92475,536033.7954898918,0.0,10270.504208569577,11349.588439044028,124779.07687136352,105563.94068464552,381280.7465505891,1712455.5769941036,PHO_ALL,150.0,QENE15,Enel North America,150.0,Photon BESS 1,150.0,1.55,61.57483755735489
33,SWOOSEII_ESR1,372404.76983333327,755100.0769028416,0.0,530.6317999325122,1897.2289748780545,80265.48344725478,147479.7541372787,349912.5941438909,1707590.5392394098,SWOOSEII_RN,100.0,QMEA5,Jupiter Power,101.0,Swoose 2,101.0,2.03,47.67346472457324
34,BLACKSPR_ESR1,1128115.1327499996,506196.1837506332,0.0,11182.058305593702,4709.316291861748,0.0,5239.022495233971,39037.82408077613,1694479.5376740987,BLACKSPR_RN,120.0,QBROOK,YBLKSP,,,120.0,2.32,55.256254328361926
35,PALE_ESS_ESR1,732623.8483333333,78871.274991025,0.0,102897.84165652734,56646.597150454414,410287.4646128207,181098.7975298687,113565.41568470642,1675991.2399587356,PALE_ESS_EN,200.0,QSUE74,ENGIE,200.8,Paleo BESS,200.8,1.06,61.02940220204962
36,WFTANK_ESR1,126797.11825,596106.3444354748,0.0,9687.12583336734,10495.703231824333,664843.16553355,139104.98651757458,124576.35741432382,1671610.801216115,WFTANK_ESS1,150.0,QTEN28,Aypa Power,155.0,Wolf Tank,155.0,1.12,54.87758272592952
37,SGAL_BES_ESR1,0.0,1412128.9761779164,0.0,6661.331686038172,8654.85432143972,60250.53940323092,35178.785034903165,143685.93394949703,1666560.420573026,SG_BES_BESS1,98.1,QJPEM,Jupiter Power,103.5,St. Gall 2 Energy Storage,103.5,1.95,56.38163366565614
38,FIVEWSLR_ESR1,408432.7345,232039.34296819996,0.0,183737.6928983429,46774.72478579864,361703.48114675604,305232.5883744175,124651.7564765282,1662572.3211500437,FIVEWSLR_ALL,220.0,QSUE61,Key Capture Energy,199.7,Five Wells BESS,199.7,1.0,60.79472334596897
39,VORTEX_ESR1,712888.7933333331,435978.56782276666,0.0,2387.6166488353665,9033.15696286494,193258.24449012397,44360.7423652701,250288.11441572977,1648195.2360389237,VORT_ALL_RN,121.8,QENEL8,Enel North America,121.8,Azure Sky Wind,121.8,1.48,67.92590379084132
40,RRC_WIND_ESR1,804432.3453333332,833268.6680958249,0.0,0.0,0.0,0.0,0.0,0.0,1637701.0134291581,RRC_WIND_ALL,75.0,QFPL35,YNEXTE,,,75.0,3.0,43.36209426266438
41,JAR_ESR1,811888.5345833332,249448.00760646665,0.0,1265.0574237148394,1599.5163530698371,285874.0165157084,104553.2457715939,141358.33306476395,1595986.7113186505,JAR_RN,147.0,QHEI1,SMT Energy,154.2,Jarvis BESS U1,154.2,1.43,66.95034541148696
42,FTDUNCAN_ESR1,225084.223,1025918.4795813583,0.0,4429.945294667987,3190.606974119175,102599.97441743972,33279.38769619257,157316.26552004702,1551818.8824838249,FTDUNCAN_RN,100.0,QTEN26,Excelsior Energy Capital,87.1,Fort Duncan BESS,87.1,1.99,42.930551076841
43,PLATINUM_ESR1,727252.4819166666,572667.266054425,0.0,50264.81907672263,20972.81467617206,60934.422540083426,45134.174336219374,72139.9897446595,1549365.9683449487,PLATINUM_RN,133.0,QSUE99,YSUEZ,,,133.0,1.91,64.30588229114156
44,ANDMDSLR_ESR1,620013.2505,556286.4488227917,0.0,26113.71413840293,44579.95799274751,31851.54223108139,33624.95987675149,211212.13214261885,1523682.0057043938,ANDMDSLR_ALL,81.9,QIPLU2,YIPLU2,,,81.9,1.95,111.68040186987845
45,PLATINUM_ESR2,805317.2518333333,456507.421509675,0.0,54321.12438216526,19807.176466974433,57329.068753275045,48608.73331634049,76492.37290010953,1518383.1491618727,PLATINUM_RN,136.0,QSUE99,YSUEZ,,,136.0,1.84,62.8716300285444
46,CORAZON_ESR1,467938.6320833333,408073.1188155751,0.0,11938.87614828281,12448.422437421375,315598.259191266,166780.25959331053,120188.644187963,1502966.2124571516,CORAZON_RN,200.0,QHEI4,YGUAJI,,,200.0,1.22,69.03665833137245
47,FLOWERII_ESR1,0.0,1258138.2547818166,0.0,7083.47951842248,20037.72316337081,51599.674776799846,62973.76239920484,102905.83061709008,1502738.7252567045,FLOWERII_RN,95.0,QJPEM,Jupiter Power,119.9,Flower Valley 1 (DGR),119.9,1.98,44.604868421641044
48,SMTH_ESS_ESR1,367154.9895,761726.4929830583,0.0,41021.478993139084,56023.785259260854,35433.43921275132,70599.40568621278,168980.4015878925,1500939.993222315,SMTH_ESS_RN,125.0,QSUE77,YBTSMS,,,125.0,2.04,107.39072248838986
49,ESTONIAN_ESR1,614990.2470833333,459106.7239293334,0.0,5555.838814349775,7861.623456301787,171349.15365730063,39287.07570751304,194468.72060546873,1492619.3832536002,ESTONIAN_ALL,101.6,QENE14,Enel North America,101.6,Estonian Storage,101.6,1.74,58.344371681481014
50,MADERO_ESR2,420488.1717499999,553946.3884073,0.0,2217.1048085275784,4124.372773922145,126016.08638385436,52216.97012289802,280942.1999902447,1439951.2942367468,MADERO_RN,100.0,QTEN25,Eolian,100.0,Madero Grid 1,100.0,2.73,65.06210042898017
51,LMO_ESR1,-69236.90775,1406206.5868061085,0.0,790.9710803582517,0.000163659458146,6853.304271079475,9416.629524936276,61719.63808589486,1415750.2221820366,LMO_ESR_RN,100.0,QSHEL2,Key Capture Energy,105.0,Limousin Oak Storage,105.0,2.16,33.094223843655016
52,ANTL_ESS_ESR1,756901.2531666666,242128.455975,0.0,50629.792782594064,22983.169606313484,99222.86989809746,129483.19067218284,101322.457289063,1402671.1893899175,ANTL_ESS_ES1,70.0,QSU100,ENGIE,72.4,Antlia BESS,72.4,1.93,65.05340190928393
53,CLO_ESR2,70123.31891666666,743748.7632239,0.0,2419.4525498423386,3799.923151000178,83440.44758847199,146402.01419197995,346617.3223239647,1396551.2419458258,CLO_RN,100.0,QMEA1,Jupiter Power,101.5,Callisto 1 Energy Center Unit 1,101.5,2.09,117.92974830532859
54,CLO_ESR1,61366.86233333333,749925.8311677835,0.0,2324.7873943173863,3246.94560559256,59202.5450189815,144093.9633789309,342146.49523943814,1362307.430138377,CLO_RN,100.0,QMEA1,Jupiter Power,101.5,Callisto 1 Energy Center Unit 1,101.5,2.09,116.83664925290734
55,CARTWHL_ESR1,0.0,1360234.4107083494,0.0,0.0,0.0,0.0,0.0,0.0,1360234.4107083494,CARTWHL_RN,150.0,QECNR,YEONCR,,,150.0,1.87,-0.6129969296832601
56,MADERO_ESR1,418511.9411666666,482004.28163759166,0.0,1443.17490873114,3178.8348754117924,127353.86788628995,51163.66086858238,273957.8152874092,1357613.576630683,MADERO_RN,100.0,QTEN25,Eolian,100.0,Madero Grid 1,100.0,2.73,63.89120295334171
57,TDWLPR_1_ESR2,69297.99825,746171.5877229667,0.0,501.9264781551039,2376.447050802664,36207.1594578656,134244.68493866685,328189.33845775475,1316989.1423562118,TDWLPR_1_RN,0.0,QMEA6,Jupiter Power,102.0,Tidwell Prairie Storage U1,102.0,1.96,82.08387572097858
58,BYP_ESR1,-13941.4945,1260529.2039305912,0.0,0.0,0.0,438.236,1141.9864379652777,65917.97835682638,1314085.9102253825,BYP_RN,200.0,QEXELO,YEXELO,,,200.0,2.25,20.330007543834935
59,JADE_SLR_ESR2,784112.0965833333,278288.6071652417,0.0,22889.940348286407,12331.54386792411,54920.0138956044,25404.278168507422,127145.97729982746,1305092.4573287247,JADE_SLR_ALL,81.9,QIPLUM,Intersect Power,80.4,Jade Storage SLF 1,80.4,1.99,83.76719589733163
60,ALP_BESS_ESR1,632758.5243333335,340097.5560833333,0.0,932.2120411427136,1729.891542395899,156153.2438799472,72859.16615776441,94169.04975314152,1298699.6437910583,ALP_BESS_RN,100.3,QHEI1,YHABIT,,,100.3,1.43,42.26013641537606
61,TDWLPR_1_ESR1,69345.75825000001,727203.5589401834,0.0,503.5183195468989,1134.2156148438564,35588.25168713651,134196.64128453596,328527.9233188889,1296499.8674151353,TDWLPR_1_RN,0.0,QMEA6,Jupiter Power,102.0,Tidwell Prairie Storage U1,102.0,1.96,83.34802773222243
62,WIG_ESS_ESR1,694803.6144166667,178316.30616,0.0,1335.750814317792,1049.8206630077202,221520.2186679427,82644.92513776502,106154.376610261,1285825.0124699608,WIG_BESS_RN,120.0,QHEI1,UBS Asset Management,122.9,Wigeon Whistle BESS,122.9,1.42,63.538629081069786
63,JADE_SLR_ESR1,761606.6151666666,290301.5704241334,0.0,23787.706911322133,11747.20269950053,51997.85678663005,23919.575189581286,120628.59783222235,1283989.125010056,JADE_SLR_ALL,78.1,QIPLUM,Intersect Power,80.4,Jade Storage SLF 1,80.4,1.99,78.84804296462296
64,TSECA_ES_ESR1,0.0,1166551.7660478998,0.0,9459.628147702588,9452.696919523169,8973.029777186364,12407.94621893792,64076.87989005757,1270921.9470013077,TSECA_ES_RN,100.0,QTEN36,YTIERS,,,100.0,2.4,51.682912371282534
65,LUCKYBLU_ESR1,858752.5739166668,291394.60294984165,0.0,12306.423457108885,5017.38199246726,0.0,5233.431997357637,28785.05046345916,1201489.4647769015,LUCKYBLU_RN,100.0,QBROOK,YLUCKB,,,100.0,2.14,63.009334860064165
66,ELZA_SLR_ESR1,470263.31275000004,327681.5336647833,0.0,0.0004370214054984,837.0717077998645,119121.58255919712,93754.47411026142,141019.63293597673,1152677.60816504,ELZA_SLR_RN,100.0,QENE16,Enel North America,100.0,Eliza Storage,100.0,1.79,21.24148066556709
67,SHEEPCRK_ESR1,200943.35341666668,227077.96086962507,0.0,102184.26643867497,58326.086535618495,245645.6866488508,159486.73513970056,85976.38886664301,1079640.4779157795,SHEEPCRK_1,135.0,QSUE70,ENGIE,142.0,Sheep Creek Storage,142.0,1.29,41.69482008186865
68,CROSSTRL_ESR1,1594145.5812499998,-838037.3118189751,0.0,85631.30198599247,2.698944216166859e-05,136570.38281410013,43007.56225022255,57823.09006814213,1079140.6065764714,CROSSTRL_RN,57.0,QGRIE4,Energy Vault,58.0,Cross Trails Storage,58.0,1.97,46.0597974816504
69,HEADCAMP_ESR1,32168.892416666666,1016831.15041835,0.0,0.0,0.0,0.0,0.0,0.0,1049000.042835017,HEADCAMP_RN,150.0,QTEN34,YMOMEH,,,150.0,1.06,33.01420087141981
70,LBRA_ESS_ESR1,-19888.959166666682,148275.00318674173,0.0,175001.10185167525,27039.582005176126,414520.394124045,284822.13130164426,0.0,1029769.2533026153,LBRA_BES1,200.0,QSUE48,ENGIE,200.0,Libra BESS,200.0,1.0,26.707101983286375
71,ENDPARKS_ESR1,729002.4799166666,-116045.36216666663,0.0,120386.4300517759,107768.49483821528,6848.743056322124,92345.30860640008,73069.07591257698,1013375.1702152905,ENDPARK_ESS1,50.0,QGRIE4,Key Capture Energy,50.0,Endurance Park,50.0,1.98,101.51931070390232
72,RADN_SLR_ESR2,34702.42,892583.7669472666,0.0,834.0672317916666,17096.47333541193,1012.1306765296564,1268.5884871580515,24110.610967214256,971608.0576453723,RADN_SLR_ALL,81.9,QIPRAD,YIPRAD,,,81.9,2.0,88.59408046514982
73,MUSTNGCK_ESR1,486325.8343333333,170680.21925641666,0.0,7267.137183289376,4975.696669105375,104561.39497800029,38422.755839400066,155778.10280433492,968011.1410638798,MUSTNGCK_ALL,71.0,QENE10,Enel North America,69.3,Mustang Creek Storage,69.3,1.18,68.35790720048941
74,HLY_ESR1,481444.37508333335,88394.70629333334,0.0,751.3737938575724,1257.7792877587358,202921.76081076224,83201.92126712961,96423.472787557,954395.3893237319,HLY_RN,102.0,QHEI1,UBS Asset Management,104.7,Holy ESS U1,104.7,0.98,79.26865280593124
75,HLY_ESR2,485140.643,79740.36102333333,0.0,751.532530186961,1768.7813818416394,204526.7608317107,83025.59840736716,96644.3143570246,951597.9915314644,HLY_RN,101.8,QHEI1,UBS Asset Management,104.7,Holy ESS U1,104.7,0.98,80.38177444457378
76,RADN_SLR_ESR1,30656.694,862056.3791500251,0.0,1435.673739675107,15357.6824878447,1075.0282885538004,1519.104134644767,21374.16021839577,933474.7220191391,RADN_SLR_ALL,78.1,QIPRAD,YIPRAD,,,78.1,1.96,88.17138070325973
77,ANG_SLR_ESR1,0.0,682570.5736959917,0.0,0.0004471756911097,0.000163659458146,22206.609419857985,30307.4354415338,185565.81807074652,920650.4372389652,ANG_ALL,0.0,QTEN26,Apex Clean Energy,103.0,Angelo Storage,103.0,1.94,76.43888194884079
78,CROSSETT_ESR1,0.0,747811.6708286667,0.0,5324.407746623752,7835.7392238187385,79198.84809949475,26317.60261381789,50988.46237630896,917476.7308887306,CROSSETT_ALL,100.0,QJPEM1,Jupiter Power,101.5,Crossett Power 1,101.5,0.99,54.555892145667805
79,HOUSEMTN_ESR1,0.0,724443.3265841582,0.0,5188.28280922487,13509.125035057334,38636.5810709189,44099.117175753214,73264.90976823098,899141.3424433437,HOUSEMTN_RN,60.0,QJPEM,Jupiter Power,60.0,House Mountain BESS,60.0,2.24,49.16568059982235
80,BCNV_ESS_ESR1,540990.0956666667,100366.6517124833,0.0,189.35391025641027,0.013,18254.77785294845,22346.42276418853,200764.19094561544,882911.5058521589,BCNV_RN,150.0,QSHE11,Nightpeak Energy,150.0,Bocanova BESS,150.0,2.0,123.46747516437935
81,CTW_ESR1,0.0,855266.9766264833,0.0,4081.291380428445,3236.275389367912,1299.2211353240782,2397.286653602205,10833.28332502896,877114.334510235,CTW_RN,150.0,QTOTL5,YTOTAL,,,150.0,1.53,49.22422692403908
82,CROSSETT_ESR2,0.0,707695.2130341915,0.0,5259.11079673223,7637.153834320421,78859.08614557408,26965.92353198227,49794.4017841254,876210.889126926,CROSSETT_ALL,100.0,QJPEM1,Jupiter Power,101.5,Crossett Power 1,101.5,0.99,51.959828697543564
83,SEVNF_ES_ESR1,0.0,736856.1993691167,0.0,14761.36806708603,9538.942323478535,11499.54420559143,14749.665545746911,77499.41293783949,864905.132448859,SEVNF_ES_RN,100.0,QTEN37,YSEVFL,,,100.0,2.34,52.84532236797707
84,EVLN_ESS_ESR1,510679.5778333333,342855.68801400834,0.0,0.0,0.0,0.0,0.0,0.0,853535.2658473415,EVLN_ESS_RN,165.0,QSHE15,Excelsior Energy Capital,167.5,Evelyn BESS,167.5,1.99,57.463096674725676
85,STAM_SLR_ESR1,393892.07925,121282.27013944165,0.0,4684.31620671742,413.0803107182817,101514.77904587942,47209.20810252953,134727.06565872618,803722.7987140125,STAM_SLR_ALL,70.0,QENE12,Enel North America,71.5,Stampede BESS,71.5,1.57,58.32656655193605
86,FENCESLR_ESR1,355020.62325,98741.52227073332,0.0,3472.8396537631425,3531.2449645237275,127813.28663958388,35029.087623006824,136396.41523475182,760005.0196363627,FENCESLR_ALL,71.0,QENE13,ENGIE,86.6,Fence Post BESS,86.6,1.43,50.45315689635586
87,PAVO_ESS_ESR2,327700.63350000005,19208.404736616663,0.0,72824.05158861387,19366.144731219632,204601.8210816172,76270.16844865533,39511.91509358814,759483.1391803107,PAVO_ESS_ALL,87.5,QSUE74,ENGIE,86.5,Pavo BESS 1,86.5,1.01,60.85346621576874
88,BEXAR_ES_ESR1,834682.4489166664,-151143.7696051333,0.0,0.0,0.0,0.0,19402.961443452088,43779.226732884774,746720.8674878702,BEXAR_ES_RN,100.0,QTEN32,YBEXES,,,100.0,0.88,115.65906833037451
89,GKS_BESS_ESR1,1056.5,380558.79720455833,0.0,0.0004471895799986,0.000163659458146,93778.29994188529,37498.47794625268,229229.50787113435,742121.5835746796,GKS_BESS_RN,0.0,QTEN26,SA Grid Solutions,103.0,Great Kiskadee Storage,103.0,1.94,93.02122448692653
90,TANZ_ESS_ESR1,381660.2129166667,-135264.62441882497,0.0,36927.57387444511,14499.60299759668,159513.3934671377,140147.04463854156,144634.6184841509,742117.8219597137,TANZ_ESS_RN,128.8,QSUE99,ENGIE,132.9,Tanzanite Storage U1,132.9,1.93,-0.4823151945847958
91,RBN_ESR1,233206.7525,-22668.616007641667,0.0,30335.585357843258,15056.896175596883,287703.03099210036,95299.20050478292,66112.03399934307,705044.8835220248,RBN_BESS1,100.0,QTEN19,Cypress Creek Renewables,101.6,River Bend,101.6,1.48,52.55461671413849
92,DGFS_ESR_ESR1,158402.07116666666,335028.5350421,0.0,1191.4439323603206,25173.844601515288,118543.764069762,29304.27860291353,35165.57982569639,702809.5172410142,DGFS_ESR_RN,75.0,QTEN26,Gore Street Energy Storage Fund,75.0,Dogfish BESS,75.0,1.22,40.55785974635406
93,RVRVLYS_ESR1,49051.12141666667,542298.0460493916,0.0,30279.52251586312,20373.01306637109,3858.464296977496,4609.711616132134,34636.08271205101,685105.961673453,RVRVLYS_ALL,50.0,QSHEL2,Key Capture Energy,50.0,River Valley 1,50.0,1.99,74.41696818144358
94,TANZ_ESS_ESR2,192275.92525000003,-19941.125084983334,0.0,36061.927934715975,15934.258324387944,161648.81492261478,137407.37304727573,143560.3093996942,666947.4837937054,TANZ_ESS_RN,128.8,QSUE99,ENGIE,132.9,Tanzanite Storage U1,132.9,1.93,-10.39604927126155
95,AZURE_ESR1,117661.02375,325719.8138118166,0.0,0.0003949218122297,63.036134465013696,35556.76878332355,19758.689911497197,163218.84240913644,661978.1751951608,AZURE_RN,77.6,QENEL6,Enel North America,77.2,Azure Sky Solar,77.2,1.5,76.57180902178706
96,PAVO_ESS_ESR1,291916.4146666667,31229.659368508335,0.0,59166.3910281714,16168.052584435929,147523.24169192492,54728.82351494478,46245.045857678735,646977.6287123307,PAVO_ESS_ALL,46.4,QSUE74,ENGIE,86.5,Pavo BESS 1,86.5,1.01,58.9319519768214
97,ZIER_SLR_ESR1,126518.90583333332,374155.82001367497,0.0,19292.585275937046,26104.754341587155,20624.79999100547,20129.576185673868,58392.06909336244,645218.5107345743,ZIER_SLR_ALL,40.0,QTEN19,Cypress Creek Renewables,40.1,Zier Storage U1,40.1,1.95,83.72050381660645
98,RVRVLYS_ESR2,914.2553333333332,559790.9709629416,0.0,22620.996286669226,13944.421947528515,3792.843846988659,4425.005864452528,34718.373002160115,640206.867244074,RVRVLYS_ALL,50.0,QSHEL2,Key Capture Energy,50.0,River Valley 1,50.0,1.99,72.24863124484477
99,STRG_SLR_ESR1,0.0,610487.5268609666,0.0,0.0,0.0,0.0,0.0,0.0,610487.5268609666,STRG_SLR_ALL,100.0,QECNR,YEONCR,,,100.0,1.92,7.8711357938553475
100,BLUEJAY_ESR1,157126.53608333337,196542.3055841917,0.0,443.0721098097909,1634.3618706243,86895.43808167762,26576.609885420392,121362.03249401592,590580.3561090732,BLUEJAY_RN,50.0,QENEL7,Enel North America,51.4,Blue Jay,51.4,1.65,53.26628147372092
101,DAN_ESR1,0.0,571856.2914889584,0.0,1312.2306310511362,3804.688809477305,566.3719359135177,1388.5608198034708,5810.8316326003605,584738.9753178039,DAN_ALL,76.3,QTOTL4,TotalEnergies,76.44999999999999,Danish Fields Storage U1,76.44999999999999,1.47,51.76663350770966
