rank,resource_name,da_energy_rev,rt_energy_rev,deviation_penalty,regup_rev,regdn_rev,rrs_rev,ecrs_rev,nonspin_rev,total_rev,settlement_point,hsl,qse,company,capacity_mw,site,eff_capacity_mw,duration_hours,optimization_rate
102,MYR_ESR1,0.0,544020.8233886915,0.0,2130.1495825739175,5264.470283538121,1386.6977736780473,4867.808302713892,9550.294199213748,567220.2435304093,MYR_ALL,75.6,QTOTL5,YTOTAL,,,75.6,1.52,55.895566148604935
103,PAD1_ESS_ESR1,4.0980000000000185,403232.3320833333,0.0,12339.871555358708,38248.95927917415,109739.4763457408,686.5977546453078,0.0,564251.3350182523,PAD1_ESS_RN,50.0,QCPSE,YCPS,,,50.0,2.02,55.06858354080724
104,BR_ARROW_ESR2,0.0,564030.7449942334,0.0,4.608996539792388e-06,8.290657439446367e-06,0.0002125334845335,0.000245265280622,0.0,564030.7454649318,BR_ARROW_ALL,51.7,QECNR,RWE,51.05,Bright Arrow Storage U1,51.05,1.93,37.55887388881093
105,ROSELAND_ESR1,132795.69608333334,182680.52966249996,0.0,255.3508110787245,1532.975419197654,95468.26182235964,34128.45616644641,116316.96337472188,563178.2333396376,ROSELAND_ALL,50.0,QENEL9,Enel North America,56.3,Roseland,56.3,1.46,60.01872408951275
106,MYR_ESR2,0.0,548660.011107375,0.0,1618.3441775809156,1875.6427442605743,560.7561973607718,1967.4608152090325,7034.281715209795,561716.496756996,MYR_ALL,72.9,QTOTL5,YTOTAL,,,72.9,1.53,39.46808466425743
107,CORALSLR_ESR2,308005.60866666667,126939.55259557502,0.0,19.716443718943705,0.000163659458146,34017.89889781678,24234.122762726358,66751.3531941799,559968.2527243431,CORALSLR_ALL,51.4,QNGRE1,National Grid Renewables,50.3,Coral Storage U1,50.3,1.2,69.951145773321
108,BR_ARROW_ESR1,0.0,501577.15296197496,0.0,0.0,2.284411344194541e-05,17819.060494574704,33367.760406241025,0.0,552763.9738856349,BR_ARROW_ALL,48.3,QECNR,RWE,51.05,Bright Arrow Storage U1,51.05,1.93,7.907399904286697
109,DCSES_ESR1,0.0,227228.8518673917,0.0,16358.903761431864,2131.0998563096764,162409.97359791744,70080.8353819623,66454.91218800296,544664.5766530158,DC2SES_ALL,66.5,QLUMN,Vistra corp,65.75,Decordova 1,65.75,1.0,44.7238815610723
110,BATCAVE_ESR1,62353.39066666667,10383.705189966666,0.0,43539.356169341816,24886.42637873947,261227.80959897878,127403.83568126938,13173.36729502889,542967.8909799916,BATCAVE_RN,100.5,QSUE74,ENGIE,100.5,Bat Cave,100.5,1.09,21.94383299072316
111,DAN_ESR2,0.0,526544.5552183082,0.0,1180.0271605028663,3392.840996837533,548.40948462802,1193.7279010822551,6030.773398490527,538890.3341598496,DAN_ALL,73.7,QTOTL4,TotalEnergies,76.44999999999999,Danish Fields Storage U1,76.44999999999999,1.47,45.48982666750927
112,CORALSLR_ESR1,316570.4868333333,132861.16212359164,0.0,18.160443718943704,0.000163659458146,34793.578249169,21619.54916805477,30189.420540006053,536052.3575215332,CORALSLR_ALL,47.6,QNGRE1,National Grid Renewables,50.3,Coral Storage U1,50.3,1.2,69.74896201318298
113,WZRD_ESS_ESR1,11635.769,441627.7566241417,0.0,0.0,0.0,1136.4565979892902,4962.914727701063,49730.51372022096,509093.410670053,WZRD_ESS_RN,150.0,QTEN26,YWIZAR,,,150.0,1.42,63.37404480907527
114,LILY_ESR1,55232.503916666654,215766.52583166663,0.0,153.77153325928376,384.8448889547438,116459.29282446307,30475.234446249266,89099.16323794505,507571.3366792047,LILY_RN,50.0,QENEL5,Enel North America,50.0,Lily,50.0,1.45,60.23689932410413
115,DCSES_ESR2,0.0,206584.98229885002,0.0,0.0142543495207817,2174.3864573789374,208708.44231508,13343.44348211907,71248.9691931082,502060.23800088564,DC2SES_ALL,66.5,QLUMN,Vistra corp,65.75,Decordova 1,65.75,1.0,40.496839273354816
116,DKNS_ESS_ESR1,233148.14016666665,-11399.734412883337,0.0,56838.92200696956,14098.89217310174,105943.9470331215,49561.17595667153,26196.63048303884,474387.9734066865,DKNS_ESS_RN,50.0,QSUE74,ENGIE,52.475,Dickens BESS U1,52.475,1.0,34.63012578974484
117,DKNS_ESS_ESR3,236535.32783333331,-17929.362833249997,0.0,58548.717696467924,14070.996289583945,105718.81962560704,49067.15336512614,26053.769275639122,472065.4212525074,DKNS_ESS_RN,50.0,QSUE74,ENGIE,52.475,Dickens BESS U1,52.475,1.0,37.29443843338258
118,DKNS_ESS_ESR2,232308.10124999995,-10339.9135584,0.0,56016.21505956994,13319.724434741744,104617.23098478152,49716.46878114313,25751.36329095791,471389.1902427944,DKNS_ESS_RN,50.0,QSUE74,ENGIE,52.475,Dickens BESS U1,52.475,1.0,35.92602388413331
119,BIG_STAR_ESR1,0.0,469100.9383736417,0.0,0.0,0.0,0.0,0.0,0.0,469100.9383736417,BIGSTAR_ALL,80.0,QECNR,YEONCR,,,80.0,1.36,38.60742442652852
120,DCSES_ESR3,0.0,192577.16295869998,0.0,0.0126192112941981,2097.4210060432065,194582.91244474056,12185.551973929916,67378.40187883348,468821.4628814584,DC2SES_ALL,63.5,QLUMN,Vistra corp,65.75,Decordova 1,65.75,1.0,34.11607396812033
121,BCK_ESR2,0.0,465568.2461118082,0.0,0.0,0.0,0.0,0.0,0.0,465568.2461118082,BCK_RN,126.5,QHEI5,YOL300,,,126.5,2.17,32.472701680607486
122,BCK_ESR1,0.0,459687.6613361001,0.0,0.0,0.0,0.0,0.0,0.0,459687.6613361001,BCK_RN,123.5,QHEI5,YOL300,,,123.5,2.38,32.28722903705825
123,DKNS_ESS_ESR4,226080.4943333333,-21411.36169994167,0.0,58438.78249226239,14461.180945294285,106024.4986104399,45657.490873387054,28330.61352315729,457581.6990779326,DKNS_ESS_RN,50.0,QSUE74,ENGIE,52.475,Dickens BESS U1,52.475,1.0,39.71726201646112
124,NOBLESLR_ESR1,326146.98850000004,-4303.317829366672,0.0,0.0004483279402447,0.000163659458146,57720.34214018613,28876.647000090583,33817.098692684995,442257.7591155825,NOBLESLR_ALL,62.5,QNGREN,National Grid Renewables,62.5,Noble 1,62.5,1.0,54.828007597029945
125,GAMBIT_ESR1,0.0,396883.45223210834,0.0,19319.504099518428,12864.805055796496,3343.3452027206827,1882.9523050700304,2670.505455884969,436964.56435109896,GAMBIT_RN,100.0,QSUE23,On.Energy,109.9,Angleton BESS,109.9,1.68,33.27003327872125
126,MIDP_SLR_ESR1,850.9899999999998,429473.71801525005,0.0,161.301,145.305,22.882,6.9750000000000005,191.32,430852.49101525004,MIDP_SLR_RN,50.9,QTEN26,YMIDPO,,,50.9,1.96,42.27655850212045
127,LOWR_ESS_ESR1,16256.659583333332,342858.7993920749,0.0,10908.646886523886,171.47958090176857,3615.772688157912,18781.516726545386,35140.559299157256,427733.43415669457,LOWR_ESS_RN,60.0,QEDI10,Ormat,60.0,Lower Rio BESS,60.0,2.0,32.83737829412998
128,DCSES_ESR4,0.0,237250.2140083333,0.0,0.0142144485962574,1840.013438192365,97363.16684074469,12039.18865030102,69034.34613782162,417526.94328984164,DC2SES_ALL,63.5,QLUMN,Vistra corp,65.75,Decordova 1,65.75,1.0,34.13491945858148
129,NOBLESLR_ESR2,273254.1985833334,18452.240528216655,0.0,0.0004483279402447,0.000163659458146,58770.80588627541,31188.212828604304,33090.862284080555,414756.32072249765,NOBLESLR_ALL,62.5,QNGREN,National Grid Renewables,62.5,Noble 1,62.5,1.0,60.35328723276373
130,ANCHOR_ESR2,110685.3875,131457.98741666667,0.0,120.64220172089588,312.2513906012715,77791.84773698737,32561.22006033777,58046.86043348601,410976.19673979987,ANCHOR_ALL,36.3,QENE11,Enel North America,35.75,Anchor BESS 1,35.75,1.58,51.8642182254987
131,NF_BRP_ESR1,-11695.218083333251,-26246.544134758333,0.0,39140.36360298983,16047.517275228289,256370.76384540982,118276.82879424251,14496.517226220592,406390.2285259993,NF_BRP_RN,100.5,QSUE74,ENGIE,100.0,North Fork,100.0,1.1,20.341967555973664
132,BYRDR_ES_ESR1,164903.39183333336,62353.46938333334,0.0,851.2560423295591,882.0368423540073,98969.45570680502,38724.822798530404,16140.437387643851,382824.86999432946,BYRDR_ES_ALL,50.0,QHABIT,GlidePath,50.0,Byrd Ranch,50.0,1.0,64.73038187656452
133,SUNVASLR_ESR1,72856.66,71845.742295375,0.0,35723.08965828244,18366.57222973847,96567.9749881358,68004.05423619987,0.0,363364.09340773156,SUNVASLR_ALL,53.0,QSUE38,ENGIE,50.7,Sun Valley Bess 1,50.7,0.99,47.51345294375161
134,ANCHOR_ESR1,115814.96675,59639.07616666667,0.0,66.75979702252695,259.7924730500924,76879.24846932811,28359.61242170136,57967.89237665104,338987.3484544199,ANCHOR_ALL,35.2,QENE11,Enel North America,35.75,Anchor BESS 1,35.75,1.58,39.4651849896301
135,SUNVASLR_ESR2,44243.54499999999,77038.26623396666,0.0,32218.910232839553,14964.497640798103,76762.80266758816,58089.319588494516,0.0,303317.34136368695,SUNVASLR_ALL,46.0,QSUE38,ENGIE,50.7,Sun Valley Bess 1,50.7,0.99,39.377099636950724
136,RPUBRDS_ESR1,-21096.603,282764.50958974997,0.0,0.0001059244244266,0.0001553688007065,7955.193161737026,10264.994359885552,21975.73783680272,301863.83220946847,RPUBRDS_RN,39.5,QSHEL2,Key Capture Energy,50.0,Republic Road,50.0,1.98,12.752047706577468
137,TORT_ESS_ESR1,132375.85733333338,-70089.12805858333,0.0,37969.99665178532,11585.46925746704,138044.3519374677,31598.642324162738,17092.820791688267,298578.010237321,TORT_ESS_RN,50.0,QSUE74,YSUEZ,,,50.0,0.8,73.68084748756742
138,INRT_W_ESR1,101455.30883333333,167227.01703916662,0.0,0.0,0.0,0.0,0.0,0.0,268682.32587249996,INRT_W_ALL,13.0,QFPL32,NextEra Energy Resources,13.0,Inertia BESS,13.0,3.8,52.45729961456559
139,ADL_ESR1,108062.78191666664,77008.87390833333,0.0,10879.442266986112,209.0944114027779,41400.144152374894,9237.79759292928,12753.49495812974,259551.62920682284,ADL_RN,60.0,QTEN26,YLIB1S,,,60.0,1.08,61.92823022720429
140,NCO_ESR1,-25637.8405,243873.1886907333,0.0,0.0001496693223858,0.0001553688007065,8019.080553125917,9421.524980979108,22859.10763569435,258535.0616655709,NCO_RN,38.8,QSHEL2,Key Capture Energy,50.0,North Columbia,50.0,1.96,18.77567683580066
141,HI_LONEB_ESR1,67754.39491666667,149603.8488004083,0.0,857.7924469708662,0.0,6654.515618997307,19848.765588539376,0.0,244719.31737158253,HI_LONEB_RN1,50.0,QENEL1,YENELT,,,50.0,1.33,38.84175757069522
142,PALACIOS_ESR1,261457.2141666666,-23823.725836700003,0.0,0.0,0.0,2150.4630509920103,4489.211302016373,0.0,244273.16268297506,PALACIOS_RN,9.9,QTEN30,REX Storage Holdings,9.9,Regis Palacios BESS,9.9,1.0,35.70876773308161
143,SLCNHLS_ESR2,1766.7703333333332,196716.45410624167,0.0,0.000145060325846,0.000163659458146,6369.815607636267,8074.705436511805,22415.436360339856,235343.1821527827,SLCN_ESS_ALL,47.9,QSHEL2,Key Capture Energy,50.0,Silicon Hill 1,50.0,1.98,22.817157072870877
144,SLCNHLS_ESR1,14032.801333333333,172775.95632141666,0.0,0.000145060325846,0.000163659458146,6912.358743698735,7895.325630570111,21710.128524215164,223326.57086195375,SLCN_ESS_ALL,50.0,QSHEL2,Key Capture Energy,50.0,Silicon Hill 1,50.0,1.98,11.23896500049355
145,QUEEN_BA_ESR1,61844.190416666665,114262.18462959999,0.0,978.1705276642832,0.0,7051.463724094247,24502.40866030936,0.0,208638.41795833452,QUEEN_BA_RN,50.0,QENEL2,YENELT,,,50.0,0.96,43.641059837403134
146,JUNORTH_ESR1,55799.58733333333,110643.59992749168,0.0,2459.5589556108985,881.3369837435938,1478.1818033891543,429.71523752079696,6307.604553360864,177999.5847944503,JUNORTH_RN,9.9,QTEN26,Adapture Renewables,9.9,Junction North BESS,9.9,1.62,2.0491661519209434
147,JUNCTION_ESR1,16421.06883333333,118962.074425,0.0,0.0001496832112747,439.6166681405577,12719.175853198323,12912.358191569683,9006.107795190583,170460.4019161157,JUNCTION_RN,9.9,QBEEP1,Hunt Energy Network,9.9,Junction (DGR),9.9,1.0,41.027071845611445
148,PYR_ESR3,0.0,89291.17849068332,0.0,0.0,0.0,77075.81120290946,0.0,0.0,166366.9896935928,PYR_PYRON1,15.1,QECNR,RWE,13.3,Pyron,13.3,1.0,56.69722771218017
149,SPTX12B_ESR1,6985.711833333332,120512.46562639163,0.0,31.210821696040583,29.6156468765001,19991.625100935584,11557.985114919597,3699.430335353296,162808.04447950597,SPTX12B_RN,24.9,QEDIS9,Ormat,25.1,SP TX-12B,25.1,1.0,58.755885381234236
150,ELM_ST_ESR2,0.0,152254.37041600834,0.0,1570.7876448984794,2393.746975381749,0.0,264.5434915255917,2787.4040730723905,159270.85260088654,ELM_ST_RN2,9.9,QSYSO,YNPCEC,,,9.9,1.82,60.52375578908794
151,CNTRY_ESR1,105611.07158333332,20152.80570509166,0.0,559.2286709895924,915.292490673689,14130.729394412921,7637.007922548648,9898.448830803149,158904.58459785298,CNTRY_RN,9.8,QPROLO,Prologis,9.9,Century BESS,9.9,1.92,67.05047540600525
152,RUSSEKST_ESR1,9473.222166666668,114190.27462499996,0.0,0.0001496832112747,468.38325400245895,12946.577544206222,13016.309793691415,8747.457354265789,158842.22488751577,RUSSEKST_RN,9.9,QBEEP1,Hunt Energy Network,9.9,Russek Street BESS,9.9,1.09,39.674688288745635
153,PYR_ESR2,0.0,71076.10080476667,0.0,0.0,0.0,86132.3891892258,0.0,0.0,157208.48999399244,PYR_PYRON1,15.1,QECNR,RWE,13.3,Pyron,13.3,1.0,55.51050594756857
154,TNFS_ESR1,-49.69799999999999,138942.87896512498,0.0,1746.3430392701457,2944.077718307908,0.0,153.50628967299474,2452.0526875589867,146189.16069993502,TNFS_RN,9.9,QSYSO,YFTSCE,,,9.9,1.82,63.69668038793748
155,FLAT_TOP_ESR2,0.0,117244.37630959997,0.0,875.5197546716025,2301.151027407967,5542.312176474294,6289.322266527446,9926.159303357264,142178.84083803857,FLVABES1_ESR,9.9,QJPEM,YFLOWE,,,9.9,1.7,55.854680302449225
156,TV_ESR1,64391.61841666667,6561.19766818333,0.0,9024.550802890915,12669.751712158957,5485.851836613578,4099.303964967327,38846.16603543215,141078.44043691293,TV_RN,9.8,QAETE1,Agilitas Energy,9.9,Telview BESS,9.9,2.12,95.69643344632144
157,ALAMO_ST_ESR1,-1.188,129589.00299874999,0.0,1384.3547345457089,2358.8983146725327,0.0,219.806561322424,2686.882855217639,136237.75746450826,ALAMO_ST_RN,9.9,QSYSO,YALCEC,,,9.9,1.93,58.94416230018854
158,PAD2_ESS_ESR2,0.0,104468.42917259167,0.0,2082.206114754663,2669.6342600001262,2902.444762209689,0.0,22230.66381101911,134353.37812057525,PAD2_ESS_RN,150.0,QCPSE,YCPS,,,150.0,1.42,22.337413219309475
159,OLNEYTN_ESR1,11128.305833333334,87051.59558333333,0.0,0.0001496832112747,447.0943894754484,13073.894529906309,12557.440774631003,8308.574975320851,132566.9062356835,OLNEYTN_RN,9.9,QBEEP1,Hunt Energy Network,9.9,Olney (DGR),9.9,1.0,41.65397717725964
160,CR_ESR1,76119.05458333333,17343.350958616666,0.0,1079.4477538107894,832.7190913058942,15681.168269055324,7597.513930964529,12599.61686816292,131252.87145524943,CR_RN,9.8,QPROLO,Prologis,9.9,Crockett BESS 1,9.9,2.02,75.14175523022007
161,SWTWR_ESR1,0.0,69113.95118083333,0.0,135.857630170468,209.37073040020903,7.322448979591838e-05,10699.501038452854,47675.88131464599,127834.56196772734,SWT_BESS_RN,9.9,QTEN26,YSWTWA,,,9.9,2.34,74.26208398200494
162,CAMWIND_ESR1,6956.3685,62710.098117666654,0.0,3120.339387425744,8242.657930090216,5261.861936755954,7518.989912244891,32958.3761409902,126768.69192517368,CAMWIND_RN,0.0,QTEN26,Ingka Investments,16.4,Cameron Storage,16.4,2.0,80.26290540035052
163,AE_ESR1,38780.14291666666,32148.768290833326,0.0,2856.5382203640143,75.5282323434829,18382.42417836097,14066.757919736448,16087.758174697148,122397.91793300204,AE_RN,9.9,QTEN26,TotalEnergies,149.2,Myrtle Storage U1,149.2,1.64,6.754800025065807
164,PEARSALL_ESR1,17373.917333333327,54733.57333723333,0.0,9985.093499330278,23.856108353427025,1183.4878561076391,2891.7397054352487,35819.70825907253,122011.37609886576,PEARSALL_RN,9.9,QTEN26,YSUNSE,,,9.9,2.27,88.62553494279608
165,BELD_ESR1,0.0,98288.58406640834,0.0,471.59184903373625,1548.1605785875083,4793.857189693786,3032.6243260668725,10491.861082125983,118626.6790919162,TRIPBUT1_RN,7.5,QJPEM,Jupiter Power,7.5,Triple Butte (DGR),7.5,2.0,49.622707733929175
166,PYOTE_ESR1,0.0,93493.14422942503,0.0,735.3101008134958,2587.12336733672,5783.486494722664,6094.000129624101,9635.079223603012,118328.14354552497,SWOOSE1_U1,9.9,QJPEM,Jupiter Power,9.9,Swoose (DGR),9.9,2.0,40.44686532101801
167,WOVER_ESR1,0.0,93761.86715666666,0.0,165.7029384024749,656.1050200378781,0.0001800059320296,3237.76326552717,19517.97358754522,117339.4121481853,WOV_BESS_RN,9.9,QTEN26,Gore Street Energy Storage Fund,9.9,Westover (DGR),9.9,2.02,30.74920765512068
168,MEDILA_ESR1,74606.46441666667,41946.689804450005,0.0,0.0,0.0,0.0,0.0,0.0,116553.15422111664,MEDILA_RN,9.9,QTEN30,YREGME,,,9.9,1.25,10.074762491657912
169,NWF_ESR1,0.0,-50457.26461565832,0.0,1.0537192726355248e-05,1.506684027777778e-05,166644.30958871043,0.0,0.0,116187.04499865607,NWF_NWF1,36.0,QDUKER,Duke Energy,36.0,Notrees,36.0,0.35,21.500727926034077
170,HAMILTON_ESR1,11446.901083333332,71052.59938333332,0.0,0.0001496832112747,466.10279571671583,12944.135985063796,11968.540870364213,8160.601313110464,116038.88158060504,HAMI_BESS_RN,9.9,QBEEP1,Hunt Energy Network,9.9,Hamilton Bess (DGR) U1,9.9,1.0,39.1956201517076
171,FORTMA_ESR1,59313.394,9412.396906283333,0.0,11362.051279299247,9881.895207159649,18852.472376688005,5532.430214895639,1012.843951544031,115367.48393586991,FORTMA_RN,9.8,QTEN30,YMASON,,,9.8,1.22,64.67893326391857
172,CFLAT_ES_ESR1,0.0,112102.62061065837,0.0,0.0,0.0,0.0,0.0,0.0,112102.62061065837,CFLAT_ES_RN,100.0,QTEN26,YCITFE,,,100.0,2.19,40.73250766708255
173,RIO_GRAN_ESR2,38245.41791666666,24053.852355833336,0.0,1249.4233907075272,605.6561897345343,26005.72589253539,4650.462801203155,13213.4667906291,108024.0053373097,RIOG_ESR2_RN,9.9,QPROLO,Prologis,9.9,Rio Grande City BESS 2,9.9,2.26,38.09144572281392
174,CITRUSCY_ESR1,45061.15766666666,11849.648962499998,0.0,1445.2665804423737,1162.1991462916196,13307.454775311446,14486.787452245842,18167.936388753285,105480.45097221123,CITRUSCY_RN,9.9,QPROLO,Prologis,9.9,Citrus City BESS,9.9,2.26,70.26632737153788
175,WR_ESR1,39750.6295,33522.57842278334,0.0,3019.4583015865464,2495.784250114168,4615.382667184952,4289.798269134875,17439.44380363623,105133.07521444009,WR_RN,9.9,QAETEL,YIEYES,,,9.9,0.7,217.04273619470686
176,GRDNE_ESR1,10879.037916666666,60638.06557499999,0.0,0.0001496832112747,474.49103353370657,12801.66428485056,11984.740198966023,7981.565737297022,104759.56489599719,GRDNE_ESR_RN,9.9,QBEEP1,YHENI1,,,9.9,0.84,46.26317134896258
177,FRMRSVLW_ESR2,37252.82983333333,22585.190601558334,0.0,10221.98499004914,9611.890276806867,14383.43432065478,1749.3495404837815,8817.962897794652,104622.64246068089,FRMR_BS2_RN1,9.9,QTEN26,Hunt Energy Network,9.9,Farmersville West BESS 2 (DGR),9.9,1.52,50.70949532014083
178,JDKNS_ESR1,10948.900666666665,58482.394225,0.0,0.0001496832112747,469.1879721412244,12828.83693894594,12015.136352411244,8086.586069545658,102831.04237439392,JDKNS_RN,9.9,QBEEP1,Hunt Energy Network,9.9,Judkins BESS (DGR),9.9,1.0,42.08747576575417
179,CATARINA_ESR1,7908.62575,61137.92113333333,0.0,0.0001496832112747,465.9167775335336,13090.087657098218,11967.67689684922,7415.978050700041,101986.20641519755,CATARINA_B1,9.9,QBEEP1,Hunt Energy Network,9.9,Catarina (DGR),9.9,1.0,46.84090013836192
180,CISC_ESR1,11723.65608333333,55116.845275,0.0,0.0001496832112747,447.4083923679911,12651.29178618633,12555.281021681934,8112.012661949428,100606.4953702022,CISC_RN,9.9,QBEEP1,Hunt Energy Network,9.9,Cisco BESS,9.9,1.09,25.348638546890637
181,MNWLE_ESR1,11342.44325,55408.14876666666,0.0,0.0001496832112747,446.44429697803713,12810.103464994969,12459.001019750829,8048.094469209397,100514.2354172831,MNWL_BESS_RN,9.9,QBEEP1,YHENI1,,,9.9,1.02,90.10943602247238
182,MU_ESR1,21799.8345,36120.2137249,0.0,3169.03705568448,0.0,13090.113054046304,11155.6176406671,14737.575908856095,100072.39188415399,MU_RN,9.9,QTEN26,On.Energy,10.0,Mustang Bayou BESS,10.0,1.97,86.45761327486426
183,MILTON_ESR1,58954.8465,-13296.432577941663,0.0,9651.292124932252,5692.372582417901,20767.672249744646,5445.105556152787,11899.141009694853,99113.99744500076,MILTON_RN,9.9,QTEN30,YREGMI,,,9.9,1.23,68.44631635191988
184,PIN_BESS_ESR1,34893.25066666667,63765.118487058295,0.0,0.0,0.0,0.0,0.0,0.0,98658.36915372495,PIN_BESS_RN,200.0,QTEN34,YPINTP,,,200.0,1.42,-12.454514371939394
185,RTLSNAKE_ESR1,11045.520166666667,52721.83772499999,0.0,0.0001496832112747,449.8151705924349,12925.382219256446,11905.050158521213,7831.7592965680615,96879.36488628802,RTLSNAKE_BT,9.9,QBEEP1,Hunt Energy Network,9.9,Rattlesnake (DGR),9.9,1.0,42.70030454856783
186,GOMZ_ESR1,11101.555583333333,52309.220316666666,0.0,0.0001496832112747,468.7583146876933,12885.229589840848,11873.646380262215,7921.704404250955,96560.11473872492,GOMZ_RN,9.9,QBEEP1,Hunt Energy Network,9.9,Gomez (DGR),9.9,1.0,45.742175878794434
187,CEDRVALE_ESR1,11063.432916666668,52607.019258333334,0.0,0.0001496832112747,468.7665740961677,12778.142042034558,11800.09458869851,7794.695790721469,96512.15132023393,CEDRVALE_RN,9.9,QBEEP1,Hunt Energy Network,9.9,Cedarvale (DGR),9.9,1.0,43.838702746694054
188,PIRATE_ESR1,33478.09958333333,7209.858327866669,0.0,18604.16355684742,6631.278012253956,14664.019312389151,4093.406717785,11693.032918250243,96373.85842872577,PIRATE_RN,9.8,QTEN30,YREGSI,,,9.8,1.28,70.0277409925003
189,LONESTAR_ESR1,11041.710416666663,51573.12291666666,0.0,0.0001496832112747,472.57311724690896,12943.18912880942,11891.660084130253,7916.449664934569,95838.7054781377,LONESTAR_RN,9.9,QBEEP1,Hunt Energy Network,9.9,Lonestar,9.9,1.0,42.399322814467666
190,CS_ESR1,25999.35483333333,32784.64172826666,0.0,2620.893615438346,0.0,8233.84652759758,11269.086093931246,14906.529863972379,95814.35266253953,CS_RN,9.9,QTEN26,On.Energy,9.9,Crosby BESS,9.9,2.02,65.99849838927928
191,FAULKNER_ESR1,11063.342916666665,51345.64016666666,0.0,0.0001496832112747,470.62769557061546,13104.84410327981,11920.833326378024,7881.038611937917,95786.3269701829,FAULKNER_RN,9.9,QBEEP1,Enel North America,15.9,Faulkner (DGR),15.9,1.22,23.145489433581517
192,SADLBACK_ESR1,11068.746416666663,51664.950775000005,0.0,0.0001496832112747,468.35460302466873,12652.749116852916,11964.869625396428,7915.125855127038,95734.79654175091,SADLBACK_RN,9.9,QBEEP1,Hunt Energy Network,9.9,Saddleback (DGR),9.9,1.0,43.07720361809234
193,GODY_SLR_ESR1,0.0,95448.19045741667,0.0,0.0,0.0,0.0,0.0,0.0,95448.19045741667,GODY_SLR_RN,18.0,QTEN26,YMRGS,,,18.0,1.42,34.564850494427425
194,SGSA_ESR1,19619.066666666662,68266.19938916666,0.0,5.66715626201461e-06,2.752850466166859e-05,796.9449990656958,1198.8010002364504,5334.096935949191,95215.1090242803,SGSA_DGR,9.9,QAMA1,NW Group,9.9,Saragosa (DGR),9.9,2.02,57.328997488027454
195,MOORE_FL_ESR1,24080.160583333327,25590.421285216664,0.0,16553.274888889766,3139.539624380693,5776.816593053126,19999.10783355929,0.0,95139.3208084329,MOORE_FL_RN,9.9,QTEN30,REX Storage Holdings,9.9,Moore Field BESS,9.9,1.0,68.3729027989799
196,CHERRYCR_ESR1,11118.781,51162.87741666667,0.0,0.0001496832112747,469.01602917275113,12534.959335781858,11856.236899912636,7889.5935750484605,95031.46440626559,TOYAH_RN,9.9,QBEEP1,Hunt Energy Network,10.4,Toyah Power Station (DGR),10.4,0.95,47.66878302695908
197,DPCRK_ESR1,0.0,63558.902816666654,0.0,412.55479397130296,180.5171317493,0.0001800059320296,16005.126136815476,14415.771742758974,94572.87280196765,SNY_BESS_RN,9.9,QTEN26,Gore Street Energy Storage Fund,10.0,Snyder (DGR),10.0,2.0,37.16175047208583
198,SANDLAKE_ESR1,11062.59908333333,50349.780925,0.0,0.0001496832112747,467.4733139748204,12521.639891300763,11601.932458953559,7624.399965776854,93627.82578802251,SANDLAKE_RN,9.9,QBEEP1,Hunt Energy Network,9.9,Sandlake BESS,9.9,1.0,42.803870530042715
199,CARRIZO_ESR1,55327.87441666667,22090.906349508332,0.0,6453.737923693808,5599.363149268906,0.0,1883.4144478305475,1319.6143138495374,92674.9106008178,CARRIZO_ESR1,9.8,QTEN30,YREGCS,,,9.8,1.08,106.36607548664406
200,COYOTSPR_ESR1,11063.342916666665,50613.46044999999,0.0,0.0001496832112747,465.2317843550089,8404.860691589258,11451.694720350792,8674.181069629041,90672.77178227398,COYOTSPR_RN,9.9,QBEEP1,YBEEPR,,,9.9,0.9,41.335181090019766
201,SBEAN_ESR1,11044.80716666667,46118.25975,0.0,0.0001496832112747,468.336312996222,12607.742457197864,11915.300009441415,7856.280757121488,90010.72660310687,SBEAN_BESS,9.9,QBEEP1,Hunt Energy Network,9.9,Screwbean (DGR),9.9,1.0,42.16511671171492
202,FRMRSVLW_ESR1,9339.71075,44754.14157499999,0.0,0.0001496832112747,450.16508900210647,13146.405833667275,12472.726407715058,8034.226769046492,88197.37657411415,FRMRSVLW_RN,9.9,QBEEP1,Adapture Renewables,9.9,Farmersville BESS (DGR),9.9,1.1,36.92104790118511
203,SP_ESR1,26106.716999999997,20863.63176645,0.0,75.50741913616976,0.0,6602.049758809861,5030.038826558026,29074.921070968285,87752.86584192234,SP_RN,9.0,QTEN26,On.Energy,9.9,Spencer BESS,9.9,2.02,120.56588618420443
204,W_HARLIN_ESR1,21311.85083333333,31380.176612233332,0.0,1431.3042322477825,81.36448364070301,17738.183242518593,7649.7037603903955,8022.745453040318,87615.32861740445,W_HRL_ESR_RN,9.9,QTEN24,YSMTTX,,,9.9,1.15,59.23649875755772
205,FALFUR_ESR2,17909.22933333333,-3165.4136596916665,0.0,21506.134010174115,2483.963263418381,8169.218478437379,21606.1474112018,15236.170988228261,83745.44982510162,FALFUR_RN2,9.8,QTEN30,Hunt Energy Network,9.9,Falfur BESS,9.9,1.15,97.55794023133015
206,ZAPATA_ESR1,26913.6685,-5481.643575774999,0.0,16598.57091697894,3269.617126241798,28373.050478642268,14044.93466516884,0.0,83718.19811125683,BRP_ZPT1_RN,9.9,QSUE74,YBRPIN,,,9.9,0.93,103.62792411924774
