resource_name,settlement_point,hsl,qse,company,capacity_mw,site,eff_capacity_mw,duration_hours,da_energy_rev,rt_energy_rev,deviation_penalty,regup_rev,regdn_rev,rrs_rev,ecrs_rev,nonspin_rev,total_rev,rank,optimization_rate
ZAPATA_ESR1,BRP_ZPT1_RN,9.9,QSUE74,YBRPIN,,,9.9,0.93,21806.482083333332,-5013.822478966666,0.0,13923.204664415125,2431.2523097119656,27217.4157796984,11451.083659541146,0.0,71815.6160177333,199,89.47314870952965
PAULN_ESR1,PAULN_RN,9.9,QBEEP1,Hunt Energy Network,9.9,Pauline BESS (DGR),9.9,1.0,8305.522833333333,34542.485799999995,0.0,0.0001496832112747,446.7746592580868,11529.554562896463,10316.988189383923,6562.122039591817,71703.44823414682,200,78.05843733973457
ZAPATA_ESR2,BRP_ZPT2_RN,9.9,QSUE74,ENGIE,19.8,Zapata 1 (DGR),19.8,1.01,21475.3185,-3430.516394791667,0.0,10911.332695684245,2323.89804892407,27888.246330784594,12467.613940058487,0.0,71635.89312065973,201,40.45164423606354
DPCRK_ESR1,SNY_BESS_RN,9.9,QTEN26,Gore Street Energy Storage Fund,10.0,Snyder (DGR),10.0,2.0,0.0,45459.65822499999,0.0,412.55479397130296,180.5171317493,0.0001800059320296,10899.795407432379,14407.130800550642,71359.65653870956,202,40.497390127531794
CARRIZO_ESR1,CARRIZO_ESR1,9.8,QTEN30,YREGCS,,,9.8,1.08,38944.513999999996,26578.567179291666,0.0,4245.745635108481,1420.4967340539943,0.0,4.456941277777777,0.0,71193.78048973191,203,58.11909578554061
HOLCOMB_ESR1,HOLCOMB_RN1,9.9,QBEEP1,Hunt Energy Network,9.9,Holcomb (DGR),9.9,1.0,5343.339666666667,37987.158941666654,0.0,0.0001496832112747,541.1146684761314,11293.338045965702,9605.355823922417,6153.719552807595,70924.0268491884,204,62.0266810893832
DIBOL_ESR1,DIBOL_RN,9.9,QBEEP1,YHENI1,,,9.9,0.97,7854.181416666665,34301.90739166666,0.0,0.0001473787130048,446.9567720392641,11314.538717347474,10296.830898830667,6522.4741912708005,70736.88953520026,205,77.00701764650915
W_HARLIN_ESR1,W_HRL_ESR_RN,9.9,QTEN24,YSMTTX,,,9.9,1.15,20664.63483333333,21395.125953374998,0.0,566.3209181452183,81.36448364070301,17250.184119042853,5466.646474143798,5152.074567280724,70576.35134896162,206,81.84444209078873
LIGSW_ESR1,LIGSW_RN,9.8,QPROLO,Prologis,9.8,Liggett Switch BESS,9.8,0.97,39832.52841666667,4397.017940866666,0.0,420.0214181210097,558.6409411425047,18718.861820217906,6180.113277598004,418.6107803170065,70525.79459492976,207,66.79197871248505
LOPENO_ESR1,BRP_LOP1_RN,9.9,QSUE74,YSUEZ,,,9.9,0.95,25970.86008333333,-6783.744411416667,0.0,13979.537743059753,2260.539420591269,23594.48498720544,11359.221723289227,0.0,70380.89954606237,208,92.38253380448111
MAINLAND_ESR1,MAINLAND_RN,9.9,QBEEP1,Hunt Energy Network,9.9,Mainland BESS (DGR),9.9,1.0,8651.913416666666,29766.863125,0.0,0.0001485309621397,315.45794664387864,11549.420543917524,12013.770672481252,7133.72112313044,69431.14697637073,209,76.14866758413038
FALFUR_ESR2,FALFUR_RN2,9.8,QTEN30,Hunt Energy Network,9.9,Falfur BESS,9.9,1.15,15738.363916666663,-2523.8798641333333,0.0,19523.70065209514,1604.0379174195696,7647.239944505221,16620.26516114316,10716.532122194747,69326.25984989118,210,124.78680674677638
N_MERCED_ESR1,N_MRD_ESR_RN,9.9,QTEN24,SMT Energy,10.0,North Mercedes BESS (DGR),10.0,1.0,15469.262666666666,22299.027310491667,0.0,2667.144246561957,92.74241917355847,16259.436048953414,8211.210020569353,4060.902337867655,69059.72505028427,211,32.08419140807548
N_ALAMO_ESR1,N_AL_BESS_RN,9.9,QTEN24,SMT Energy,10.0,North Alamo Bess,10.0,1.0,23659.47633333333,7905.276636575,0.0,7533.271460774768,51.71603722953409,7359.2001355494795,10350.1192551501,11317.343101022554,68176.40295963477,212,34.25477308954189
PUEBLO_ESR1,BRP_PBL1_RN,9.9,QSUE74,YSUEZ,,,9.9,0.99,29059.925916666663,-1280.7890102499998,0.0,5223.70279649325,1349.9139714643038,23745.462774582797,9796.175152116166,0.0,67894.39160107316,213,78.29435745736397
MV_VALV4_ESR1,MV_VALV4_RN,9.9,QBEEP1,Hunt Energy Network,10.0,Val Verde,10.0,1.0,3172.600916666667,32484.591316666665,0.0,0.0001496832112747,315.4884091739676,11565.30389668361,12375.684156632318,7851.815235460558,67765.48408096698,214,51.08413036379055
L_463S_ESR1,BRP_LOOP_RN,9.9,QSUE74,YSUEZ,,,9.9,0.58,20857.2715,-8575.092083608333,0.0,15848.680623643777,1952.1438031032765,22101.62632734371,14689.658658290944,0.0,66874.28882877338,215,97.59897264039896
LFSTH_ESR1,LFSTH_RN,9.9,QBEEP1,Hunt Energy Network,9.9,Lufkin South BESS (DGR),9.9,1.0,7854.208416666667,30584.972508333332,0.0,0.0001496832112747,446.5739327868852,11500.994532601513,10277.435204346257,6151.434800319526,66815.61954473739,216,76.22459751616641
BAY_CITY_ESR1,BAYC_BESS_RN,9.9,QTEN24,SMT Energy,9.9,Bay City,9.9,1.0,27711.459833333334,12970.531111308333,0.0,524.4900660336517,70.94274446166287,14426.221945616884,5404.087523159781,5187.237650383349,66294.970874297,217,54.34298000061069
PAVLOV_ESR1,PAVLOV_BT_RN,9.9,QBEEP1,Hunt Energy Network,9.9,Pavlov BESS,9.9,1.0,3785.592083333333,31600.859641666666,0.0,0.0001496832112747,308.9213400019523,11199.23340971521,11966.332015826287,7246.750461699065,66107.68910192572,218,65.12293409116359
TYNAN_ESR1,TYNAN_RN,9.9,QBEEP1,Hunt Energy Network,9.9,Tynan BESS,9.9,1.09,6923.360083333333,25511.93730833333,0.0,0.0001496832112747,494.279869413688,11731.68765548397,12095.720645157286,7452.851799463218,64209.83751086805,219,69.56541740872312
L_FRESNO_ESR1,L_FRE_ESR_RN,9.9,QTEN24,SMT Energy,10.0,Los Fresnos (DGR),10.0,1.0,15692.202333333336,16918.635531458334,0.0,1640.6494946808862,267.321393578449,14717.814911133899,6914.172244347631,7340.511328793231,63491.30723732576,220,137.03036065999956
MAYBERRY_ESR2,MYRY_BES2_RN,9.9,QTEN24,SMT Energy,9.9,Mayberry BESS 2,9.9,1.46,24566.921416666664,8896.306075291668,0.0,1433.860811193778,116.61048215206094,7681.5467825991,10029.389915650241,10010.266941708698,62734.90242526222,221,72.14053347590918
SP_ESR1,SP_RN,9.0,QTEN26,On.Energy,9.9,Spencer BESS,9.9,2.02,15938.749833333331,22079.391370649995,0.0,75.50741913616976,0.0,6261.589925126716,3948.271496826311,13877.319795351443,62180.829840423976,222,85.1637146417865
PUEBLO_ESR2,BRP_PBL2_RN,7.4,QSUE74,ENGIE,19.8,Pueblo 1 (DGR),19.8,1.01,33117.67166666666,-6787.451732616667,0.0,4057.5095556505526,1291.3347356737797,20662.70329325093,9479.596406321032,0.0,61821.36392494629,223,36.54208399303045
ODESW_ESR1,ODESW_RN,9.9,QSUE74,ENGIE,9.9,Odessa SW (DGR),9.9,1.0,32295.23791666667,-12445.665620733333,0.0,6042.716160181052,978.3556859523043,20721.912624156066,10214.77714343047,2880.813148200049,60688.14705785327,224,27.789818632904797
FALFUR_ESR1,FALFUR_RN,9.9,QBEEP1,Hunt Energy Network,9.9,Falfurrias BESS,9.9,1.0,3436.0951666666665,24631.727516666666,0.0,0.0001496832112747,309.3311082446792,11723.03566556362,12317.793771375516,7975.757005979757,60393.74038418012,225,61.489607051106354
EUNICE_ESR1,EUNICE_ALL,20.0,QTENSK,Orsted,40.3,Eunice,40.3,0.99,0.0,53786.439605616666,0.0,0.0,0.0,3447.6675724971506,2975.937807041858,0.0,60210.04498515568,226,5.135108527330895
MUENSTER_ESR1,MUENSTER_RN,9.9,QTEN30,Excelsior Energy Capital,9.9,Muenster BESS,9.9,1.22,36064.21191666667,14290.879969191667,0.0,4968.396605697459,1927.3455000582285,2105.9099244601584,827.9831789522916,0.0007090831670903,60184.727804109636,227,59.58174699565942
ELSA_ESR1,ELSA_ESR_RN,9.9,QTEN24,SMT Energy,10.0,Elsa (DGR),10.0,1.0,18888.213,10311.047792733334,0.0,1342.7115404201909,426.1520272046368,14874.45361674383,9799.602420448848,4089.257933022329,59731.43833057316,228,39.04707508597078
RIO_GRAN_ESR1,RIOG_ESR_RN,9.9,QTEN24,SMT Energy,10.0,Rio Grande City BESS (DGR),10.0,1.0,14988.131583333334,13006.95472855,0.0,3865.506814014822,275.0250767500057,15379.547939276443,8878.258087412207,3278.5080619161913,59671.932291253,229,8.325475863609132
K0_ESR1,BRP_RN_UNIT1,9.9,QSUE74,YSUEZ,,,9.9,0.72,20594.60308333333,-1686.184816674999,0.0,9126.087096973846,1375.6248348157437,20045.879624632038,8522.351338088545,0.0,57978.361161168505,230,85.3852207006665
FLAT_TOP_ESR1,FLTBES1,8.5,QSHEL2,YKEYCA,,,8.5,1.0,42.672,53935.25713629167,0.0,0.0001473648241159,0.0001202741295047,366.97269984759345,765.1553546670161,2467.3618507731335,57577.41930921836,231,37.84361003146447
WEIL_TRC_ESR1,WLTC_ESR_RN,9.9,QBEEP1,Hunt Energy Network,9.9,Weil Tract BESS,9.9,1.09,3400.553083333333,21460.823174999998,0.0,0.0001485309621397,315.3181055058971,11563.7971727892,12233.966872728002,7504.041061949501,56478.4996198369,232,72.3977743994826
S_SNROSA_ESR1,SROSA_ESR_RN,9.9,QTEN24,SMT Energy,10.0,Santa Rosa (DGR),10.0,1.0,22427.52491666667,4923.027246024999,0.0,675.242189965941,476.3329452764978,15414.744346848998,9378.723324616054,3125.6965410521852,56421.291510451345,233,38.47025720302027
BRAZORIA_ESR1,BRP_BRAZ_RN,9.9,QSUE74,ENGIE,10.0,Brazoria (DGR),10.0,1.0,12544.451083333335,-6730.732955383333,0.0,11584.225651405548,2938.9305332175845,22359.19379180015,10932.827402730252,2371.751073499571,56000.64658060311,234,70.83560066266833
SWEENY_ESR1,BRP_SWNY_RN,9.9,QSUE74,YSUEZ,,,9.9,0.78,23429.004416666667,-9181.488794958334,0.0,9523.225785528255,1589.8291530449853,23436.020933677482,7149.624602477508,0.0,55946.21609643657,235,109.85318373623744
LAURELES_ESR1,LAUR_BESS_RN,9.8,QTEN30,YREGL,,,9.8,1.19,30811.206,11114.960527891668,0.0,7340.498381461539,2695.4944736583075,0.0,5.068276465277777,3715.770567123891,55682.99822660068,236,151.21739102947888
HEIGHTTN_ESR1,BRHEIGHT_RN,9.9,QSUE74,ENGIE,9.9,Heights (DGR),9.9,1.0,8678.738083333332,-5517.466570366666,0.0,11132.757799485944,3254.0810570777003,23105.27644701024,12938.179524982377,1915.911307426924,55507.47764894985,237,84.02347103983658
EMPCT_ESR1,EMPCT_RN,9.9,QTEN24,YSMTII,,,9.9,1.24,33996.7485,13402.61616408333,0.0,470.226366042283,121.51924242828134,2625.556556346018,1828.3674543405693,2968.015701777848,55413.04998501834,238,67.81021440567866
PRCRK_ESR1,PRCRK_RN,9.9,QTEN24,SMT Energy,9.9,Prairie Creek BESS,9.9,1.52,20092.20175,26798.19711651667,0.0,676.7808716132722,75.99739531114818,2154.1785359264986,1926.0329158743257,3124.430946257592,54847.819531499495,239,45.507565890983415
MIDWY_ESR1,MIDWY_RN,9.9,QPROLO,Prologis,9.9,Midway BESS,9.9,1.0,31451.638,13250.426243483334,0.0,223.16115960933578,755.2939568258023,7426.282797902647,1561.7132183957694,0.0,54668.51537621689,240,29.538956382767932
MAYBERRY_ESR1,MYRY_ESR_RN,9.9,QTEN24,SMT Energy,10.0,Mayberry Bess,10.0,1.0,21379.82883333333,3017.8955862000003,0.0,1004.2715565816776,312.02728614411274,14972.378156485196,9125.034501625658,4728.407964100907,54539.84388447089,241,76.01079097912489
WCOLLOCL_ESR1,BSS_U1,9.9,QHABIT,YGLIDE,,,9.9,1.42,-8.82,3910.722037408333,0.0,0.0,0.0,40599.26506722538,9758.248657656313,0.0,54259.415762290024,242,192.76701237670596
ANGLETON_ESR1,BRPANGLE_RN,9.9,QSUE74,ENGIE,19.9,BRP Angleton (DGR),19.9,1.0,10911.638500000001,-5062.068212008333,0.0,7522.64945875128,2925.4277283551883,24362.138364019993,13374.362371318524,0.0,54034.14821043666,243,41.10069618751308
GARCENO_ESR1,GARC_BESS_RN,9.9,QTEN24,SMT Energy,19.9,Garceno Bess (DGR),19.9,1.0,24017.718333333334,-6156.327767908333,0.0,1632.9090153323407,523.5824334507114,15188.26235831471,9904.500481655941,6017.214722776987,51127.859576955685,244,-8.481409262061756
GOODWIN_ESR1,GOODWIN_ESR,9.9,QTEN30,YREGGO,,,9.9,1.2,33057.17333333333,5214.192994258332,0.0,9873.870946084147,1405.1032398529228,0.0,1420.9414674739483,0.0,50971.28198100268,245,74.27679828976703
CFLAT_ES_ESR1,CFLAT_ES_RN,100.0,QTEN26,YCITFE,,,100.0,2.19,0.0,49229.50126033335,0.0,0.0,0.0,0.0,0.0,0.0,49229.50126033335,246,0.8735034973977207
MAGNO_TN_ESR1,BRPMAGNO_RN,7.4,QSUE74,YSUEZ,,,7.4,0.71,6139.772916666667,4013.5901754333327,0.0,9063.657835883767,2728.900107586186,19323.651784987767,6136.674555076853,0.0,47406.247375634564,247,165.17628988230922
DICKNSON_ESR1,BRP_DIKN_RN,7.4,QSUE74,YSUEZ,,,7.4,0.52,7782.287833333332,-248.17437364166588,0.0,9423.30524140438,2505.121485216013,20048.04969240385,6686.345559368418,0.0,46196.93543808433,248,153.6664621789455
GZ_ESR1,GZ_RN,8.0,QTEN30,YREGGE,,,8.0,1.64,29146.60241666667,8421.219825925,0.0,1423.734726331361,1334.4994443499343,3109.765755474359,25.77163782051282,0.0,43461.59380656783,249,77.07755251398105
POTEETS_ESR1,POTEETS_RN,9.9,QBEEP1,YHENI1,,,9.9,1.0,2133.0353333333333,25048.429291666667,0.0,0.0,103.77274725274724,8267.144152200126,4509.731693770862,2675.055382681784,42737.16860090552,250,113.21664163671176
ALVIN_ESR1,ALVIN_RN,7.4,QSUE74,ENGIE,10.0,Alvin (DGR),10.0,1.0,-103.78241666666804,-2253.291091433333,0.0,9962.135491989164,3000.085150527435,19800.383692649408,8721.626339920738,1973.0385763258303,41100.19574331257,251,55.92668582976602
LYSSY_ESR1,LYSSY_RN,9.9,QTEN30,YREGLY,,,9.9,1.06,60184.21866666667,-22120.74587470833,0.0,0.0,0.0,0.0,0.0,0.0,38063.472791958324,252,4.179586516306539
STADIUM_ESR1,STADIUM_RN,9.9,QTEN26,YBESST,,,9.9,1.49,0.0,32682.277362891662,0.0,0.0,0.0,0.0,0.0,0.0,32682.277362891662,253,9.170920537704408
BLSUMMIT_ESR1,BLSMT1_5_A_6,30.0,QFPL12,NextEra Energy Resources,15.0,Blue Summit,15.0,0.42,0.0,30111.339525833333,0.0,0.0,0.0,0.0,0.0,0.0,30111.339525833333,254,43.27493551327431
X4_ESR1,X443ESRN,10.0,QCPSE,CPS Energy,10.0,Commerce St (DGR),10.0,1.0,0.0,29167.253036433332,0.0,883.5141326384934,1591.431550852931,0.0,-1621.2485632148296,0.0,30020.95015670993,255,26.50810847175841
HEARN_RD_ESR1,HEARN_RD_RN,9.8,QTEN30,Excelsior Energy Capital,9.9,Hearn Road BESS,9.9,1.0,26199.622916666664,3191.44708335,0.0,0.0,0.0,0.0,0.0,0.0,29391.070000016665,256,97.42010826653546
GZ_ESR2,GZ_RN,9.9,QPROLO,YESTH7,,,9.9,2.13,2369.6745,22406.06794385833,0.0,129.2877216736111,150.21348718114763,931.209412186195,913.6358511543979,1398.0932963353173,28298.182212388998,257,78.50298008443576
GEORSO_ESR1,RHESS2_ESS1,9.8,QEDIS9,Ormat,9.9,Rabbit Hill,9.9,1.0,2137.270083333334,16292.040680308333,0.0,0.0027365401504721,14.11860599630163,7625.2110473428365,309.52886773203835,953.1990890945069,27331.3711103475,258,78.04518814137332
E_HARRIS_ESR1,E_HARRIS_RN,9.9,QTEN26,YAGPC5,,,9.9,1.85,0.0,27320.705261125,0.0,0.0,0.0,0.0,0.0,0.0,27320.705261125,259,5.404963854328852
CASL_GAP_ESR1,CASL_GAP_UN1,3.9,QLUMN1,Luminant,9.9,Castle Gap Battery,9.9,4.24,0.0,26172.82341583333,0.0,0.0,0.0,0.0,0.0,0.0,26172.82341583333,260,8.575514924875465
DA_ESR1,DA_BESS,5.0,QSHE16,YBACCH,,,5.0,2.04,0.0,22765.745369999997,0.0,0.0001473787130048,0.0001566145715639,409.9522437623682,494.8547165441025,1303.293612403137,24973.846246702895,261,48.15969841533796
OLMITO_ESR1,OLMITO_RN,9.9,QTEN26,YAGPC7,,,9.9,1.84,0.0,24740.977004233333,0.0,0.0,0.0,0.0,0.0,0.0,24740.977004233333,262,41.60249967413464
JOHNCI_ESR1,JC_BAT_RN,1.3,QLCRA,Pedernales Electric Cooperative,2.3,Johnson City,2.3,1.0,-11621.198999999997,35032.27013333333,0.0,413.5386280677656,-204.97310256410256,0.0,0.0,0.0,23619.636658836993,263,-5.886863260388914
ELMCRK_ESR1,ELMCRK_RN,9.9,QMP2M1,YDGSP2,,,9.9,2.64,0.0,22754.776633924994,0.0,0.0,0.0,0.0,0.0,0.0,22754.776633924994,264,38.14898195821375
LANTANA_ESR1,LANTANA_RN,9.9,QTEN26,YAGPC2,,,9.9,2.01,0.0,21369.00958913333,0.0,0.0,0.0,0.0,0.0,0.0,21369.00958913333,265,52.07544160411
PYR_ESR1,PYR_PYRON1,9.9,QECNR,RWE,13.3,Pyron,13.3,1.0,0.0,18823.031932666665,0.0,0.0,0.0,0.0,0.0,0.0,18823.031932666665,266,11.9169992931212
HV_ESR1,HV_BESS1_RN,0.0,QTEN30,YREGHI,,,0.0,1.42,14583.054916666668,-3637.355874391668,0.0,844.5590335715813,2085.2255521088573,4472.003329511752,45.24604386805555,0.0,18392.733001335244,267,96.96588848217982
MESQUITE_ESR1,MESQUITE_RN,9.9,QTEN26,YBESLF,,,9.9,2.01,0.0,17887.7258939,0.0,0.0,0.0,0.0,0.0,0.0,17887.7258939,268,7.296476583467736
INDL_ESR1,IND_INADALE1,9.9,QECNR,RWE,9.9,Inadale,9.9,1.0,0.0,17836.33287256667,0.0,6.56173469387755e-05,4.518367346938775e-05,0.0,0.0,0.0,17836.332983367687,269,12.624696264094812
MDWPK_ESR1,MDWPK_RN,9.9,QTEN26,YMEADP,,,9.9,0.48,0.0,17690.45063879167,0.0,0.0,0.0,0.0,0.0,0.0,17690.45063879167,270,38.67933640406362
WORSHAM_ESR1,WRSBES_BESS1,9.7,QSHEL2,Key Capture Energy,9.9,Worsham (DGR),9.9,1.81,-6745.224999999999,8227.092027075,0.0,0.0001496832112747,6.596728930542806e-05,1803.4844147160159,5992.690116881686,5456.557187482306,14734.598961805508,271,6.588641064258477
ABINDUST_ESR1,ABINDUST_RN,9.9,QMP2M1,YDIST,,,9.9,0.48,0.0,14150.675855633333,0.0,0.0,0.0,0.0,0.0,0.0,14150.675855633333,272,25.88261452280648
BY_ESR1,RN_BY_ESR1,9.9,QPROLO,YESTHB,,,9.9,0.75,0.0,12943.464299625,0.0,0.0,0.0,68.75717038793557,6.213780699919461,92.95350118017672,13111.388751893028,273,-0.2015951922812913
UTOPIA_ESR1,UTOPIA_RN,9.9,QTEN30,YREGUT,,,9.9,0.4,20358.497499999998,-8886.002058108332,0.0,0.0,0.0,0.0,0.0,0.0,11472.495441891666,274,76.07284017601889
Z0_ESR1,Z0_DGR2_RN,9.9,QTEN26,YBEXCO,,,9.9,2.03,1193.51,7813.0070906833325,0.0,0.0,0.0,0.0,0.0,0.0,9006.517090683332,275,19.729632814064896
GODY_SLR_ESR1,GODY_SLR_RN,18.0,QTEN26,YMRGS,,,18.0,1.42,0.0,7490.9006724833325,0.0,0.0,0.0,0.0,0.0,0.0,7490.9006724833325,276,0.8805082383750763
PRTLAVS_ESR1,PTLBES_BESS1,6.0,QSTEC3,Key Capture Energy,9.9,Port Lavaca (DGR),9.9,1.2,0.0,355.3253014666666,0.0,0.0,0.0,3002.0035597653005,0.0,0.0,3357.3288612319666,277,4.311893842083785
CAST_ESS_ESR1,CAST_ESS_RN,200.0,QSUE79,YSUEZ,,,200.0,1.42,0.0,2139.693003791668,0.0,0.0,0.0,0.0,0.0,0.0,2139.693003791668,278,-0.7763168701930347
CONTINEN_ESR1,CONTINEN_RN,9.9,QTEN30,REX Storage Holdings,9.9,Continental BESS (DGR),9.9,1.0,8105.129,-10476.256500000001,0.0,1408.171205128205,511.167478021978,2663.098846153846,-287.0145833333333,0.0,1924.2954459706948,279,0.6131280841272453
ELM_ST_ESR1,ELM_ST_RN,0.0,QTEN26,YELMST,,,0.0,1.42,0.0,1123.9044661583332,0.0,0.0,0.0,0.0,0.0,0.0,1123.9044661583332,280,0.0
PAD3_ESS_ESR3,RN_PAD3_ESS,0.0,QTEN25,Eolian,51.4,Padua BESS 1,51.4,2.37,0.0,933.7894166666669,0.0,0.0,0.0,0.0,0.0,0.0,933.7894166666669,281,0.0
HRMS_SLR_ESR1,HRMS_SLR_RN,20.0,QTOT11,YBELST,,,20.0,1.42,0.0,648.7353671,0.0,0.0,0.0,0.0,0.0,0.0,648.7353671,282,6.006179036387543
HDNLAKES_ESR1,HDNLAKES_RN,0.0,QTEN26,YSBES6,,,0.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283,
MESQUITE_ESR2,MESQUITE_RN2,0.0,QSYSO,YMSCEC,,,0.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284,0.0
LK_ESR1,LK_RN,0.0,QPROLO,YESTH5,,,0.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285,0.0
GRIZZLY_ESR1,POTSVIL_RN,9.9,QPRIO1,YGRIZZ,,,9.9,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286,0.0
KNAPP_ESR1,KNAPP_RN,0.0,QTEN26,YKNAPP,,,0.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287,0.0
HARLIN_1_ESR1,HARLIN_1_RN,0.0,QTEN26,SMT Energy,10.0,Harlingen II,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288,0.0
NEDIN_ESR1,NEDIN_RN,0.0,QTEN26,YINFGC,,,0.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289,0.0
PALMVIEW_ESR1,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290,0.0
OR_ESR1,OR_BESS_RN,9.9,QCWPE3,YIEPTE,,,9.9,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291,0.0
BIRD_BES_ESR1,BIRD_ESR1,0.0,QEDIS7,YVES37,,,0.0,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292,0.0
AMAD_ESS_ESR1,AMAD_ESS_RN,0.0,QGRIE4,YBTAMS,,,0.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293,0.0
BCNV2_ES_ESR1,BCNV2_ES_RN,0.0,QSU115,YBOCP2,,,0.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294,0.0
APPLE_ESR1,APPLE_ESR_RN,0.0,QTEN26,YAPPFR,,,0.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295,0.0
SE_EDINB_ESR1,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296,0.0
COTULLA_ESR1,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297,0.0
CNTYRDS_ESR1,CNTYRDS_RN,0.0,QTEN26,YCORDI,,,0.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298,0.0
BUDA_ESR1,BUDA_RN,0.0,QTEN26,YBUDAI,,,0.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299,0.0
CHISMGRD_ESR1,CHISMGRD_RN,0.0,QTEN25,YCHISH,,,0.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,
HWY6_ESR1,HWY6_RN,0.0,QTEN26,YHWY6,,,0.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301,0.0
ESCONDID_ESR1,ESCONDID_ESR,0.0,QTEN30,YREGES,,,0.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302,0.0
HNY_COMB_ESR1,HNY_COMB_RN,61.5,QHEI6,YHONHO,,,61.5,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303,0.0
DRAK_ESS_ESR2,DRAK_ESS_RN,100.0,QNRGTX,YMALES,,,100.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304,0.0
KEG_ESR1,KEG_RN,0.0,QEDF27,YSMTX3,,,0.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305,0.0
DRAK_ESS_ESR1,DRAK_ESS_RN,150.0,QNRGTX,YMALES,,,150.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306,0.0
DA_ESR2,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307,0.0
TORR_ESR1,TORR_ALL,0.0,QFPL33,YNEXTE,,,0.0,1.42,0.0,-18.216369166666667,0.0,0.0,0.0,0.0,0.0,0.0,-18.216369166666667,308,0.0
QTUM_SLR_ESR2,RN_QTUM_SLR,0.0,QTEN33,YIPQB2,,,0.0,1.42,0.0,-233.81676332500035,0.0,0.0,0.0,0.0,0.0,0.0,-233.81676332500035,309,1.3183589977617365
QTUM_SLR_ESR1,RN_QTUM_SLR,0.0,QTEN33,YIPQB2,,,0.0,1.42,0.0,-358.63154138333323,0.0,0.0,0.0,0.0,0.0,0.0,-358.63154138333323,310,1.2836856306584388
DA_ESR3,DA_BESS2,9.9,QSHE16,Vopak Energy Storage Texas,5.0,Damon Storage,5.0,1.94,0.0,-1612.7427416666658,0.0,0.0,0.0,0.0,0.0,0.0,-1612.7427416666658,311,5.717438340501515
CARA_ESS_ESR1,CARA_ESS_RN,98.3,QHEI8,YHEI8,,,98.3,1.42,0.0,-2972.5577458333346,0.0,0.0,0.0,0.0,0.0,0.0,-2972.5577458333346,312,-6.646298519469139
FERD_ESS_ESR1,FERD_ESS_RN,200.0,QCPSE,YCPS,,,200.0,2.51,0.0,-4782.087571758331,0.0,0.0,0.0,0.0,0.0,0.0,-4782.087571758331,313,1.1445360464924417
ARY_BESS_ESR1,ARY_BESS_RN,0.0,QTEN32,YBTCS,,,0.0,1.42,0.0,-5025.890218233333,0.0,0.0,0.0,0.0,0.0,0.0,-5025.890218233333,314,0.0
SLK_BESS_ESR1,SLK_BESS_RN,200.0,QTEN34,YMENTB,,,200.0,1.42,0.0,-5982.597862916666,0.0,0.0,0.0,0.0,0.0,0.0,-5982.597862916666,315,0.0
LYNX_ESS_ESR1,LYNX_ESS_RN,0.0,QSU101,YCORBS,,,0.0,1.42,0.0,-7520.709288866666,0.0,0.0,0.0,0.0,0.0,0.0,-7520.709288866666,316,-73.4689882588399
DESN_ESS_ESR1,DESN_ESS_RN,200.0,QSUE79,YSUEZ,,,200.0,0.45,0.0,-7644.707482333333,0.0,0.0,0.0,0.0,0.0,0.0,-7644.707482333333,317,-0.7015752578235943
