resource_name,settlement_point,hsl,qse,company,capacity_mw,site,eff_capacity_mw,duration_hours,da_energy_rev,rt_energy_rev,deviation_penalty,regup_rev,regdn_rev,rrs_rev,ecrs_rev,nonspin_rev,total_rev,rank,optimization_rate
EVLN_ESS_ESR1,EVLN_ESS_RN,165.0,QSHE15,Excelsior Energy Capital,167.5,Evelyn BESS,167.5,1.99,345519.37474999996,200401.96794691664,0.0,0.0,0.0,0.0,0.0,0.0,545921.3426969165,94,67.10614153705718
PAVO_ESS_ESR1,PAVO_ESS_ALL,46.4,QSUE74,ENGIE,86.5,Pavo BESS 1,86.5,1.01,194991.81024999998,41050.063053025006,0.0,49863.47366457803,13566.577409028561,143367.2087002942,45833.21350054552,36963.54952143561,525635.8960989069,95,64.88193551205813
RVRVLYS_ESR2,RVRVLYS_ALL,50.0,QSHEL2,Key Capture Energy,50.0,River Valley 1,50.0,1.99,-776.3246666666664,478749.9558511583,0.0,6938.271879506876,4094.0791002020555,3549.963860968364,3038.764214951459,24128.357709662712,519723.06794978306,96,76.49934986012575
STRG_SLR_ESR1,STRG_SLR_ALL,100.0,QECNR,YEONCR,,,100.0,1.92,0.0,516666.2162605083,0.0,0.0,0.0,0.0,0.0,0.0,516666.2162605083,97,25.024438493182643
ZIER_SLR_ESR1,ZIER_SLR_ALL,40.0,QTEN19,Cypress Creek Renewables,40.1,Zier Storage U1,40.1,1.95,90675.39875,337930.9019054583,0.0,13462.363430192181,13948.388845901783,16285.539054074985,10999.757336440945,29261.7904391771,512564.1397612453,98,116.9362932901262
BLUEJAY_ESR1,BLUEJAY_RN,50.0,QENEL7,Enel North America,51.4,Blue Jay,51.4,1.65,121822.62083333335,174995.28087743334,0.0,443.0721098097909,1634.3618706243,82644.11691176827,20582.492459288762,102695.74153739947,504817.68659965735,99,82.77371992696597
AZURE_ESR1,AZURE_RN,77.6,QENEL6,Enel North America,77.2,Azure Sky Solar,77.2,1.5,78328.93516666668,253616.626301325,0.0,0.0003949218122297,63.036134465013696,30034.88929268589,8948.169344996742,130059.69800010395,501051.3546351651,100,74.09912348876566
DAN_ESR1,DAN_ALL,76.3,QTOTL4,TotalEnergies,76.44999999999999,Danish Fields Storage U1,76.44999999999999,1.47,0.0,473461.9128388917,0.0,398.773863855422,1934.68055444529,256.5700207833645,548.8973815385992,1739.7743126989262,478340.60897221323,101,57.77130837737781
ROSELAND_ESR1,ROSELAND_ALL,50.0,QENEL9,Enel North America,56.3,Roseland,56.3,1.46,103237.378,154401.80112166665,0.0,255.3508110787245,1532.975419197654,90805.8977766711,27123.483138952284,100735.27536888314,478092.16163644963,102,83.8201586081741
DCSES_ESR1,DC2SES_ALL,66.5,QLUMN,Vistra corp,65.75,Decordova 1,65.75,1.0,0.0,216894.24125510833,0.0,14977.341440919043,1085.7605483766142,141764.75299801354,54264.849820971416,47229.30067774833,476216.24674113723,103,79.97903317093058
PAD1_ESS_ESR1,PAD1_ESS_RN,50.0,QCPSE,YCPS,,,50.0,2.02,0.0,340231.19175,0.0,8946.926409529819,32129.637033296272,91159.58042696415,360.8833722311066,0.0,472828.2189920213,104,78.1786439766032
BR_ARROW_ESR2,BR_ARROW_ALL,51.7,QECNR,RWE,51.05,Bright Arrow Storage U1,51.05,1.93,0.0,472351.09674254165,0.0,4.608996539792388e-06,8.290657439446367e-06,0.0002125334845335,0.000245265280622,0.0,472351.0972132401,105,51.545463447371645
BR_ARROW_ESR1,BR_ARROW_ALL,48.3,QECNR,RWE,51.05,Bright Arrow Storage U1,51.05,1.93,0.0,427854.71094775,0.0,0.0,2.284411344194541e-05,15955.390305939987,28096.749608383885,0.0,471906.85088491795,106,47.41963482865139
CORALSLR_ESR2,CORALSLR_ALL,51.4,QNGRE1,National Grid Renewables,50.3,Coral Storage U1,50.3,1.2,275775.4329166667,91309.00745222499,0.0,19.716443718943705,0.000163659458146,31386.179444965557,16895.426344940017,56027.92850377892,471413.69126995455,107,74.77470325247857
BATCAVE_ESR1,BATCAVE_RN,100.5,QSUE74,ENGIE,100.5,Bat Cave,100.5,1.09,-1136.4049999999897,30591.1484175,0.0,37037.39106672933,21307.66073560467,248847.44055448167,114223.40724061907,11280.564603196883,462151.20761813165,108,37.07599774875972
MYR_ESR1,MYR_ALL,75.6,QTOTL5,YTOTAL,,,75.6,1.52,0.0,450414.6936320166,0.0,434.7615723248712,1457.1366536805904,274.3913507193771,908.8399793958563,2025.1639689219996,455514.9871570593,109,59.97221967176587
MYR_ESR2,MYR_ALL,72.9,QTOTL5,YTOTAL,,,72.9,1.53,0.0,448746.9645486083,0.0,428.3956396583259,819.6860438505705,252.28712730736635,785.12662360699,2015.160780705598,453047.62076373707,110,58.84121010318645
CORALSLR_ESR1,CORALSLR_ALL,47.6,QNGRE1,National Grid Renewables,50.3,Coral Storage U1,50.3,1.2,282703.5890833333,97119.29693770832,0.0,18.160443718943704,0.000163659458146,32580.34845606571,13722.169831200434,23089.20761898187,449232.77253466804,111,79.93848123240087
DCSES_ESR2,DC2SES_ALL,66.5,QLUMN,Vistra corp,65.75,Decordova 1,65.75,1.0,0.0,196854.30941319166,0.0,0.0142543495207817,1124.8070864067338,180344.91168382135,9580.945558842592,51797.95914908025,439702.9471456921,112,76.613448995406
DAN_ESR2,DAN_ALL,73.7,QTOTL4,TotalEnergies,76.44999999999999,Danish Fields Storage U1,76.44999999999999,1.47,0.0,431966.65313523327,0.0,331.731866791171,1498.4217320771847,256.8931429615954,508.89424173006836,1295.8666990429026,435858.46081783634,113,55.96008746688395
LILY_ESR1,LILY_RN,50.0,QENEL5,Enel North America,50.0,Lily,50.0,1.45,41574.312666666665,171822.1615533333,0.0,153.77153325928376,384.8448889547438,111611.96439414313,23556.59474289164,76287.89612148912,425391.54590073787,114,77.29062451418217
DCSES_ESR3,DC2SES_ALL,63.5,QLUMN,Vistra corp,65.75,Decordova 1,65.75,1.0,0.0,187807.39935036667,0.0,0.0126192112941981,1139.0356032884401,168269.8766583632,8869.057941917386,50094.41404446203,416179.79621760896,115,68.83300112273263
DKNS_ESS_ESR1,DKNS_ESS_RN,50.0,QSUE74,ENGIE,52.475,Dickens BESS U1,52.475,1.0,173330.0215833333,520.9754683499973,0.0,47670.10243946219,11087.041778126608,101376.1055685353,44624.15063672018,20065.22138716384,398673.6188616915,116,88.17867018608224
DKNS_ESS_ESR2,DKNS_ESS_RN,50.0,QSUE74,ENGIE,52.475,Dickens BESS U1,52.475,1.0,173033.19699999993,1860.2223909333331,0.0,46660.817599220936,10158.07296239266,99837.81860920986,44505.028121803116,19699.033987304683,395754.19067086466,117,87.61144759516553
DKNS_ESS_ESR3,DKNS_ESS_RN,50.0,QSUE74,ENGIE,52.475,Dickens BESS U1,52.475,1.0,171932.60474999997,-1654.9314692749974,0.0,48774.97775178933,10655.496542170982,101057.22611242806,44171.9208334543,19840.821663829534,394778.1161843972,118,89.7997699151869
BIG_STAR_ESR1,BIGSTAR_ALL,80.0,QECNR,YEONCR,,,80.0,1.36,0.0,385695.60749834165,0.0,0.0,0.0,0.0,0.0,0.0,385695.60749834165,119,44.59131639061985
DKNS_ESS_ESR4,DKNS_ESS_RN,50.0,QSUE74,ENGIE,52.475,Dickens BESS U1,52.475,1.0,166239.53975,-7410.382690633336,0.0,49637.492051161134,9713.546223741145,101145.10673702131,40701.55545356134,22233.785673107002,382260.64319795865,120,86.49028636883213
NOBLESLR_ESR1,NOBLESLR_ALL,62.5,QNGREN,National Grid Renewables,62.5,Noble 1,62.5,1.0,318397.0796666667,-14207.172040350002,0.0,0.0004483279402447,0.000163659458146,50087.71035307763,11778.32649062297,14127.40192176999,380183.3470037747,121,80.72011378726265
ANCHOR_ESR2,ANCHOR_ALL,36.3,QENE11,Enel North America,35.75,Anchor BESS 1,35.75,1.58,99391.39191666666,119997.90133333331,0.0,120.64220172089588,312.2513906012715,73565.21462008804,27044.39312180261,46006.36867513905,366438.1632593518,122,0.0
NF_BRP_ESR1,NF_BRP_RN,100.5,QSUE74,ENGIE,100.0,North Fork,100.0,1.1,-63849.647333333254,6007.669571666671,0.0,35581.06192255137,12788.535941614691,249429.42427016713,107962.726551484,11458.081177626027,359377.8521017766,123,57.02538713956095
WZRD_ESS_ESR1,WZRD_ESS_RN,150.0,QTEN26,YWIZAR,,,150.0,1.42,11635.769,332422.6400264667,0.0,0.0,0.0,320.7379173196088,1596.534230066568,12060.426306314885,358036.1074801677,124,60.658516273623775
DCSES_ESR4,DC2SES_ALL,63.5,QLUMN,Vistra corp,65.75,Decordova 1,65.75,1.0,0.0,206732.94149166666,0.0,0.0142144485962574,1066.5201131533427,88699.48027214428,8750.349254239685,51463.872484314896,356713.1778299675,125,37.53036064410382
NOBLESLR_ESR2,NOBLESLR_ALL,62.5,QNGREN,National Grid Renewables,62.5,Noble 1,62.5,1.0,265420.30575,9102.117343474985,0.0,0.0004483279402447,0.000163659458146,50705.35385768177,11311.91545472405,13809.053314701021,350348.7463325692,126,79.84463270829049
GAMBIT_ESR1,GAMBIT_RN,100.0,QSUE23,On.Energy,109.9,Angleton BESS,109.9,1.68,0.0,329697.85910484166,0.0,11033.759431953147,6424.649115596396,2259.0381012602534,739.5961566624037,-6773.659062787707,343381.2428475261,127,34.08167546168707
MIDP_SLR_ESR1,MIDP_SLR_RN,50.9,QTEN26,YMIDPO,,,50.9,1.96,0.0,337735.23288057494,0.0,0.0,0.0,0.0,0.0,0.0,337735.23288057494,128,41.00150347856364
LOWR_ESS_ESR1,LOWR_ESS_RN,60.0,QEDI10,Ormat,60.0,Lower Rio BESS,60.0,2.0,18603.27733333333,260071.79711284162,0.0,10777.54125015583,66.31753399899077,3259.1511041579124,1694.8786971264853,18136.773519905924,312609.7365515201,129,60.730272115995454
BYRDR_ES_ESR1,BYRDR_ES_ALL,50.0,QHABIT,GlidePath,50.0,Byrd Ranch,50.0,1.0,128938.28075,55585.46041666667,0.0,814.4201339962258,873.7547520636161,89867.4753467143,22782.242246351827,12209.460584339313,311071.09423013194,130,104.4385887464768
ANCHOR_ESR1,ANCHOR_ALL,35.2,QENE11,Enel North America,35.75,Anchor BESS 1,35.75,1.58,107344.882,52103.535749999995,0.0,66.75979702252695,259.7924730500924,74642.03705828507,24807.08381142235,47198.82650595478,306422.91739573487,131,0.0397402082674251
SUNVASLR_ESR1,SUNVASLR_ALL,53.0,QSUE38,ENGIE,50.7,Sun Valley Bess 1,50.7,0.99,33193.004916666665,78838.73646881667,0.0,29101.15799654227,14424.503131908066,96516.5048074761,54190.525210874606,0.0,306264.43253228435,132,73.10261818554753
RPUBRDS_ESR1,RPUBRDS_RN,39.5,QSHEL2,Key Capture Energy,50.0,Republic Road,50.0,1.98,-20439.395,256002.52902058332,0.0,0.0001059244244266,0.0001553688007065,6612.137642891467,7535.170073606824,12628.416221767382,262338.8582201422,133,53.2769428617248
SUNVASLR_ESR2,SUNVASLR_ALL,46.0,QSUE38,ENGIE,50.7,Sun Valley Bess 1,50.7,0.99,12344.23533333333,81989.66146881666,0.0,26592.965482090283,11030.725106784814,76727.31440883815,46001.4078447359,0.0,254686.3096445991,134,65.98029826796189
TORT_ESS_ESR1,TORT_ESS_RN,50.0,QSUE74,YSUEZ,,,50.0,0.8,80592.63791666667,-48480.42021329167,0.0,32109.67471201137,8727.694522831955,132566.47641507036,26185.47245086093,13936.606819465736,245638.14262361536,135,80.62911384078255
PALACIOS_ESR1,PALACIOS_RN,9.9,QTEN30,REX Storage Holdings,9.9,Regis Palacios BESS,9.9,1.0,249108.38108333328,-20316.147705699997,0.0,0.0,0.0,1852.119800992011,3904.722584067655,0.0,234549.075762693,136,37.413756600577045
INRT_W_ESR1,INRT_W_ALL,13.0,QFPL32,NextEra Energy Resources,13.0,Inertia BESS,13.0,3.8,82069.78091666666,141486.1833183333,0.0,0.0,0.0,0.0,0.0,0.0,223555.964235,137,59.51609270815767
NCO_ESR1,NCO_RN,38.8,QSHEL2,Key Capture Energy,50.0,North Columbia,50.0,1.96,-25637.8405,211950.08954417496,0.0,0.0001496693223858,0.0001553688007065,6658.048721189556,6867.19574862112,12907.402261579999,212744.89608060382,138,51.6743638143484
ADL_ESR1,ADL_RN,60.0,QTEN26,YLIB1S,,,60.0,1.08,48226.691166666664,105672.07643333332,0.0,7041.9789925000005,209.0944114027779,26698.494031891776,4117.633792032913,7522.841793152745,199488.81062098022,139,93.55524477006476
SLCNHLS_ESR2,SLCN_ESS_ALL,47.9,QSHEL2,Key Capture Energy,50.0,Silicon Hill 1,50.0,1.98,3265.454333333333,168038.08137849998,0.0,0.000145060325846,0.000163659458146,4952.957801757224,5536.025359349012,13487.002468408486,195279.5216500678,140,47.842584166387816
SLCNHLS_ESR1,SLCN_ESS_ALL,50.0,QSHEL2,Key Capture Energy,50.0,Silicon Hill 1,50.0,1.98,14032.801333333333,148441.798463175,0.0,0.000145060325846,0.000163659458146,5406.340643384922,5319.806583022798,13703.162194084372,186903.9095257202,141,45.48949257753036
JUNORTH_ESR1,JUNORTH_RN,9.9,QTEN26,Adapture Renewables,9.9,Junction North BESS,9.9,1.62,49237.15074999999,115286.23982235836,0.0,2445.916948770621,881.3369837435938,1477.782247833599,427.19323752079697,6163.376331886505,175918.99632211344,142,77.36298418179184
BCK_ESR2,BCK_RN,126.5,QHEI5,YOL300,,,126.5,2.17,0.0,175356.2237014333,0.0,0.0,0.0,0.0,0.0,0.0,175356.2237014333,143,50.79524440592076
BCK_ESR1,BCK_RN,123.5,QHEI5,YOL300,,,123.5,2.38,0.0,174196.59159164166,0.0,0.0,0.0,0.0,0.0,0.0,174196.59159164166,144,49.71108793400663
PYR_ESR3,PYR_PYRON1,15.1,QECNR,RWE,13.3,Pyron,13.3,1.0,0.0,80879.45996692499,0.0,0.0,0.0,71589.04206774967,0.0,0.0,152468.50203467466,145,72.75162313903172
HI_LONEB_ESR1,HI_LONEB_RN1,50.0,QENEL1,YENELT,,,50.0,1.33,47000.59808333334,91353.69195109166,0.0,0.0,0.0,2907.4692827924746,5175.229493669098,0.0,146436.98881088657,146,61.85301734141749
PYR_ESR2,PYR_PYRON1,15.1,QECNR,RWE,13.3,Pyron,13.3,1.0,0.0,63236.52986705833,0.0,0.0,0.0,79853.10952089247,0.0,0.0,143089.6393879508,147,73.14198499939549
CNTRY_ESR1,CNTRY_RN,9.8,QPROLO,Prologis,9.9,Century BESS,9.9,1.92,87566.67858333331,22090.916483999998,0.0,460.509332107648,622.3635190672062,12297.614604726652,6873.887265643077,4716.809755384097,134628.779544262,148,119.32260987925744
JUNCTION_ESR1,JUNCTION_RN,9.9,QBEEP1,Hunt Energy Network,9.9,Junction (DGR),9.9,1.0,16421.06883333333,88054.924775,0.0,0.0001496832112747,439.6166681405577,11036.761258137358,10007.422028118579,7187.667815745652,133147.46152815872,149,55.07241659488026
RUSSEKST_ESR1,RUSSEKST_RN,9.9,QBEEP1,Hunt Energy Network,9.9,Russek Street BESS,9.9,1.09,9473.222166666668,92139.56482499998,0.0,0.0001496832112747,468.38325400245895,11242.401577905823,9934.430094550717,6634.513447631336,129892.51551544023,150,46.36365151705201
ELM_ST_ESR2,ELM_ST_RN2,9.9,QSYSO,YNPCEC,,,9.9,1.82,0.0,126033.96552380835,0.0,76.23971899067226,84.00120097908447,0.0,0.0,422.9508343626315,126617.15727814073,151,46.68063029702675
SPTX12B_ESR1,SPTX12B_RN,24.9,QEDIS9,Ormat,25.1,SP TX-12B,25.1,1.0,5075.030333333332,94070.94104004165,0.0,0.002374168262809,24.85749865427788,19863.637400713356,643.2797785513477,2623.5465701770154,122301.29499563925,152,39.39413292057189
PIN_BESS_ESR1,PIN_BESS_RN,200.0,QTEN34,YPINTP,,,200.0,1.42,0.0,119140.31749976665,0.0,0.0,0.0,0.0,0.0,0.0,119140.31749976665,153,-15.855917372757972
QUEEN_BA_ESR1,QUEEN_BA_RN,50.0,QENEL2,YENELT,,,50.0,0.96,46018.75425,62430.803160183335,0.0,0.0,0.0,4444.189984054788,6003.748811186784,0.0,118897.49620542489,154,36.50980911152973
TNFS_ESR1,TNFS_RN,9.9,QSYSO,YFTSCE,,,9.9,1.82,-49.69799999999999,117631.111939025,0.0,51.80530304885766,80.21987259557856,0.0,0.0,354.84807825,118068.28719291944,155,48.66785084770122
FLAT_TOP_ESR2,FLVABES1_ESR,9.9,QJPEM,YFLOWE,,,9.9,1.7,0.0,96918.82035249166,0.0,682.354252784544,2089.796286255355,4784.906179960422,5079.268608892725,6745.135373034198,116300.2810534189,156,54.55565906991055
TV_ESR1,TV_RN,9.8,QAETE1,Agilitas Energy,9.9,Telview BESS,9.9,2.12,56378.655333333336,4475.176739558331,0.0,7339.1744341891645,8791.781880630275,4435.330037691569,1909.4060121209518,32246.956283481544,115576.48072100518,157,131.1921499032368
MEDILA_ESR1,MEDILA_RN,9.9,QTEN30,YREGME,,,9.9,1.25,70907.80108333332,42734.730836408344,0.0,0.0,0.0,0.0,0.0,0.0,113642.53191974164,158,45.538313272422656
NWF_ESR1,NWF_NWF1,36.0,QDUKER,Duke Energy,36.0,Notrees,36.0,0.35,0.0,-37461.28710354999,0.0,1.0537192726355248e-05,1.506684027777778e-05,147848.54507513184,0.0,0.0,110387.25799718585,159,43.19116773695541
ALAMO_ST_ESR1,ALAMO_ST_RN,9.9,QSYSO,YALCEC,,,9.9,1.93,-1.188,106889.31750159166,0.0,107.34619774983564,90.97955288716304,0.0,0.0,441.0656576398751,107527.52090986853,160,49.74291339919605
AE_ESR1,AE_RN,9.9,QTEN26,TotalEnergies,149.2,Myrtle Storage U1,149.2,1.64,36365.68583333334,27849.15556916666,0.0,2856.5382203640143,75.5282323434829,17913.50536567984,10276.833987617722,9521.800643348504,104859.04785185355,161,7.052472125136598
PEARSALL_ESR1,PEARSALL_RN,9.9,QTEN26,YSUNSE,,,9.9,2.27,16141.555416666664,43709.41538001667,0.0,8202.126179507748,23.856108353427025,1111.043421631801,1577.5505980706967,30940.979903645286,101706.52700789229,162,74.46397724851201
CR_ESR1,CR_RN,9.8,QPROLO,Prologis,9.9,Crockett BESS 1,9.9,2.02,68539.76408333333,7903.43314845,0.0,406.5253236510672,327.1650855174511,13612.274048809013,5950.82357153533,4713.950908956697,101453.93617025287,163,93.5656829443222
HAMILTON_ESR1,HAMI_BESS_RN,9.9,QBEEP1,Hunt Energy Network,9.9,Hamilton Bess (DGR) U1,9.9,1.0,11446.901083333332,60888.20223333332,0.0,0.0001496832112747,466.10279571671583,11300.708170011661,9641.212729794237,6400.346613430808,100143.47377530328,164,57.85071776860183
SWTWR_ESR1,SWT_BESS_RN,9.9,QTEN26,YSWTWA,,,9.9,2.34,0.0,56446.045673333334,0.0,135.857630170468,209.37073040020903,7.322448979591838e-05,6963.394749551313,36037.10261449947,99791.77147117928,165,55.32645311907125
RIO_GRAN_ESR2,RIOG_ESR2_RN,9.9,QPROLO,Prologis,9.9,Rio Grande City BESS 2,9.9,2.26,36428.12291666666,23735.588290000003,0.0,1178.265698399835,538.8186325894071,25168.03136855526,4002.153425710106,8027.3923692734215,99078.3727011947,166,17.935887203344766
WOVER_ESR1,WOV_BESS_RN,9.9,QTEN26,Gore Street Energy Storage Fund,9.9,Westover (DGR),9.9,2.02,0.0,76022.48472666666,0.0,165.7029384024749,656.1050200378781,0.0001800059320296,19.53877178958617,19517.97358754522,96381.80522444776,167,47.58308331846571
PYOTE_ESR1,SWOOSE1_U1,9.9,QJPEM,Jupiter Power,9.9,Swoose (DGR),9.9,2.0,0.0,77036.88515844167,0.0,571.9708457482238,2155.9969336127333,4781.932547275731,4797.401485251907,6479.949649037853,95824.1366193681,168,36.226129010886346
BELD_ESR1,TRIPBUT1_RN,7.5,QJPEM,Jupiter Power,7.5,Triple Butte (DGR),7.5,2.0,0.0,80702.08299725,0.0,372.13031913151497,1121.0743441674267,4020.485734045535,1853.2263614467138,7555.326268463092,95624.32602450428,169,63.04633773080147
FORTMA_ESR1,FORTMA_RN,9.8,QTEN30,YMASON,,,9.8,1.22,49918.259999999995,5540.763194224998,0.0,9632.760018489173,5807.5638371653495,17931.069104302525,3543.651708764519,0.0007206836813156,92374.06858363023,170,59.01507708870677
CISC_ESR1,CISC_RN,9.9,QBEEP1,Hunt Energy Network,9.9,Cisco BESS,9.9,1.09,11723.65608333333,48989.918075,0.0,0.0001496832112747,447.4083923679911,11145.605185243583,10310.164755588123,6520.325188825559,89137.0778300418,171,74.98967822844287
GRDNE_ESR1,GRDNE_ESR_RN,9.9,QBEEP1,YHENI1,,,9.9,0.84,10879.037916666666,50116.32858333333,0.0,0.0001496832112747,474.49103353370657,11174.060407660803,9590.625075077991,6341.683310057918,88576.22647601362,172,51.82219930853013
FRMRSVLW_ESR2,FRMR_BS2_RN1,9.9,QTEN26,Hunt Energy Network,9.9,Farmersville West BESS 2 (DGR),9.9,1.52,29425.334999999995,18877.432340174997,0.0,8672.490291015181,8416.263513502654,14093.307489962173,1417.3244313168095,6579.9821963561935,87482.135262328,173,97.7842745834344
MILTON_ESR1,MILTON_RN,9.9,QTEN30,YREGMI,,,9.9,1.23,54456.05083333333,-10123.568447974998,0.0,8391.780623869872,3867.901471663253,18549.835146633453,3868.3219874117985,8229.913033951387,87240.23464888809,174,124.04570943289303
JDKNS_ESR1,JDKNS_RN,9.9,QBEEP1,Hunt Energy Network,9.9,Judkins BESS (DGR),9.9,1.0,10948.900666666663,47696.03462499999,0.0,0.0001496832112747,469.1879721412244,11220.712256802997,9576.214069534688,6430.819068599822,86341.8688084286,175,55.53426551840762
CATARINA_ESR1,CATARINA_B1,9.9,QBEEP1,Hunt Energy Network,9.9,Catarina (DGR),9.9,1.0,7908.62575,47773.03424166667,0.0,0.0001496832112747,465.9167775335336,11429.234289669505,9755.207458710789,5996.845244339501,83328.8639116032,176,63.12044348326948
CITRUSCY_ESR1,CITRUSCY_RN,9.9,QPROLO,Prologis,9.9,Citrus City BESS,9.9,2.26,35924.68266666666,12423.86431583333,0.0,936.0435875513067,846.8802450746597,12538.832484741968,11524.270393915318,8489.890044476999,82684.46373826025,177,93.90323211867172
MOORE_FL_ESR1,MOORE_FL_RN,9.9,QTEN30,REX Storage Holdings,9.9,Moore Field BESS,9.9,1.0,21340.254916666665,19271.422041483333,0.0,15082.480541453868,2377.140854234173,5414.300009719793,19162.36711561057,0.0,82647.9654791684,178,117.8231811445889
MNWLE_ESR1,MNWL_BESS_RN,9.9,QBEEP1,YHENI1,,,9.9,1.02,11342.44325,42022.35681666666,0.0,0.0001496832112747,446.44429697803713,11284.318251024482,10296.27701767626,6501.638594600658,81893.47837662931,179,79.21975510953409
SANDLAKE_ESR1,SANDLAKE_RN,9.9,QBEEP1,Hunt Energy Network,9.9,Sandlake BESS,9.9,1.0,11062.59908333333,43008.29160833333,0.0,0.0001496832112747,467.4733139748204,11200.74172788811,9532.112826865086,6415.914313103617,81687.1330231815,180,55.55516478812387
RTLSNAKE_ESR1,RTLSNAKE_BT,9.9,QBEEP1,Hunt Energy Network,9.9,Rattlesnake (DGR),9.9,1.0,11045.520166666667,43113.026975,0.0,0.0001496832112747,449.8151705924349,11176.335856122856,9510.033062165581,6210.987264521946,81505.71864475269,181,52.974487599832784
CS_ESR1,CS_RN,9.9,QTEN26,On.Energy,9.9,Crosby BESS,9.9,2.02,21336.02533333333,31675.67379418333,0.0,2620.893615438346,0.0,7895.170407053694,9105.979464912738,8803.521865443598,81437.26448036503,182,74.75323924994693
OLNEYTN_ESR1,OLNEYTN_RN,9.9,QBEEP1,Hunt Energy Network,9.9,Olney (DGR),9.9,1.0,9968.69,42686.33046666666,0.0,0.0001496832112747,447.0943894754484,11335.248175345903,10327.901596453163,6597.344996092277,81362.60977371667,183,60.046466292706654
CEDRVALE_ESR1,CEDRVALE_RN,9.9,QBEEP1,Hunt Energy Network,9.9,Cedarvale (DGR),9.9,1.0,11063.432916666668,42587.414091666666,0.0,0.0001496832112747,468.7665740961677,11154.322102951852,9372.28540996966,6166.64372172992,80812.86496676414,184,54.0789155762578
WR_ESR1,WR_RN,9.9,QAETEL,YIEYES,,,9.9,0.7,32987.24841666666,32904.777367425006,0.0,1750.8080915576559,1160.5191857925215,3148.172578279668,1016.3135326676125,7622.519633004607,80590.35880539373,185,126.23090092915226
GOMZ_ESR1,GOMZ_RN,9.9,QBEEP1,Hunt Energy Network,9.9,Gomez (DGR),9.9,1.0,11101.555583333333,41777.71670833333,0.0,0.0001496832112747,468.7583146876933,11271.87293584444,9440.513938170921,6280.673794911851,80341.09142496478,186,55.98290756491805
SADLBACK_ESR1,SADLBACK_RN,9.9,QBEEP1,Hunt Energy Network,9.9,Saddleback (DGR),9.9,1.0,11068.746416666663,41924.54599166666,0.0,0.0001496832112747,468.35460302466873,11064.920398053197,9524.534664895698,6282.429371382868,80333.53159537297,187,53.015011726661385
LONESTAR_ESR1,LONESTAR_RN,9.9,QBEEP1,Hunt Energy Network,9.9,Lonestar,9.9,1.0,11041.710416666663,41595.26464166667,0.0,0.0001496832112747,472.57311724690896,11347.003069185585,9520.153634827293,6265.922532360731,80242.62756163705,188,54.84390491827341
FAULKNER_ESR1,FAULKNER_RN,9.9,QBEEP1,Enel North America,15.9,Faulkner (DGR),15.9,1.22,11063.342916666665,41507.38961666666,0.0,0.0001496832112747,470.62769557061546,11416.478761197077,9506.198576910065,6259.576911613105,80223.6146283074,189,27.765985747176597
PIRATE_ESR1,PIRATE_RN,9.8,QTEN30,YREGSI,,,9.8,1.28,25107.72558333333,7305.422980075001,0.0,16719.026368428855,4631.33224360589,13699.564234083598,2766.5238176712,9161.051202924355,79390.64643012223,190,177.2489102635083
CAMWIND_ESR1,CAMWIND_RN,0.0,QTEN26,Ingka Investments,16.4,Cameron Storage,16.4,2.0,0.0,49800.321793833326,0.0,0.0004444336928398,0.000163659458146,4079.850049758009,2775.84449404175,22494.521890698565,79150.5388364248,191,63.93409475859575
MU_ESR1,MU_RN,9.9,QTEN26,On.Energy,10.0,Mustang Bayou BESS,10.0,1.97,15434.953166666666,32234.395118899996,0.0,3169.03705568448,0.0,12256.415890669281,7492.42876945577,8412.033180289734,78999.26318166593,192,74.52989853457157
CHERRYCR_ESR1,TOYAH_RN,9.9,QBEEP1,Hunt Energy Network,10.4,Toyah Power Station (DGR),10.4,0.95,11118.781,39863.731758333335,0.0,0.0001496832112747,469.01602917275113,10888.187484408283,9379.095911187474,6239.650055181813,77958.46238796687,193,40.52989789886781
COYOTSPR_ESR1,COYOTSPR_RN,9.9,QBEEP1,YBEEPR,,,9.9,0.9,11063.342916666665,40776.71860833333,0.0,0.0001496832112747,465.2317843550089,7068.212374013212,9952.287719416438,6179.756320943621,75505.5498734115,194,54.252643310206
SBEAN_ESR1,SBEAN_BESS,9.9,QBEEP1,Hunt Energy Network,9.9,Screwbean (DGR),9.9,1.0,11044.80716666667,36643.597225,0.0,0.0001496832112747,468.336312996222,11041.945730144145,9507.02450220036,6250.6017166896045,74956.3128033802,195,52.07383357585525
FRMRSVLW_ESR1,FRMRSVLW_RN,9.9,QBEEP1,Adapture Renewables,9.9,Farmersville BESS (DGR),9.9,1.1,9339.71075,36810.851533333334,0.0,0.0001496832112747,450.16508900210647,11478.361791102992,10292.381234909517,6550.225930620938,74921.6964786521,196,73.38776148390383
SGSA_ESR1,SGSA_DGR,9.9,QAMA1,NW Group,9.9,Saragosa (DGR),9.9,2.02,15999.870416666665,53720.56136083334,0.0,5.66715626201461e-06,2.752850466166859e-05,642.7341014301671,832.4897366453507,2925.9794932396835,74121.63514201085,197,59.94207378395626
GREGORY_ESR1,GREGORY_RN,9.9,QTEN30,REX Storage Holdings,9.9,Gregory BESS,9.9,1.0,25583.577916666665,10322.6937848,0.0,8923.842416910089,3710.448814197902,21930.81422763827,2567.6612440524837,0.0,73039.0384042654,198,158.6417852530331
