rank,resource_name,da_energy_rev,rt_energy_rev,deviation_penalty,regup_rev,regdn_rev,rrs_rev,ecrs_rev,nonspin_rev,total_rev,settlement_point,hsl,qse,company,capacity_mw,site,eff_capacity_mw,duration_hours,optimization_rate
203,PAULN_ESR1,8305.522833333333,40094.686675,0.0,0.0001496832112747,446.7746592580868,12883.980208774157,12080.728061854,7701.04770500697,81512.74029290974,PAULN_RN,9.9,QBEEP1,Hunt Energy Network,9.9,Pauline BESS (DGR),9.9,1.0,51.748076913552296
204,ZAPATA_ESR2,26113.419,-4332.4951570583335,0.0,13129.153685211038,2948.8723825744264,29054.720430887774,14501.599692593358,0.0,81415.27003420827,BRP_ZPT2_RN,9.9,QSUE74,ENGIE,19.8,Zapata 1 (DGR),19.8,1.01,35.88819234397009
205,DIBOL_ESR1,7854.181416666665,40036.64495833332,0.0,0.0001473787130048,446.9567720392641,12764.44613380696,12089.21124243556,7671.010906674398,80862.4515773349,DIBOL_RN,9.9,QBEEP1,YHENI1,,,9.9,0.97,76.56155947404062
206,FALFUR_ESR2,18137.99183333333,-3765.715910783333,0.0,21106.1469004537,2233.352246129145,8090.605813826268,21000.898341943495,13909.401283687868,80712.68050859049,FALFUR_RN2,9.8,QTEN30,Hunt Energy Network,9.9,Falfur BESS,9.9,1.15,82.14996087977124
207,PUEBLO_ESR1,36718.372416666665,-1413.4207251916664,0.0,6669.013611610741,1657.6957180922373,24775.44397217086,12188.448277910962,0.0,80595.55327125978,BRP_PBL1_RN,9.9,QSUE74,YSUEZ,,,9.9,0.99,68.80814397357041
208,SP_ESR1,23044.5575,21320.809770066662,0.0,75.50741913616976,0.0,6581.6447171848595,4839.483983095419,24454.21921775896,80316.22260724207,SP_RN,9.0,QTEN26,On.Energy,9.9,Spencer BESS,9.9,2.02,63.981663129879095
209,MAINLAND_ESR1,8722.053416666666,35205.66825,0.0,0.0001485309621397,315.45794664387864,12975.80845708188,13885.176940783118,8314.75423660211,79418.91939630861,MAINLAND_RN,9.9,QBEEP1,Hunt Energy Network,9.9,Mainland BESS (DGR),9.9,1.0,48.83441693205683
210,HOLCOMB_ESR1,5343.339666666667,41093.439083333324,0.0,0.0001496832112747,541.1146684761314,12807.564627995323,12019.922638208502,7566.749597954035,79372.13043231722,HOLCOMB_RN1,9.9,QBEEP1,Hunt Energy Network,9.9,Holcomb (DGR),9.9,1.0,50.700082478675846
211,PAD2_ESS_ESR2,0.0,54376.52717843335,0.0,1617.5818599478962,1514.990060761497,2696.5337933449214,0.0,18826.59202254993,79032.22491503759,PAD2_ESS_RN,150.0,QCPSE,YCPS,,,150.0,1.42,7.714655362639071
212,L_FRESNO_ESR1,19873.605333333337,19510.289906525002,0.0,2908.222640083664,267.321393578449,15083.420980778263,10179.319175709954,11176.529132397523,78998.70856240619,L_FRE_ESR_RN,9.9,QTEN24,SMT Energy,10.0,Los Fresnos (DGR),10.0,1.0,101.61597112190725
213,N_MERCED_ESR1,16293.906666666666,27333.58594378333,0.0,2667.144246561957,92.74241917355847,16597.026401475214,9803.80130518572,5539.573598550962,78327.78058139741,N_MRD_ESR_RN,9.9,QTEN24,SMT Energy,10.0,North Mercedes BESS (DGR),10.0,1.0,47.43187761512928
214,N_ALAMO_ESR1,26251.380333333327,11580.725498533333,0.0,7533.271460774768,51.71603722953409,7677.910581757401,12049.617733860601,13018.1970490058,78162.81869449477,N_AL_BESS_RN,9.9,QTEN24,SMT Energy,10.0,North Alamo Bess,10.0,1.0,51.48070380641485
215,LOPENO_ESR1,30568.503166666662,-8655.823301225,0.0,15958.408890580728,2942.783477606353,24358.761045635765,12671.014068142631,0.0,77843.64734740715,BRP_LOP1_RN,9.9,QSUE74,YSUEZ,,,9.9,0.95,69.24868959350245
216,L_463S_ESR1,26243.614416666667,-9859.824991358333,0.0,18451.304228030185,2515.4599822814453,23187.446722855282,16439.07661828581,0.0,76977.07697676106,BRP_LOOP_RN,9.9,QSUE74,YSUEZ,,,9.9,0.58,107.21853733788008
217,BAY_CITY_ESR1,30175.074499999995,18036.6860255,0.0,781.2568929567286,70.94274446166287,14669.79810866313,5876.458906763505,6966.51118993491,76576.72836827993,BAYC_BESS_RN,9.9,QTEN24,SMT Energy,9.9,Bay City,9.9,1.0,53.22950241897364
218,LFSTH_ESR1,7854.208416666667,36124.31768333333,0.0,0.0001496832112747,446.5739327868852,12948.311443566092,12066.700164412068,7136.344374269097,76576.45616471735,LFSTH_RN,9.9,QBEEP1,Hunt Energy Network,9.9,Lufkin South BESS (DGR),9.9,1.0,51.18708138169973
219,MV_VALV4_ESR1,3172.600916666667,34833.69384166667,0.0,0.0001496832112747,315.4884091739676,12972.75141006966,15619.940162451807,9348.157769795851,76262.63265950781,MV_VALV4_RN,9.9,QBEEP1,Hunt Energy Network,10.0,Val Verde,10.0,1.0,52.598645362129886
220,MAYBERRY_ESR2,26511.054916666664,13574.440226166667,0.0,2862.721778530504,116.61048215206094,8045.2059145182375,12199.763473271509,12757.401773987374,76067.19856529303,MYRY_BES2_RN,9.9,QTEN24,SMT Energy,9.9,Mayberry BESS 2,9.9,1.46,62.650352424826025
221,GREGORY_ESR1,27983.158916666664,8580.327129541667,0.0,9448.712784858808,4652.817360901198,22474.49497763827,2857.1406222576124,0.0,75996.65179186422,GREGORY_RN,9.9,QTEN30,REX Storage Holdings,9.9,Gregory BESS,9.9,1.0,47.25222588757029
222,PAVLOV_ESR1,3785.592083333333,36395.610199999996,0.0,0.0001496832112747,308.9213400019523,12498.13330542306,13780.772424189814,8374.210757125618,75143.24025975697,PAVLOV_BT_RN,9.9,QBEEP1,Hunt Energy Network,9.9,Pavlov BESS,9.9,1.0,51.029216545046786
223,GODY_SLR_ESR1,0.0,74735.90219790833,0.0,0.0,0.0,0.0,0.0,0.0,74735.90219790833,GODY_SLR_RN,18.0,QTEN26,YMRGS,,,18.0,1.42,17.258919297035803
224,TYNAN_ESR1,6923.360083333333,30886.355116666662,0.0,0.0001496832112747,494.279869413688,13143.250260902132,14021.807690456058,8648.220725232979,74117.27389568808,TYNAN_RN,9.9,QBEEP1,Hunt Energy Network,9.9,Tynan BESS,9.9,1.09,51.42207136788836
225,PUEBLO_ESR2,40764.591833333325,-7780.835592891667,0.0,5441.753586607791,1610.5013816650944,21779.53199633976,11825.423138871696,0.0,73640.966343926,BRP_PBL2_RN,7.4,QSUE74,ENGIE,19.8,Pueblo 1 (DGR),19.8,1.01,26.5996503474437
226,LIGSW_ESR1,43253.401750000005,2625.364052733333,0.0,655.484751454343,737.3900693476329,19003.142931502716,6410.415199541544,418.6107803170065,73103.80953489657,LIGSW_RN,9.8,QPROLO,Prologis,9.8,Liggett Switch BESS,9.8,0.97,18.769398435560138
227,FLAT_TOP_ESR1,42.672,65246.382773166675,0.0,0.0001473648241159,0.0001202741295047,599.7377441881589,1484.495857252856,5479.933795851344,72853.22243809798,FLTBES1,8.5,QSHEL2,YKEYCA,,,8.5,1.0,67.21080732097154
228,EUNICE_ESR1,0.0,60247.59165246667,0.0,0.0,0.0,5340.876012881672,6646.21941242251,0.0,72234.68707777085,EUNICE_ALL,20.0,QTENSK,Orsted,40.3,Eunice,40.3,0.99,13.70583498563471
229,LAURELES_ESR1,36792.35058333333,10854.7852084,0.0,9469.09336159253,6278.376571209374,0.0,2707.9731634436434,5980.611574798794,72083.19046277767,LAUR_BESS_RN,9.8,QTEN30,YREGL,,,9.8,1.19,182.8416679428053
230,ODESW_ESR1,40503.08983333333,-14347.729425283333,0.0,7859.7756375865565,1447.1676394143133,21517.929903526277,11613.53796886131,3355.3837093027587,71949.15526674122,ODESW_RN,9.9,QSUE74,ENGIE,9.9,Odessa SW (DGR),9.9,1.0,47.60470542942009
231,MUENSTER_ESR1,43864.19016666667,11024.74326989167,0.0,6140.815596228498,3733.822784474991,2482.9303849785265,2703.683366566526,751.9954945315093,70702.18106333839,MUENSTER_RN,9.9,QTEN30,Excelsior Energy Capital,9.9,Muenster BESS,9.9,1.22,41.67545478108994
232,RIO_GRAN_ESR1,15847.701583333333,16716.796460949998,0.0,4698.912401882531,275.0250767500057,15822.511077822877,10489.454411141916,5799.479060267358,69649.88007214802,RIOG_ESR_RN,9.9,QTEN24,SMT Energy,10.0,Rio Grande City BESS (DGR),10.0,1.0,56.49495500038333
233,FALFUR_ESR1,3436.0951666666665,27751.58773333333,0.0,0.0001496832112747,309.3311082446792,13061.497852857825,15571.688273878699,9433.555584177935,69563.75586884235,FALFUR_RN,9.9,QBEEP1,Hunt Energy Network,9.9,Falfurrias BESS,9.9,1.0,58.51451516449486
234,WEIL_TRC_ESR1,3400.553083333333,28056.228783333336,0.0,0.0001485309621397,315.3181055058971,13001.21146156092,15267.43158908185,8973.958741824434,69014.70191317073,WLTC_ESR_RN,9.9,QBEEP1,Hunt Energy Network,9.9,Weil Tract BESS,9.9,1.09,56.44351833084711
235,ELSA_ESR1,19930.284,14393.973662183334,0.0,1342.7115404201909,426.1520272046368,15157.68311886756,11560.645017872386,5773.349705846678,68584.79907239479,ELSA_ESR_RN,9.9,QTEN24,SMT Energy,10.0,Elsa (DGR),10.0,1.0,46.52213534415556
236,HEIGHTTN_ESR1,13527.532666666664,-4522.073220249999,0.0,12747.708143857131,4188.803612758344,24331.534723023175,14846.264417612807,2165.6945683092113,67285.46491197732,BRHEIGHT_RN,9.9,QSUE74,ENGIE,9.9,Heights (DGR),9.9,1.0,62.33006815514459
237,EMPCT_ESR1,35953.1575,20711.746035291664,0.0,470.226366042283,121.51924242828134,2902.8758683586334,2272.5218456462067,4792.448613829308,67224.49547159638,EMPCT_RN,9.9,QTEN24,YSMTII,,,9.9,1.24,39.4318658046589
238,PRCRK_ESR1,22026.72325,33627.002569016666,0.0,700.8841216132722,75.99739531114818,2421.317682327756,2257.5868281637736,5461.053720919196,66570.5655673518,PRCRK_RN,9.9,QTEN24,SMT Energy,9.9,Prairie Creek BESS,9.9,1.52,38.12390719545124
239,BRAZORIA_ESR1,18477.551166666668,-7242.014270975,0.0,13344.472470622088,3713.227416763791,23161.856118638985,12282.369934373133,2812.2240575126066,66549.68689360228,BRP_BRAZ_RN,9.9,QSUE74,ENGIE,10.0,Brazoria (DGR),10.0,1.0,69.67443320158068
240,SWEENY_ESR1,30218.690416666668,-10265.292197691668,0.0,10917.655968811388,1967.742565196778,24085.623957215328,8548.422845316005,0.0,65472.843555514504,BRP_SWNY_RN,9.9,QSUE74,YSUEZ,,,9.9,0.78,82.56481731603361
241,S_SNROSA_ESR1,22427.52491666667,10806.334622724999,0.0,675.242189965941,476.3329452764978,15840.710773732315,10535.53890569866,4539.9422290458215,65301.62658311091,SROSA_ESR_RN,9.9,QTEN24,SMT Energy,10.0,Santa Rosa (DGR),10.0,1.0,44.247455841807934
242,K0_ESR1,25505.572666666663,-3045.8532294999986,0.0,10289.730084589663,1668.3524142243623,20658.622307443955,10211.958807413968,0.0,65288.38305083861,BRP_RN_UNIT1,9.9,QSUE74,YSUEZ,,,9.9,0.72,66.69734365362643
243,MIDWY_ESR1,36437.248,15477.130825658334,0.0,266.9751594635024,956.2960313546627,7966.657083556127,3401.213215466105,0.0,64505.52031549873,MIDWY_RN,9.9,QPROLO,Prologis,9.9,Midway BESS,9.9,1.0,46.22369263404633
244,MAYBERRY_ESR1,23361.229916666663,6923.938975058333,0.0,1154.604889915011,312.02728614411274,15321.263344980922,10726.7926236988,6438.185035024906,64238.04207148876,MYRY_ESR_RN,9.9,QTEN24,SMT Energy,10.0,Mayberry Bess,10.0,1.0,53.7968787785745
245,ANGLETON_ESR1,15934.348583333332,-5267.574907408333,0.0,9075.579019647523,3553.992887815717,25320.699060768995,15618.61702134395,0.0,64235.66166550118,BRPANGLE_RN,9.9,QSUE74,ENGIE,19.9,BRP Angleton (DGR),19.9,1.0,35.173008794485085
246,GARCENO_ESR1,25671.099,-2245.812513416666,0.0,2488.0491691784946,523.5824334507114,15569.466196030604,12560.202167990677,8729.264034006814,63295.850487240634,GARC_BESS_RN,9.9,QTEN24,SMT Energy,19.9,Garceno Bess (DGR),19.9,1.0,35.08659945867939
247,GOODWIN_ESR1,35695.30891666667,5857.421392716665,0.0,11482.96277241562,2546.9712187662935,0.0,4185.290346048714,595.7587467709214,60363.713393384875,GOODWIN_ESR,9.9,QTEN30,YREGGO,,,9.9,1.2,68.06954957280917
248,WCOLLOCL_ESR1,-8.82,2982.8061399166663,0.0,0.0,0.0,43599.95537722581,12244.906809743848,0.0,58818.84832688631,BSS_U1,9.9,QHABIT,YGLIDE,,,9.9,1.42,141.17708903516504
249,GEORSO_ESR1,3369.9145000000003,41246.281087891664,0.0,1.1046893457060278,14.11860599630163,7686.681156328947,4537.790064161869,1322.5574983154963,58178.44760203999,RHESS2_ESS1,9.8,QEDIS9,Ormat,9.9,Rabbit Hill,9.9,1.0,60.99259436970418
250,GZ_ESR1,37805.152500000004,2867.8352853499996,0.0,3142.3667176718072,5058.951913706563,4222.737136050748,2222.312163120657,667.4428596608259,55986.79857556059,GZ_RN,8.0,QTEN30,YREGGE,,,8.0,1.64,73.12924231154108
251,MAGNO_TN_ESR1,11157.64775,3630.1529253499994,0.0,10196.612089390292,3327.3040671566914,20222.981371816983,7217.348025391303,0.0,55752.04622910525,BRPMAGNO_RN,7.4,QSUE74,YSUEZ,,,7.4,0.71,97.23230119092979
252,DICKNSON_ESR1,12498.953999999998,-546.665912891666,0.0,10888.566913121911,3228.129242186178,21213.128665970504,8229.90767770848,0.0,55512.02058609541,BRP_DIKN_RN,7.4,QSUE74,YSUEZ,,,7.4,0.52,99.49341337166265
253,OLMITO_ESR1,11876.926833333333,41175.5675584,0.0,0.0,0.0,0.0,0.0,0.0,53052.49439173333,OLMITO_RN,9.9,QTEN26,YAGPC7,,,9.9,1.84,19.007982527908844
254,POTEETS_ESR1,2133.0353333333333,29213.101,0.0,0.0,103.77274725274724,9697.529276678119,6477.246291969101,3881.2636953286724,51505.94834456197,POTEETS_RN,9.9,QBEEP1,YHENI1,,,9.9,1.0,70.62881681787088
255,ALVIN_ESR1,3668.0577499999986,-3353.488242741666,0.0,11480.619945654356,3723.1748558968848,20865.06581748708,10116.659842463181,2296.2165846999587,48796.30655345979,ALVIN_RN,7.4,QSUE74,ENGIE,10.0,Alvin (DGR),10.0,1.0,51.33980271926532
256,E_HARRIS_ESR1,6815.348333333333,41068.36595695833,0.0,0.0,0.0,0.0,0.0,0.0,47883.71429029167,E_HARRIS_RN,9.9,QTEN26,YAGPC5,,,9.9,1.85,43.047479269248505
257,STADIUM_ESR1,311.74,44055.959464658335,0.0,1.6516666666666666,0.0,38.60012179487179,162.51,1717.5196336996337,46287.9808868195,STADIUM_RN,9.9,QTEN26,YBESST,,,9.9,1.49,51.606973900058776
258,HEARN_RD_ESR1,34800.21508333333,5674.326313783333,0.0,0.0,0.0,0.0,0.0,0.0,40474.54139711666,HEARN_RD_RN,9.8,QTEN30,Excelsior Energy Capital,9.9,Hearn Road BESS,9.9,1.0,66.97467498992032
259,LYSSY_ESR1,62762.92116666667,-24390.505208041664,0.0,0.0,0.0,0.0,0.0,0.0,38372.41595862498,LYSSY_RN,9.9,QTEN30,YREGLY,,,9.9,1.06,1.9210206829862306
260,X4_ESR1,0.0,34228.75893034166,0.0,965.9705689579379,2165.6141163069487,0.0,-1614.7230570136462,0.0,35745.620558592906,X443ESRN,10.0,QCPSE,CPS Energy,10.0,Commerce St (DGR),10.0,1.0,31.685892204194097
261,LANTANA_ESR1,3509.6745,31087.932734966664,0.0,0.0,0.0,0.0,0.0,0.0,34597.607234966665,LANTANA_RN,9.9,QTEN26,YAGPC2,,,9.9,2.01,38.04037224923518
262,BLSUMMIT_ESR1,0.0,32884.45059765,0.0,0.0,0.0,0.0,0.0,0.0,32884.45059765,BLSMT1_5_A_6,30.0,QFPL12,NextEra Energy Resources,15.0,Blue Summit,15.0,0.42,18.198602809388046
263,RHA_ESR1,0.0,31422.26757772499,0.0,0.0,0.0,0.0,0.0,0.0,31422.26757772499,RN_RHN_ESR,200.0,QTEN19,YDESTS,,,200.0,1.87,-3.437666453403823
264,DA_ESR1,0.0,28306.0078875,0.0,0.0001473787130048,0.0001566145715639,445.75038193626693,633.1981119650837,1908.8233944690076,31293.78007986364,DA_BESS,5.0,QSHE16,YBACCH,,,5.0,2.04,50.15412304526993
265,HV_ESR1,22675.50516666667,-8442.6205025,0.0,2623.7247272619234,5452.8337676909,5864.663176567307,2240.6458037410102,566.2497427339744,30981.001882161778,HV_BESS1_RN,0.0,QTEN30,YREGHI,,,0.0,1.42,74.14725415356195
266,CASL_GAP_ESR1,0.0,30869.444829166663,0.0,0.0,0.0,0.0,0.0,0.0,30869.444829166663,CASL_GAP_UN1,3.9,QLUMN1,Luminant,9.9,Castle Gap Battery,9.9,4.24,8.114351821267661
267,ELMCRK_ESR1,0.0,28256.681638241662,0.0,0.0,0.0,0.0,0.1371220414201183,938.6189927995972,29195.437753082682,ELMCRK_RN,9.9,QMP2M1,YDGSP2,,,9.9,2.64,28.967359768504927
268,GZ_ESR2,2707.3545,21786.948051849995,0.0,197.77563834027777,292.88877289543336,1103.1810120030448,1540.4148511543979,1565.6102194122404,29194.173045655392,GZ_RN,9.9,QPROLO,YESTH7,,,9.9,2.13,26.05309761385548
269,MESQUITE_ESR1,363.495,26550.852652366666,0.0,0.0,0.0,0.0,38.58539864429487,1449.1313774822192,28402.06442849318,MESQUITE_RN,9.9,QTEN26,YBESLF,,,9.9,2.01,47.10851035440601
270,MDWPK_ESR1,2727.3766666666666,21098.132534666667,0.0,0.0,0.0,0.0,0.0,0.0,23825.509201333338,MDWPK_RN,9.9,QTEN26,YMEADP,,,9.9,0.48,50.5648069833764
271,JOHNCI_ESR1,-11621.198999999997,34798.34813333333,0.0,413.5386280677656,-204.97310256410256,0.0,0.0,0.0,23385.714658836998,JC_BAT_RN,1.3,QLCRA,Pedernales Electric Cooperative,2.3,Johnson City,2.3,1.0,-7.9490634445796005
272,KEG_ESR1,0.0,21752.186830724997,0.0,0.0,0.0,0.0,0.0,0.0,21752.186830724997,KEG_RN,0.0,QEDF27,YSMTX3,,,0.0,1.42,0.0
273,ABINDUST_ESR1,0.0,20078.563534691664,0.0,0.0,0.0,0.0,19.84431957527942,1152.1688410147601,21250.576695281703,ABINDUST_RN,9.9,QMP2M1,YDIST,,,9.9,0.48,22.159412885968614
274,INDL_ESR1,0.0,20787.312532341668,0.0,6.56173469387755e-05,4.518367346938775e-05,0.0,0.0,0.0,20787.312643142686,IND_INADALE1,9.9,QECNR,RWE,9.9,Inadale,9.9,1.0,17.132907385544584
275,PYR_ESR1,0.0,20735.53238748333,0.0,0.0,0.0,0.0,0.0,0.0,20735.53238748333,PYR_PYRON1,9.9,QECNR,RWE,13.3,Pyron,13.3,1.0,9.512516186333702
276,WORSHAM_ESR1,-6745.224999999999,7243.768500525,0.0,0.0001496832112747,6.596728930542806e-05,2124.5163367868167,8521.120541477552,8172.336202050019,19316.516796489886,WRSBES_BESS1,9.7,QSHEL2,Key Capture Energy,9.9,Worsham (DGR),9.9,1.81,10.17380663140102
277,Z0_ESR1,-3749.733166666667,21172.132677108333,0.0,0.0,0.0,0.0,0.0,0.0,17422.399510441664,Z0_DGR2_RN,9.9,QTEN26,YBEXCO,,,9.9,2.03,29.4783700671023
278,UTOPIA_ESR1,25679.267666666667,-8659.089942816665,0.0,0.0,0.0,0.0,0.0,0.0,17020.17772385,UTOPIA_RN,9.9,QTEN30,YREGUT,,,9.9,0.4,33.44146323730372
279,SAH_ESR1,0.0,16981.10362986667,0.0,0.0,0.0,0.0,0.0,0.0,16981.10362986667,SAH_RN,200.0,QGFEN,YESTH2,,,200.0,2.07,6.64679219026979
280,BY_ESR1,0.0,12814.1058006,0.0,0.0,0.0,68.75717038793557,6.213780699919461,92.95350118017672,12982.030252868028,RN_BY_ESR1,9.9,QPROLO,YESTHB,,,9.9,0.75,-0.025199399035161413
281,ELM_ST_ESR1,0.0,4488.233568924999,0.0,0.0,0.0,0.0,0.0,0.0,4488.233568924999,ELM_ST_RN,0.0,QTEN26,YELMST,,,0.0,1.42,3.3719482727470993
282,PRTLAVS_ESR1,0.0,-303.5644159666667,0.0,0.0,0.0,3742.2002991850795,0.0,0.0,3438.6358832184123,PTLBES_BESS1,6.0,QSTEC3,Key Capture Energy,9.9,Port Lavaca (DGR),9.9,1.2,0.6092191142037618
283,CONTINEN_ESR1,9545.731166666666,-11328.666333333333,0.0,1562.9451538461537,758.7533562271062,2677.431301282051,-162.3725961538461,0.0,3053.8220485347974,CONTINEN_RN,9.9,QTEN30,REX Storage Holdings,9.9,Continental BESS (DGR),9.9,1.0,3.991081122114239
284,PAD3_ESS_ESR3,0.0,933.7634286333335,0.0,0.0,0.0,0.0,0.0,0.0,933.7634286333335,RN_PAD3_ESS,0.0,QTEN25,Eolian,51.4,Padua BESS 1,51.4,2.37,-1.76447485234375e-05
285,BUDA_ESR1,0.0,159.8148661416667,0.0,0.0,0.0,0.0,0.0,0.0,159.8148661416667,BUDA_RN,0.0,QTEN26,YBUDAI,,,0.0,1.42,0.6563513215127246
286,HNY_COMB_ESR1,0.0,8.24645,0.0,0.0,0.0,0.0,0.0,0.0,8.24645,HNY_COMB_RN,61.5,QHEI6,YHONHO,,,61.5,1.42,0.00281549939481575
287,RVN_ESR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RVN_RN,0.0,QTEN26,,,,0.0,1.42,0.0
288,SE_EDINB_ESR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.42,0.0
289,CLT_ESR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLT_RN,100.0,QNRGTX,YNRGTX,,,100.0,1.42,0.0
290,CLT_ESR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLT_RN,100.0,QNRGTX,YNRGTX,,,100.0,1.42,0.0
291,NEDIN_ESR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEDIN_RN,0.0,QTEN26,YINFGC,,,0.0,1.42,0.0
292,HDNLAKES_ESR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HDNLAKES_RN,0.0,QTEN26,YSBES6,,,0.0,1.42,
293,GRIZZLY_ESR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POTSVIL_RN,9.9,QPRIO1,YGRIZZ,,,9.9,1.42,0.0
294,BIRD_BES_ESR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BIRD_ESR1,0.0,QEDIS7,YVES37,,,0.0,1.29,0.0
295,AMAD_ESS_ESR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMAD_ESS_RN,0.0,QGRIE4,YBTAMS,,,0.0,1.42,0.0
296,APPLE_ESR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,APPLE_ESR_RN,0.0,QTEN26,YAPPFR,,,0.0,1.42,0.0
297,HARLIN_1_ESR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HARLIN_1_RN,0.0,QTEN26,SMT Energy,10.0,Harlingen II,10.0,1.0,0.0
298,CLO_ESR3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLO_RN,100.0,QNRGTX,Jupiter Power,67.66666666666667,Callisto 1 Energy Center Unit 1,67.66666666666667,1.42,0.0
299,OR_ESR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OR_BESS_RN,9.9,QCWPE3,YIEPTE,,,9.9,1.42,0.0
300,MESQUITE_ESR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MESQUITE_RN2,0.0,QSYSO,YMSCEC,,,0.0,1.42,0.0
301,LEAKEY_ESR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LEAKEY_RN,0.0,QTEN30,YRELE,,,0.0,1.42,0.0
302,KNAPP_ESR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KNAPP_RN,0.0,QTEN26,YKNAPP,,,0.0,1.42,0.0
303,MEDINA1_ESR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDINA1_RN,0.0,QTEN30,YREMED,,,0.0,1.42,0.0
304,LK_ESR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LK_RN,0.0,QPROLO,YESTH5,,,0.0,1.42,0.0
305,COTULLA_ESR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.42,0.0
306,DRAK_ESS_ESR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DRAK_ESS_RN,150.0,QNRGTX,YMALES,,,150.0,1.42,0.0
307,CHISMGRD_ESR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHISMGRD_RN,0.0,QTEN25,YCHISH,,,0.0,1.42,
308,ESCONDID_ESR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ESCONDID_ESR,0.0,QTEN30,YREGES,,,0.0,1.42,0.0
309,PALMVIEW_ESR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.42,0.0
310,DRAK_ESS_ESR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DRAK_ESS_RN,100.0,QNRGTX,YMALES,,,100.0,1.42,0.0
311,DA_ESR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.42,0.0
312,CNTYRDS_ESR1,0.0,-122.7064564,0.0,0.0,0.0,0.0,0.0,0.0,-122.7064564,CNTYRDS_RN,0.0,QTEN26,YCORDI,,,0.0,1.42,-0.44391551619812086
313,HWY6_ESR1,0.0,-220.26386250833332,0.0,0.0,0.0,0.0,0.0,0.0,-220.26386250833332,HWY6_RN,0.0,QTEN26,YHWY6,,,0.0,1.42,-0.8715775678855971
314,TORR_ESR1,0.0,-1034.5808133333333,0.0,0.0,0.0,0.0,0.0,0.0,-1034.5808133333333,TORR_ALL,0.0,QFPL33,YNEXTE,,,0.0,1.42,0.0
315,SLK_BESS_ESR1,11759.840166666665,-13202.599423399997,0.0,0.0,0.0,0.0,0.0,0.0,-1442.7592567333345,SLK_BESS_RN,200.0,QTEN34,YMENTB,,,200.0,1.42,1.916833627140565
316,DA_ESR3,0.0,-1818.0011833333324,0.0,0.0,0.0,0.0,0.0,0.0,-1818.0011833333324,DA_BESS2,9.9,QSHE16,Vopak Energy Storage Texas,5.0,Damon Storage,5.0,1.94,-1.6802454970268712
317,SAH_ESR2,0.0,-2057.4052521416634,0.0,0.0,0.0,0.0,0.0,0.0,-2057.4052521416634,SAH_RN,200.0,QGFEN,YESTH2,,,200.0,2.18,1.2480693233901956
318,BCNV2_ES_ESR1,0.0,-4010.4462324166666,0.0,0.0,0.0,0.0,0.0,0.0,-4010.4462324166666,BCNV2_ES_RN,0.0,QSU115,YBOCP2,,,0.0,1.42,0.0
319,HEN_ESR1,0.0,-6371.566826116664,0.0,0.0,0.0,0.0,0.0,0.0,-6371.566826116664,HEN_RN,150.0,QECNR,YCROWN,,,150.0,1.75,0.7607319253036356
320,ARY_BESS_ESR1,0.0,-7954.572898708333,0.0,0.0,0.0,0.0,0.0,0.0,-7954.572898708333,ARY_BESS_RN,0.0,QTEN32,YBTCS,,,0.0,1.42,0.0
321,QTUM_SLR_ESR2,0.0,-8668.336291475,0.0,0.0,0.0,0.0,0.0,0.0,-8668.336291475,RN_QTUM_SLR,0.0,QTEN33,YIPQB2,,,0.0,1.42,-1.0336716273923612
