resource_name,da_energy_rev,rt_energy_rev,deviation_penalty,regup_rev,regdn_rev,rrs_rev,ecrs_rev,nonspin_rev,total_rev,settlement_point,hsl,qse,company,capacity_mw,energy_mwh,site,eff_capacity_mw,tb_index,theoretical_rev,duration_hours,optimization_rate
ABINDUST_ESR1,0.0,-3.41148735,0.0,0.0,0.0,0.0,0.0,0.0,-3.41148735,ABINDUST_RN,9.9,QMP2M1,YDIST,,,,9.9,64.23467247474747,635.9232574999999,0.48,-0.5364621139053088
ADL_ESR1,2806.375,-1547.6121499999997,0.0,0.0,8.795328493055552,1895.7806032425215,53.589484097222226,499.83715013720416,3716.765415970004,ADL_RN,60.0,QTEN26,YLIB1S,,,,60.0,206.09641750000003,12365.785050000002,1.08,30.056849613199475
AE_ESR1,1252.843,-282.8191458333333,0.0,0.0,0.0,206.3199126388889,62.77655846412722,520.4082634166666,1759.5285886863494,AE_RN,9.9,QTEN26,TotalEnergies,149.2,244.0,Myrtle Storage U1,149.2,279.10216487935656,41642.043,1.64,4.225365668745766
ALAMO_ST_ESR1,0.0,359.84871409166664,0.0,0.0,0.0,0.0,0.0,0.0,359.84871409166664,ALAMO_ST_RN,9.9,QSYSO,YALCEC,,,,9.9,161.37362840909094,1597.5989212500003,1.93,22.524346336570648
ALP_BESS_ESR1,4836.557,6924.059182499999,0.0,38.38577327083333,0.0,3385.6182605320514,69.88338288194444,1674.498466226701,16929.00206541153,ALP_BESS_RN,100.3,QHEI1,YHABIT,,,,100.3,151.78079975074778,15223.614215000001,1.43,111.20225346180403
ALVIN_ESR1,284.8953333333334,21.689401216666642,0.0,103.16324285844017,45.16325723861768,98.60332220833332,5.0341649791666665,60.1354794375,618.6842012720579,ALVIN_RN,7.4,QSUE74,ENGIE,10.0,10.0,Alvin (DGR),10.0,285.7925,2857.925,1.0,21.648020898800976
AMAD_ESS_ESR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMAD_ESS_RN,0.0,QGRIE4,YBTAMS,,,,0.0,243.25195712449522,0.0,1.42,0.0
ANCHOR_ESR1,2346.1934166666665,414.48483333333326,0.0,0.0,0.0,23.844441694444445,4.9010743074868515,1498.7718424925624,4288.195608494494,ANCHOR_ALL,35.2,QENE11,Enel North America,35.75,56.5,Anchor BESS 1,35.75,297.8213636363636,10647.11375,1.58,40.275662580335386
ANCHOR_ESR2,978.9931666666665,3596.2839166666663,0.0,0.0,0.0,31.23842748611111,4.65339697924885,1534.175455376356,6145.344363175049,ANCHOR_ALL,36.3,QENE11,Enel North America,35.75,56.5,Anchor BESS 1,35.75,297.8213636363636,10647.11375,1.58,57.71840620351265
ANDMDSLR_ESR1,8041.257,6907.101277191666,0.0,92.90165703472222,1517.6343612152777,2128.0917059626067,185.75626393815747,7006.420730128699,25879.16299547113,ANDMDSLR_ALL,81.9,QIPLU2,YIPLU2,,,,81.9,274.20793576007327,22457.629938750004,1.95,115.23550377334062
ANDMDSLR_ESR2,14017.382833333331,1942.6377268250003,0.0,52.866070597222226,1026.0791496250001,1671.6194213541667,158.98412773011177,6927.949707009902,25797.519036474736,ANDMDSLR_ALL,78.1,QIPLU2,YIPLU2,,,,78.1,284.7536932074264,22239.2634395,2.04,115.99988060150763
ANEM_ESS_ESR1,0.0,39266.50190255833,0.0,240.04253645833333,21.219182284722223,15.27379620138889,27.331814597222223,1753.5008610416667,41323.87009314167,ANEM_ESS_RN,200.0,QSUE53,Plus Power,205.0,400.0,Anemoi Energy Storage,205.0,259.3508536585366,53166.925,1.95,77.72476985107126
