resource_name,da_energy_rev,rt_energy_rev,deviation_penalty,regup_rev,regdn_rev,rrs_rev,ecrs_rev,nonspin_rev,total_rev,settlement_point,hsl,qse,company,capacity_mw,energy_mwh,site,eff_capacity_mw,tb_index,theoretical_rev,duration_hours,optimization_rate
ABINDUST_ESR1,0.0,1712.7555893,0.0,0.0,0.0,0.0,0.0,0.0,1712.7555893,ABINDUST_RN,9.9,QMP2M1,YDIST,,,,9.9,668.42403006993,6617.397897692308,2.65,25.88261452280648
ADL_ESR1,8962.032,-1830.7573666666658,0.0,404.9418083333333,0.0,4141.94023007232,1234.7607018601248,1551.314035335511,14464.231408934622,ADL_RN,60.0,QTEN26,YLIB1S,,,,60.0,257.67718749999995,15460.631249999999,0.97,93.55524477006476
AE_ESR1,401.6243333333333,982.4024833333333,0.0,0.0,0.0,431.0997217061144,653.4770456484221,1548.098176908695,4016.7017609298982,AE_RN,9.9,QTEN26,TotalEnergies,149.2,244.0,Myrtle Storage U1,149.2,381.73271860177357,56954.52161538461,1.64,7.052472125136598
ALAMO_ST_ESR1,0.0,4982.332900466667,0.0,107.34619774983564,90.97955288716305,0.0,0.0,366.8506355277778,5547.509286631443,ALAMO_ST_RN,9.9,QSYSO,YALCEC,,,,9.9,1126.5011136363637,11152.361025,1.9,49.74291339919605
ALP_BESS_ESR1,35236.373583333334,-3912.6067783333324,0.0,0.0,0.0,6304.869194384698,5774.977405470538,3295.8733651624343,46699.48677001767,ALP_BESS_RN,100.3,QHEI1,YHABIT,,,,100.3,677.6847119641077,67971.77661,1.58,68.70423151944986
ALVIN_ESR1,544.8004999999998,-275.41297980833326,0.0,307.6793755840319,178.3106365624178,82.77558018482907,449.71862049950687,161.24462351261505,1449.1163565350673,ALVIN_RN,7.5,QSUE74,ENGIE,10.0,10.0,Alvin (DGR),10.0,259.11,2591.1,1.0,55.92668582976602
AMAD_ESS_ESR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMAD_ESS_RN,0.0,QGRIE4,YBTAMS,,,,0.0,361.95297982225026,0.0,1.42,0.0
ANCHOR_ESR1,0.0,6.250666666666666,0.0,0.0,0.0,0.0,0.0,0.0,6.250666666666666,ANCHOR_ALL,35.2,QENE11,Enel North America,35.75,56.5,Anchor BESS 1,35.75,439.9670521785906,15728.822115384615,1.58,0.03974020826742511
ANCHOR_ESR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANCHOR_ALL,36.3,QENE11,Enel North America,35.75,56.5,Anchor BESS 1,35.75,439.9670521785906,15728.822115384615,1.58,0.0
ANDMDSLR_ESR1,2566.8830000000003,21334.888866458332,0.0,1584.345520323718,2241.159357401504,1299.3594104049555,9485.473678834607,19212.560864132396,57724.67069755551,ANDMDSLR_ALL,81.9,QIPLU2,YIPXP,,,,81.9,532.2455088400488,43590.90717400001,1.92,132.4236508020775
ANDMDSLR_ESR2,2397.975,20706.747031141666,0.0,1490.4393741694198,2213.907064603715,1239.959163766683,9057.500333955293,19271.4663996889,56377.99436732567,ANDMDSLR_ALL,78.1,QIPLU2,YIPXP,,,,78.1,542.8061751659608,42393.16228046154,1.96,132.98841448614832
ANEM_ESS_ESR1,0.0,32374.26807105833,0.0,3738.196719434377,2221.6551536845823,2.156185576388889,230.50773796737343,12233.49153830046,50800.27540602151,ANEM_ESS_RN,200.0,QSUE53,Plus Power,205.0,400.0,Anemoi Energy Storage,205.0,442.6753048780488,90748.4375,1.95,55.97922873991248
ANGLETON_ESR1,1035.6083333333331,-173.34725894999994,0.0,288.4743055272847,227.11383872883792,162.01003388839578,582.6012489434172,0.0,2122.460501471269,BRPANGLE_RN,10.0,QSUE74,ENGIE,19.9,19.9,BRP Angleton (DGR),19.9,259.5,5164.049999999999,1.0,41.10069618751308
ANG_SLR_ESR1,0.0,28931.47776528333,0.0,0.0,0.0,2007.1574139690172,5280.457580729208,17921.98740215105,54141.08016213261,ANG_ALL,100.0,QTEN26,Apex Clean Energy,103.0,200.0,Angelo Storage,103.0,831.5847292755789,85653.22711538461,1.94,63.2096209162072
ANOL_ESS_ESR1,24918.503666666664,66722.70325491666,0.0,0.0,0.0,1317.5049810265862,1103.1373338558103,31957.506497962157,126019.35573442788,ANOL_ESS_RN,240.0,QESVEM,esVolta,247.1,480.0,Anole BESS,247.1,474.0891432929676,117147.4273076923,1.94,107.5733019756662
ANTL_ESS_ESR1,42771.18308333333,8524.550333333333,0.0,875.0316964491699,1102.6107710599524,516.2395468344017,2489.891006619247,5495.977010511506,61775.48344814095,ANTL_ESS_ES1,70.0,QSU100,ENGIE,72.4,140.0,Antlia BESS,72.4,925.946408839779,67038.52,1.93,92.14923516828974
APPLE_ESR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,APPLE_ESR_RN,0.0,QTEN26,YAPPFR,,,,0.0,943.9856853099743,0.0,1.42,0.0
ARY_BESS_ESR1,0.0,-409.956458075,0.0,0.0,0.0,0.0,0.0,0.0,-409.956458075,ARY_BESS_RN,0.0,QTEN32,YBTCS,,,,0.0,296.8690698891493,0.0,1.42,0.0
AVIL_ESS_ESR1,108067.27233333333,6495.025789658333,0.0,1764.2981509049555,2412.6981586332595,1850.8392498060077,5510.458616594798,12613.11984666523,138713.71214559593,AVIL_ESS_RN,160.0,QSU100,ENGIE,160.0,320.0,Avila BESS,160.0,1174.835,187973.6,2.0,73.79425203624122
AZURE_ESR1,4491.994,8191.409062008333,0.0,0.0,0.0,1799.18180784036,1813.3861332394806,7212.04523490286,23508.016237991033,AZURE_RN,77.6,QENEL6,Enel North America,77.2,116.0,Azure Sky Solar,77.2,410.9468074930251,31725.09353846154,1.5,74.09912348876566
BATCAVE_ESR1,12709.973,1144.5705599999987,0.0,1462.2959196296433,898.568883949663,2772.0155757298653,4692.768144253041,551.5714726944444,24231.763556256657,BATCAVE_RN,100.5,QSUE74,ENGIE,100.5,110.0,Bat Cave,100.5,650.3185074626865,65357.00999999999,1.09,37.07599774875972
BAY_CITY_ESR1,395.4,342.9318759333333,0.0,0.0,0.0,45.28298303694116,234.4237956412722,522.0003696558597,1540.0390242674064,BAYC_BESS_RN,9.9,QTEN24,SMT Energy,9.9,9.9,Bay City,9.9,286.255,2833.9245,1.0,54.34298000061069
BCK_ESR1,0.0,36850.582594366664,0.0,0.0,0.0,0.0,0.0,0.0,36850.582594366664,BCK_RN,123.5,QHEI5,YOL300,,,,123.5,600.2388935060728,74129.503348,2.47,49.71108793400663
BCK_ESR2,0.0,38309.33832633333,0.0,0.0,0.0,0.0,0.0,0.0,38309.33832633333,BCK_RN,126.5,QHEI5,YOL300,,,,126.5,596.1987637275768,75419.14361153846,2.45,50.795244405920755
BCNV2_ES_ESR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BCNV2_ES_RN,0.0,QSU115,YBOCP2,,,,0.0,346.3534593564855,0.0,1.42,0.0
BCNV_ESS_ESR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BCNV_RN,150.0,QSHE11,Nightpeak Energy,150.0,300.0,Bocanova BESS,150.0,466.08423076923077,69912.63461538462,2.0,0.0
BELD_ESR1,0.0,4205.013473975,0.0,46.84457820911407,115.10161052884615,224.99400744592373,137.7300242160996,823.2958786941157,5552.979573069099,TRIPBUT1_RN,7.5,QJPEM,Jupiter Power,7.5,15.0,Triple Butte (DGR),7.5,1174.3700000000001,8807.775,2.0,63.04633773080147
BEXAR_ES_ESR1,14758.716999999999,-7614.238170058333,0.0,0.0,0.0,0.0,2546.6551433793556,6698.983646324087,16390.11761964511,BEXAR_ES_RN,100.0,QTEN32,YBEXES,,,,100.0,73.09758533942306,7309.758533942307,0.29,224.22242189723295
BIG_STAR_ESR1,0.0,11657.199950941666,0.0,0.0,0.0,0.0,0.0,0.0,11657.199950941666,BIGSTAR_ALL,80.0,QECNR,YEONCR,,,,80.0,326.77886902980777,26142.309522384618,1.38,44.59131639061985
