DATETIME,GKS_BESS_RN (DALMP),GKS_BESS_RN (RTLMP),HB_HOUSTON (DALMP),HB_HOUSTON (RTLMP),HOURENDING,MARKETDAY,PEAKTYPE,MONTH,YEAR
02/11/2026 20:00:00,41.36,31.97,40.57,31.31,20,02/11/2026,WDPEAK,FEBRUARY,2026
02/11/2026 21:00:00,36.95,33.7675,37.58,32.71,21,02/11/2026,WDPEAK,FEBRUARY,2026
02/11/2026 22:00:00,35.82,31.0025,34.72,30.345,22,02/11/2026,WDPEAK,FEBRUARY,2026
02/11/2026 23:00:00,27.33,27.42,26.47,26.245,23,02/11/2026,OFFPEAK,FEBRUARY,2026
02/12/2026 00:00:00,25.21,24.3275,23.91,23.4375,24,02/11/2026,OFFPEAK,FEBRUARY,2026
02/12/2026 01:00:00,27.17,22.4925,20.81,22.295,1,02/12/2026,OFFPEAK,FEBRUARY,2026
02/12/2026 02:00:00,24.2,21.7525,19.08,20.805,2,02/12/2026,OFFPEAK,FEBRUARY,2026
02/12/2026 03:00:00,23.78,20.0375,18.97,18.51,3,02/12/2026,OFFPEAK,FEBRUARY,2026
02/12/2026 04:00:00,23.63,19.8075,18.29,16.6375,4,02/12/2026,OFFPEAK,FEBRUARY,2026
02/12/2026 05:00:00,23.7,28.4575,17.63,16.79,5,02/12/2026,OFFPEAK,FEBRUARY,2026
02/12/2026 06:00:00,27.36,27.2275,19.95,21.875,6,02/12/2026,OFFPEAK,FEBRUARY,2026
02/12/2026 07:00:00,28.34,27.025,21.38,22.985,7,02/12/2026,WDPEAK,FEBRUARY,2026
02/12/2026 08:00:00,26.84,28.4125,21.23,20.24,8,02/12/2026,WDPEAK,FEBRUARY,2026
02/12/2026 09:00:00,20.05,23.2425,15.57,8.51,9,02/12/2026,WDPEAK,FEBRUARY,2026
02/12/2026 10:00:00,18.06,52.2925,13.67,12.135,10,02/12/2026,WDPEAK,FEBRUARY,2026
02/12/2026 11:00:00,17.46,18.635,13.92,16.35,11,02/12/2026,WDPEAK,FEBRUARY,2026
02/12/2026 12:00:00,14.46,17.5225,12.74,21.4325,12,02/12/2026,WDPEAK,FEBRUARY,2026
02/12/2026 13:00:00,14.93,14.9275,13.45,24.2775,13,02/12/2026,WDPEAK,FEBRUARY,2026
02/12/2026 14:00:00,18.81,17.835,16.8,32.0725,14,02/12/2026,WDPEAK,FEBRUARY,2026
02/12/2026 15:00:00,19.46,27.5875,16.99,37.0425,15,02/12/2026,WDPEAK,FEBRUARY,2026
02/12/2026 16:00:00,17.4,33.6,16.46,24.21,16,02/12/2026,WDPEAK,FEBRUARY,2026
02/12/2026 17:00:00,18.4,44.035,18.66,25.0025,17,02/12/2026,WDPEAK,FEBRUARY,2026
02/12/2026 18:00:00,37.11,50.33,37.3,33.8675,18,02/12/2026,WDPEAK,FEBRUARY,2026
02/12/2026 19:00:00,32.28,55.0325,36.27,42.495,19,02/12/2026,WDPEAK,FEBRUARY,2026
02/12/2026 20:00:00,24,44.77,29.09,44.1125,20,02/12/2026,WDPEAK,FEBRUARY,2026
02/12/2026 21:00:00,17.69,28.605,22.6,27.2025,21,02/12/2026,WDPEAK,FEBRUARY,2026
02/12/2026 22:00:00,13.47,23.495,18.8,23.35,22,02/12/2026,WDPEAK,FEBRUARY,2026
02/12/2026 23:00:00,12.78,20.745,17.02,20.6875,23,02/12/2026,OFFPEAK,FEBRUARY,2026
02/13/2026 00:00:00,12.16,18.2225,16.91,18.0925,24,02/12/2026,OFFPEAK,FEBRUARY,2026
02/13/2026 01:00:00,17.18,16.2925,18.02,16.12,1,02/13/2026,OFFPEAK,FEBRUARY,2026
02/13/2026 02:00:00,16.37,15.98,17.07,15.7625,2,02/13/2026,OFFPEAK,FEBRUARY,2026
02/13/2026 03:00:00,17.41,15.3725,17.82,15.155,3,02/13/2026,OFFPEAK,FEBRUARY,2026
02/13/2026 04:00:00,18.47,17.36,18.85,17.1525,4,02/13/2026,OFFPEAK,FEBRUARY,2026
02/13/2026 05:00:00,18.92,23.205,19.85,23.1875,5,02/13/2026,OFFPEAK,FEBRUARY,2026
02/13/2026 06:00:00,22.14,25.855,22.39,26.6575,6,02/13/2026,OFFPEAK,FEBRUARY,2026
02/13/2026 07:00:00,26.39,31.05,25.69,32.68,7,02/13/2026,WDPEAK,FEBRUARY,2026
02/13/2026 08:00:00,27.01,46.5425,26.61,47.495,8,02/13/2026,WDPEAK,FEBRUARY,2026
02/13/2026 09:00:00,21.79,30.13,22.06,30.085,9,02/13/2026,WDPEAK,FEBRUARY,2026
02/13/2026 10:00:00,18.6,24.9675,20.33,24.48,10,02/13/2026,WDPEAK,FEBRUARY,2026
02/13/2026 11:00:00,13.7,18.415,16.76,18.4975,11,02/13/2026,WDPEAK,FEBRUARY,2026
02/13/2026 12:00:00,11.33,18.405,16.19,15.755,12,02/13/2026,WDPEAK,FEBRUARY,2026
02/13/2026 13:00:00,10,17.94,16.47,16.805,13,02/13/2026,WDPEAK,FEBRUARY,2026
02/13/2026 14:00:00,5.44,17.225,16.97,19.2475,14,02/13/2026,WDPEAK,FEBRUARY,2026
02/13/2026 15:00:00,5.23,11.25,17.27,18.0725,15,02/13/2026,WDPEAK,FEBRUARY,2026
02/13/2026 16:00:00,2.64,9.3875,17.16,18.3425,16,02/13/2026,WDPEAK,FEBRUARY,2026
02/13/2026 17:00:00,1.32,2.3525,22.89,20.3475,17,02/13/2026,WDPEAK,FEBRUARY,2026
02/13/2026 18:00:00,2.7,8.0925,22.86,21.7125,18,02/13/2026,WDPEAK,FEBRUARY,2026
02/13/2026 19:00:00,2.31,8.06,23.47,22.8275,19,02/13/2026,WDPEAK,FEBRUARY,2026
02/13/2026 20:00:00,4.14,5.63,24.74,17.545,20,02/13/2026,WDPEAK,FEBRUARY,2026
02/13/2026 21:00:00,4.12,-1.245,22.77,14.9275,21,02/13/2026,WDPEAK,FEBRUARY,2026
02/13/2026 22:00:00,1.3,-2.5975,21.99,21.39,22,02/13/2026,WDPEAK,FEBRUARY,2026
02/13/2026 23:00:00,-1.49,-3.995,20.15,24.8825,23,02/13/2026,OFFPEAK,FEBRUARY,2026
02/14/2026 00:00:00,-3.52,-3.6275,18.77,26.55,24,02/13/2026,OFFPEAK,FEBRUARY,2026
02/14/2026 01:00:00,-4.41,1.66,20.62,25.1625,1,02/14/2026,OFFPEAK,FEBRUARY,2026
02/14/2026 02:00:00,-4.53,-2.2275,20.26,24.365,2,02/14/2026,OFFPEAK,FEBRUARY,2026
02/14/2026 03:00:00,-2.8,-8.11,19.65,22.48,3,02/14/2026,OFFPEAK,FEBRUARY,2026
02/14/2026 04:00:00,-3.42,-1.335,19.12,21.6025,4,02/14/2026,OFFPEAK,FEBRUARY,2026
02/14/2026 05:00:00,2.28,-2.8025,19.46,24.6375,5,02/14/2026,OFFPEAK,FEBRUARY,2026
02/14/2026 06:00:00,2.98,1.45,18.23,24.59,6,02/14/2026,OFFPEAK,FEBRUARY,2026
02/14/2026 07:00:00,4.37,12.9425,20.41,23.69,7,02/14/2026,WEPEAK,FEBRUARY,2026
02/14/2026 08:00:00,7.3,16.84,21.99,23.6125,8,02/14/2026,WEPEAK,FEBRUARY,2026
02/14/2026 09:00:00,5.15,14.3575,22.44,24.91,9,02/14/2026,WEPEAK,FEBRUARY,2026
02/14/2026 10:00:00,6.81,-1.8725,20.12,26.7,10,02/14/2026,WEPEAK,FEBRUARY,2026
02/14/2026 11:00:00,7.33,-2.7775,19.04,15,11,02/14/2026,WEPEAK,FEBRUARY,2026
02/14/2026 12:00:00,11.93,-.9125,15.8,15.535,12,02/14/2026,WEPEAK,FEBRUARY,2026
02/14/2026 13:00:00,12.18,1.22,15.85,19.6625,13,02/14/2026,WEPEAK,FEBRUARY,2026
02/14/2026 14:00:00,14.62,5.1625,16,18.44,14,02/14/2026,WEPEAK,FEBRUARY,2026
02/14/2026 15:00:00,14.81,11.665,15.9,17.4875,15,02/14/2026,WEPEAK,FEBRUARY,2026
02/14/2026 16:00:00,16.71,14.1775,16.64,17.75,16,02/14/2026,WEPEAK,FEBRUARY,2026
02/14/2026 17:00:00,17.56,14.195,17.05,18.995,17,02/14/2026,WEPEAK,FEBRUARY,2026
02/14/2026 18:00:00,18.58,11.47,20.5,15.7975,18,02/14/2026,WEPEAK,FEBRUARY,2026
02/14/2026 19:00:00,23.19,9.0275,23.8,15.0675,19,02/14/2026,WEPEAK,FEBRUARY,2026
02/14/2026 20:00:00,21.98,14.6025,21.9,14.66,20,02/14/2026,WEPEAK,FEBRUARY,2026
02/14/2026 21:00:00,21.27,14.875,21.38,15.2475,21,02/14/2026,WEPEAK,FEBRUARY,2026
02/14/2026 22:00:00,20.09,16.005,18.85,15.19,22,02/14/2026,WEPEAK,FEBRUARY,2026
02/14/2026 23:00:00,23.59,15.03,17.83,14.3275,23,02/14/2026,OFFPEAK,FEBRUARY,2026
02/15/2026 00:00:00,20.89,16.11,16.69,14.4325,24,02/14/2026,OFFPEAK,FEBRUARY,2026
02/15/2026 01:00:00,21.79,18.355,18.32,15.6975,1,02/15/2026,OFFPEAK,FEBRUARY,2026
02/15/2026 02:00:00,19.39,14.1525,17.18,15.1025,2,02/15/2026,OFFPEAK,FEBRUARY,2026
02/15/2026 03:00:00,18.76,14.3875,16.45,14.2675,3,02/15/2026,OFFPEAK,FEBRUARY,2026
02/15/2026 04:00:00,16.35,13.5125,15.6,13.4925,4,02/15/2026,OFFPEAK,FEBRUARY,2026
02/15/2026 05:00:00,12.04,14.5425,14.21,14.5425,5,02/15/2026,OFFPEAK,FEBRUARY,2026
02/15/2026 06:00:00,10.6,14.8425,14.75,14.8425,6,02/15/2026,OFFPEAK,FEBRUARY,2026
02/15/2026 07:00:00,8.15,10.9875,17.78,14.195,7,02/15/2026,WEPEAK,FEBRUARY,2026
02/15/2026 08:00:00,5.34,4.5625,16.98,14.0375,8,02/15/2026,WEPEAK,FEBRUARY,2026
02/15/2026 09:00:00,-2.54,1.035,8.45,3.795,9,02/15/2026,WEPEAK,FEBRUARY,2026
02/15/2026 10:00:00,-6.24,-.685,2.07,2.8275,10,02/15/2026,WEPEAK,FEBRUARY,2026
02/15/2026 11:00:00,-5.88,-1.41,2.46,4.61,11,02/15/2026,WEPEAK,FEBRUARY,2026
02/15/2026 12:00:00,-3.04,-.065,5.63,.315,12,02/15/2026,WEPEAK,FEBRUARY,2026
02/15/2026 13:00:00,-1.68,5.44,7.04,6.96,13,02/15/2026,WEPEAK,FEBRUARY,2026
02/15/2026 14:00:00,.64,1.42,7.88,2.05,14,02/15/2026,WEPEAK,FEBRUARY,2026
02/15/2026 15:00:00,3.31,-.8225,8.77,-.4725,15,02/15/2026,WEPEAK,FEBRUARY,2026
02/15/2026 16:00:00,4.94,-.99,7.61,-.7625,16,02/15/2026,WEPEAK,FEBRUARY,2026
02/15/2026 17:00:00,9.74,.9375,12.38,.9375,17,02/15/2026,WEPEAK,FEBRUARY,2026
02/15/2026 18:00:00,30.5,36.7375,31.56,36.34,18,02/15/2026,WEPEAK,FEBRUARY,2026
02/15/2026 19:00:00,39.24,43.0875,40.74,40.9475,19,02/15/2026,WEPEAK,FEBRUARY,2026
02/15/2026 20:00:00,39.25,34.565,38.28,31.5475,20,02/15/2026,WEPEAK,FEBRUARY,2026
02/15/2026 21:00:00,37.93,31.2825,37.28,29.5375,21,02/15/2026,WEPEAK,FEBRUARY,2026
02/15/2026 22:00:00,29.97,30.62,29.5,28.8375,22,02/15/2026,WEPEAK,FEBRUARY,2026
02/15/2026 23:00:00,25.2,23.52,23.9,22.715,23,02/15/2026,OFFPEAK,FEBRUARY,2026
02/16/2026 00:00:00,21.73,18.175,20.97,18.175,24,02/15/2026,OFFPEAK,FEBRUARY,2026
02/16/2026 01:00:00,21.46,18.2275,20.21,18.2375,1,02/16/2026,OFFPEAK,FEBRUARY,2026
02/16/2026 02:00:00,20.03,17.9325,19.47,17.9425,2,02/16/2026,OFFPEAK,FEBRUARY,2026
02/16/2026 03:00:00,19.61,21.1425,19.15,21.1525,3,02/16/2026,OFFPEAK,FEBRUARY,2026
02/16/2026 04:00:00,18.77,20.8025,18.36,20.815,4,02/16/2026,OFFPEAK,FEBRUARY,2026
02/16/2026 05:00:00,18.52,17.9975,17.38,18.01,5,02/16/2026,OFFPEAK,FEBRUARY,2026
02/16/2026 06:00:00,19.94,16.24,18.3,16.2475,6,02/16/2026,OFFPEAK,FEBRUARY,2026
02/16/2026 07:00:00,21.91,17.2575,18.96,17.5625,7,02/16/2026,WDPEAK,FEBRUARY,2026
02/16/2026 08:00:00,20.4,14.625,17.35,-12.7225,8,02/16/2026,WDPEAK,FEBRUARY,2026
02/16/2026 09:00:00,15.73,4.955,10.59,3.48,9,02/16/2026,WDPEAK,FEBRUARY,2026
02/16/2026 10:00:00,11.54,2.37,4.97,2.31,10,02/16/2026,WDPEAK,FEBRUARY,2026
02/16/2026 11:00:00,10.54,-.4425,5.21,2.79,11,02/16/2026,WDPEAK,FEBRUARY,2026
02/16/2026 12:00:00,11.73,-.8,5.46,3.7875,12,02/16/2026,WDPEAK,FEBRUARY,2026
02/16/2026 13:00:00,12.32,-.9625,7.23,1.455,13,02/16/2026,WDPEAK,FEBRUARY,2026
02/16/2026 14:00:00,13.02,.9225,9.25,1.34,14,02/16/2026,WDPEAK,FEBRUARY,2026
02/16/2026 15:00:00,11.96,6.5875,9.18,9.1075,15,02/16/2026,WDPEAK,FEBRUARY,2026
02/16/2026 16:00:00,9.7,18.3275,8.19,10.64,16,02/16/2026,WDPEAK,FEBRUARY,2026
02/16/2026 17:00:00,8.55,18.5875,8.99,11.865,17,02/16/2026,WDPEAK,FEBRUARY,2026
02/16/2026 18:00:00,25.86,23.675,25.35,21.5125,18,02/16/2026,WDPEAK,FEBRUARY,2026
02/16/2026 19:00:00,24.4,23.0775,24.16,22.7525,19,02/16/2026,WDPEAK,FEBRUARY,2026
02/16/2026 20:00:00,21.45,21.435,23.4,21.9575,20,02/16/2026,WDPEAK,FEBRUARY,2026
02/16/2026 21:00:00,17.75,22.695,20.47,23.1225,21,02/16/2026,WDPEAK,FEBRUARY,2026
02/16/2026 22:00:00,16.27,17.42,18.4,19.0275,22,02/16/2026,WDPEAK,FEBRUARY,2026
02/16/2026 23:00:00,14.4,15.2525,17.08,17.0625,23,02/16/2026,OFFPEAK,FEBRUARY,2026
02/17/2026 00:00:00,13.86,14.5325,16.63,16.5225,24,02/16/2026,OFFPEAK,FEBRUARY,2026
02/17/2026 01:00:00,11.35,13.6825,13.77,15.92,1,02/17/2026,OFFPEAK,FEBRUARY,2026
02/17/2026 02:00:00,9.77,11.965,12.41,13.865,2,02/17/2026,OFFPEAK,FEBRUARY,2026
02/17/2026 03:00:00,9.67,11.7025,12.38,13.735,3,02/17/2026,OFFPEAK,FEBRUARY,2026
02/17/2026 04:00:00,9.96,10.9025,12.53,13.485,4,02/17/2026,OFFPEAK,FEBRUARY,2026
02/17/2026 05:00:00,10.8,7.4575,13.56,9.8325,5,02/17/2026,OFFPEAK,FEBRUARY,2026
02/17/2026 06:00:00,14.54,10.935,17.31,14.4275,6,02/17/2026,OFFPEAK,FEBRUARY,2026
02/17/2026 07:00:00,16.21,13.5925,18.25,17.245,7,02/17/2026,WDPEAK,FEBRUARY,2026
02/17/2026 08:00:00,15.64,13.6525,18.24,15.9625,8,02/17/2026,WDPEAK,FEBRUARY,2026
02/17/2026 09:00:00,4.41,11.5,9.05,12.4175,9,02/17/2026,WDPEAK,FEBRUARY,2026
02/17/2026 10:00:00,3.06,5.94,5.64,11.355,10,02/17/2026,WDPEAK,FEBRUARY,2026
02/17/2026 11:00:00,2.73,2.975,6.6,5.83,11,02/17/2026,WDPEAK,FEBRUARY,2026
02/17/2026 12:00:00,3.53,2.635,7.92,11.5925,12,02/17/2026,WDPEAK,FEBRUARY,2026
02/17/2026 13:00:00,5.86,2.7575,5.78,10.5175,13,02/17/2026,WDPEAK,FEBRUARY,2026
02/17/2026 14:00:00,8.34,5.4525,8.02,13.875,14,02/17/2026,WDPEAK,FEBRUARY,2026
02/17/2026 15:00:00,6.01,5.92,7.39,12.875,15,02/17/2026,WDPEAK,FEBRUARY,2026
02/17/2026 16:00:00,4,8.875,9.76,12.4925,16,02/17/2026,WDPEAK,FEBRUARY,2026
02/17/2026 17:00:00,1.61,12.05,9.75,13.93,17,02/17/2026,WDPEAK,FEBRUARY,2026
02/17/2026 18:00:00,12.17,18.925,18.2,19.3075,18,02/17/2026,WDPEAK,FEBRUARY,2026
02/17/2026 19:00:00,11.29,22.7825,22.37,20.8975,19,02/17/2026,WDPEAK,FEBRUARY,2026
02/17/2026 20:00:00,11.58,22.1425,24.7,21.08,20,02/17/2026,WDPEAK,FEBRUARY,2026
02/17/2026 21:00:00,7.6,23.1,22.98,21.59,21,02/17/2026,WDPEAK,FEBRUARY,2026
02/17/2026 22:00:00,6.21,17.75,22.69,20.085,22,02/17/2026,WDPEAK,FEBRUARY,2026
02/17/2026 23:00:00,3.69,24.37,21.58,19.92,23,02/17/2026,OFFPEAK,FEBRUARY,2026
02/18/2026 00:00:00,1.32,24.3125,18.39,19.9325,24,02/17/2026,OFFPEAK,FEBRUARY,2026
02/18/2026 01:00:00,-1.07,15.1275,17.25,16.8725,1,02/18/2026,OFFPEAK,FEBRUARY,2026
02/18/2026 02:00:00,-1.75,14.935,17.44,16.075,2,02/18/2026,OFFPEAK,FEBRUARY,2026
02/18/2026 03:00:00,-3.24,13.0975,17,14.33,3,02/18/2026,OFFPEAK,FEBRUARY,2026
02/18/2026 04:00:00,-3.97,18.065,16.08,13.425,4,02/18/2026,OFFPEAK,FEBRUARY,2026
02/18/2026 05:00:00,4.92,16.82,18.27,13.08,5,02/18/2026,OFFPEAK,FEBRUARY,2026
02/18/2026 06:00:00,13.27,.825,22.43,17.535,6,02/18/2026,OFFPEAK,FEBRUARY,2026
02/18/2026 07:00:00,24.3,12.2225,26.76,20.5025,7,02/18/2026,WDPEAK,FEBRUARY,2026
02/18/2026 08:00:00,20.59,1.0825,27.31,21.065,8,02/18/2026,WDPEAK,FEBRUARY,2026
02/18/2026 09:00:00,16.92,4.8625,19.75,22.0125,9,02/18/2026,WDPEAK,FEBRUARY,2026
02/18/2026 10:00:00,14.91,15.7675,17.14,17.5825,10,02/18/2026,WDPEAK,FEBRUARY,2026
02/18/2026 11:00:00,15.94,18.79,15.59,19.62,11,02/18/2026,WDPEAK,FEBRUARY,2026
02/18/2026 12:00:00,15.29,17.305,15.57,17.55,12,02/18/2026,WDPEAK,FEBRUARY,2026
02/18/2026 13:00:00,14.72,14.18,14.83,17.2925,13,02/18/2026,WDPEAK,FEBRUARY,2026
02/18/2026 14:00:00,18.26,16.3325,15.6,32.195,14,02/18/2026,WDPEAK,FEBRUARY,2026
02/18/2026 15:00:00,18.26,23.62,16.51,34.4525,15,02/18/2026,WDPEAK,FEBRUARY,2026
02/18/2026 16:00:00,19.99,23.1575,16.76,36.005,16,02/18/2026,WDPEAK,FEBRUARY,2026
02/18/2026 17:00:00,22.33,23.0225,16.84,28.4475,17,02/18/2026,WDPEAK,FEBRUARY,2026
02/18/2026 18:00:00,25.48,19.9175,24.17,29.055,18,02/18/2026,WDPEAK,FEBRUARY,2026
02/18/2026 19:00:00,21.12,20.4075,23.14,24.29,19,02/18/2026,WDPEAK,FEBRUARY,2026
02/18/2026 20:00:00,20.43,19.96,22.46,22.635,20,02/18/2026,WDPEAK,FEBRUARY,2026
02/18/2026 21:00:00,12.48,20.7925,21.58,23.1075,21,02/18/2026,WDPEAK,FEBRUARY,2026
02/18/2026 22:00:00,8.78,25.1575,18.68,22.7725,22,02/18/2026,WDPEAK,FEBRUARY,2026
02/18/2026 23:00:00,5.4,15.15,16.8,23.2725,23,02/18/2026,OFFPEAK,FEBRUARY,2026
02/19/2026 00:00:00,1.27,12.045,15.05,16.8075,24,02/18/2026,OFFPEAK,FEBRUARY,2026
02/19/2026 01:00:00,12.26,11.965,15.92,14.6775,1,02/19/2026,OFFPEAK,FEBRUARY,2026
02/19/2026 02:00:00,8.25,11.3325,14.9,13.565,2,02/19/2026,OFFPEAK,FEBRUARY,2026
02/19/2026 03:00:00,10.18,12.57,13.85,13.665,3,02/19/2026,OFFPEAK,FEBRUARY,2026
02/19/2026 04:00:00,14.87,11.765,14.9,14.6975,4,02/19/2026,OFFPEAK,FEBRUARY,2026
02/19/2026 05:00:00,16.96,12.6175,16.15,14.965,5,02/19/2026,OFFPEAK,FEBRUARY,2026
02/19/2026 06:00:00,10.84,16.4425,17.21,18.6825,6,02/19/2026,OFFPEAK,FEBRUARY,2026
02/19/2026 07:00:00,14.15,17.64,20.14,20.265,7,02/19/2026,WDPEAK,FEBRUARY,2026
02/19/2026 08:00:00,17.68,15.8,20.44,18.595,8,02/19/2026,WDPEAK,FEBRUARY,2026
02/19/2026 09:00:00,15.25,12.155,14.32,21.66,9,02/19/2026,WDPEAK,FEBRUARY,2026
02/19/2026 10:00:00,10.34,13.685,11.75,28.51,10,02/19/2026,WDPEAK,FEBRUARY,2026
02/19/2026 11:00:00,13.11,14.075,14.03,28.3025,11,02/19/2026,WDPEAK,FEBRUARY,2026
02/19/2026 12:00:00,17.58,13.48,18,19.2575,12,02/19/2026,WDPEAK,FEBRUARY,2026
02/19/2026 13:00:00,19.48,16.965,18.05,22.345,13,02/19/2026,WDPEAK,FEBRUARY,2026
02/19/2026 14:00:00,23.09,17.04,19.42,24.3225,14,02/19/2026,WDPEAK,FEBRUARY,2026
02/19/2026 15:00:00,21.47,29.9,20.29,34.43,15,02/19/2026,WDPEAK,FEBRUARY,2026
02/19/2026 16:00:00,21.75,35.935,20.05,44.4575,16,02/19/2026,WDPEAK,FEBRUARY,2026
02/19/2026 17:00:00,19.23,38.74,20.21,48.2425,17,02/19/2026,WDPEAK,FEBRUARY,2026
02/19/2026 18:00:00,28.07,43.195,27.5,42.97,18,02/19/2026,WDPEAK,FEBRUARY,2026
02/19/2026 19:00:00,33.51,49.3625,37.91,45.4875,19,02/19/2026,WDPEAK,FEBRUARY,2026
02/19/2026 20:00:00,24.28,64.6775,34.89,60.0725,20,02/19/2026,WDPEAK,FEBRUARY,2026
02/19/2026 21:00:00,23.26,71.3775,31.69,65.7975,21,02/19/2026,WDPEAK,FEBRUARY,2026
02/19/2026 22:00:00,21.29,60.725,29.07,56.09,22,02/19/2026,WDPEAK,FEBRUARY,2026
02/19/2026 23:00:00,19.49,30.265,24.8,28.06,23,02/19/2026,OFFPEAK,FEBRUARY,2026
02/20/2026 00:00:00,20.26,27.575,21.29,25.15,24,02/19/2026,OFFPEAK,FEBRUARY,2026
02/20/2026 01:00:00,16.75,25.3925,18.21,21.28,1,02/20/2026,OFFPEAK,FEBRUARY,2026
02/20/2026 02:00:00,16.9,26.64,17.97,21.65,2,02/20/2026,OFFPEAK,FEBRUARY,2026
02/20/2026 03:00:00,16.41,24.8625,17.27,19.59,3,02/20/2026,OFFPEAK,FEBRUARY,2026
02/20/2026 04:00:00,16.44,22.065,17.19,17.1425,4,02/20/2026,OFFPEAK,FEBRUARY,2026
02/20/2026 05:00:00,16.81,19.845,17.41,17.8325,5,02/20/2026,OFFPEAK,FEBRUARY,2026
02/20/2026 06:00:00,21.48,22.3825,21.73,21.5425,6,02/20/2026,OFFPEAK,FEBRUARY,2026
02/20/2026 07:00:00,26.97,25.9925,26.94,25.0925,7,02/20/2026,WDPEAK,FEBRUARY,2026
02/20/2026 08:00:00,27.81,25.81,27.32,24.885,8,02/20/2026,WDPEAK,FEBRUARY,2026
02/20/2026 09:00:00,20.69,19.4625,20.37,19.555,9,02/20/2026,WDPEAK,FEBRUARY,2026
02/20/2026 10:00:00,17.97,17.185,18.78,20.91,10,02/20/2026,WDPEAK,FEBRUARY,2026
02/20/2026 11:00:00,17.18,15.9125,19.38,17.365,11,02/20/2026,WDPEAK,FEBRUARY,2026
02/20/2026 12:00:00,18.03,16.2325,22.52,19.8725,12,02/20/2026,WDPEAK,FEBRUARY,2026
02/20/2026 13:00:00,17.8,16.5175,22.18,25.065,13,02/20/2026,WDPEAK,FEBRUARY,2026
02/20/2026 14:00:00,17.87,15.85,24.98,21.9575,14,02/20/2026,WDPEAK,FEBRUARY,2026
02/20/2026 15:00:00,18.72,21.2575,25.79,21.4625,15,02/20/2026,WDPEAK,FEBRUARY,2026
02/20/2026 16:00:00,19.33,33.6575,29.24,31.61,16,02/20/2026,WDPEAK,FEBRUARY,2026
02/20/2026 17:00:00,19.21,45.345,30.38,40.5,17,02/20/2026,WDPEAK,FEBRUARY,2026
02/20/2026 18:00:00,26.79,67.1025,31.99,41,18,02/20/2026,WDPEAK,FEBRUARY,2026
02/20/2026 19:00:00,29.89,56.7675,30.73,41.075,19,02/20/2026,WDPEAK,FEBRUARY,2026
02/20/2026 20:00:00,25.79,49.0425,26.96,46.3475,20,02/20/2026,WDPEAK,FEBRUARY,2026
02/20/2026 21:00:00,23.47,60.8025,24.07,57.1625,21,02/20/2026,WDPEAK,FEBRUARY,2026
02/20/2026 22:00:00,21.22,57.0325,21.47,53.71,22,02/20/2026,WDPEAK,FEBRUARY,2026
02/20/2026 23:00:00,18.71,31.8825,19.14,30.485,23,02/20/2026,OFFPEAK,FEBRUARY,2026
02/21/2026 00:00:00,19.55,30.6425,19.41,22.8475,24,02/20/2026,OFFPEAK,FEBRUARY,2026
02/21/2026 01:00:00,20.22,22.4875,19.9,22.465,1,02/21/2026,OFFPEAK,FEBRUARY,2026
02/21/2026 02:00:00,19.78,21.9425,19.63,21.92,2,02/21/2026,OFFPEAK,FEBRUARY,2026
02/21/2026 03:00:00,18,19.065,17.84,19.055,3,02/21/2026,OFFPEAK,FEBRUARY,2026
02/21/2026 04:00:00,18.21,21.155,18.02,21.135,4,02/21/2026,OFFPEAK,FEBRUARY,2026
02/21/2026 05:00:00,18.52,31.895,18.33,19.5975,5,02/21/2026,OFFPEAK,FEBRUARY,2026
02/21/2026 06:00:00,18.77,22.885,18.11,15.6575,6,02/21/2026,OFFPEAK,FEBRUARY,2026
02/21/2026 07:00:00,16.9,29.105,16.47,17.84,7,02/21/2026,WEPEAK,FEBRUARY,2026
02/21/2026 08:00:00,16.01,25.3975,14.97,18.905,8,02/21/2026,WEPEAK,FEBRUARY,2026
02/21/2026 09:00:00,14.48,32.0225,14.55,27.81,9,02/21/2026,WEPEAK,FEBRUARY,2026
02/21/2026 10:00:00,12.27,25.6525,14.95,17.5725,10,02/21/2026,WEPEAK,FEBRUARY,2026
02/21/2026 11:00:00,11.3,10.535,16.2,22.1425,11,02/21/2026,WEPEAK,FEBRUARY,2026
02/21/2026 12:00:00,10.56,7.8525,17.07,23.14,12,02/21/2026,WEPEAK,FEBRUARY,2026
02/21/2026 13:00:00,10.63,2.7025,18.93,16.4675,13,02/21/2026,WEPEAK,FEBRUARY,2026
02/21/2026 14:00:00,6.52,1.3425,18.1,11.8325,14,02/21/2026,WEPEAK,FEBRUARY,2026
02/21/2026 15:00:00,4.42,3.7475,14.95,15.4225,15,02/21/2026,WEPEAK,FEBRUARY,2026
02/21/2026 16:00:00,2.04,3.82,14.74,20.6425,16,02/21/2026,WEPEAK,FEBRUARY,2026
02/21/2026 17:00:00,.42,2.2875,13.63,18.0125,17,02/21/2026,WEPEAK,FEBRUARY,2026
02/21/2026 18:00:00,8.72,20.09,16.48,22.6975,18,02/21/2026,WEPEAK,FEBRUARY,2026
02/21/2026 19:00:00,16.06,35.69,21.22,35.045,19,02/21/2026,WEPEAK,FEBRUARY,2026
02/21/2026 20:00:00,14.15,34.0975,21.4,34.235,20,02/21/2026,WEPEAK,FEBRUARY,2026
02/21/2026 21:00:00,9.98,29.73,21.29,28.895,21,02/21/2026,WEPEAK,FEBRUARY,2026
