DATETIME,GKS_BESS_RN (DALMP),GKS_BESS_RN (RTLMP),HB_HOUSTON (DALMP),HB_HOUSTON (RTLMP),HOURENDING,MARKETDAY,PEAKTYPE,MONTH,YEAR
02/01/2026 19:00:00,45.08,55.8675,44.58,55.8675,19,02/01/2026,WEPEAK,FEBRUARY,2026
02/01/2026 20:00:00,37.28,37.06,36.82,37.06,20,02/01/2026,WEPEAK,FEBRUARY,2026
02/01/2026 21:00:00,28.31,27.815,27.8,27.815,21,02/01/2026,WEPEAK,FEBRUARY,2026
02/01/2026 22:00:00,25.13,24.44,24.69,24.44,22,02/01/2026,WEPEAK,FEBRUARY,2026
02/01/2026 23:00:00,23.55,22.3925,23.01,23.0325,23,02/01/2026,OFFPEAK,FEBRUARY,2026
02/02/2026 00:00:00,24.2,22.225,24.09,22.9875,24,02/01/2026,OFFPEAK,FEBRUARY,2026
02/02/2026 01:00:00,21.64,22.2525,22.38,22.93,1,02/02/2026,OFFPEAK,FEBRUARY,2026
02/02/2026 02:00:00,22.46,21.975,23.22,22.4875,2,02/02/2026,OFFPEAK,FEBRUARY,2026
02/02/2026 03:00:00,22.62,21.8875,23.34,22.615,3,02/02/2026,OFFPEAK,FEBRUARY,2026
02/02/2026 04:00:00,23.61,22.8775,24.17,23.0575,4,02/02/2026,OFFPEAK,FEBRUARY,2026
02/02/2026 05:00:00,24.41,24.0675,24.9,24.625,5,02/02/2026,OFFPEAK,FEBRUARY,2026
02/02/2026 06:00:00,30.64,29.5425,31.33,29.105,6,02/02/2026,OFFPEAK,FEBRUARY,2026
02/02/2026 07:00:00,29.77,44.7475,30.19,44.3375,7,02/02/2026,WDPEAK,FEBRUARY,2026
02/02/2026 08:00:00,31.44,47.255,30.56,49.0375,8,02/02/2026,WDPEAK,FEBRUARY,2026
02/02/2026 09:00:00,21.71,20.2175,22.02,18.32,9,02/02/2026,WDPEAK,FEBRUARY,2026
02/02/2026 10:00:00,10.93,12.1875,11.94,12.3325,10,02/02/2026,WDPEAK,FEBRUARY,2026
02/02/2026 11:00:00,1.13,-.965,2.89,1.1475,11,02/02/2026,WDPEAK,FEBRUARY,2026
02/02/2026 12:00:00,-1.34,-2.8875,1.03,-1.0275,12,02/02/2026,WDPEAK,FEBRUARY,2026
02/02/2026 13:00:00,-3.79,-9.025,1.49,-.545,13,02/02/2026,WDPEAK,FEBRUARY,2026
02/02/2026 14:00:00,-5.47,-14.305,1.66,3.1925,14,02/02/2026,WDPEAK,FEBRUARY,2026
02/02/2026 15:00:00,-7.12,-15.0125,1.33,-.7775,15,02/02/2026,WDPEAK,FEBRUARY,2026
02/02/2026 16:00:00,-6.74,-20.0775,1.72,12.1075,16,02/02/2026,WDPEAK,FEBRUARY,2026
02/02/2026 17:00:00,-5.63,-18.245,5,19.4225,17,02/02/2026,WDPEAK,FEBRUARY,2026
02/02/2026 18:00:00,3.69,-11.12,19.01,22.9675,18,02/02/2026,WDPEAK,FEBRUARY,2026
02/02/2026 19:00:00,6.52,-3.57,22.39,20.9225,19,02/02/2026,WDPEAK,FEBRUARY,2026
02/02/2026 20:00:00,6.59,-4.21,20.95,21.255,20,02/02/2026,WDPEAK,FEBRUARY,2026
02/02/2026 21:00:00,2.07,-4.74,19.51,22.9675,21,02/02/2026,WDPEAK,FEBRUARY,2026
02/02/2026 22:00:00,1.23,-15.4575,18,19.2775,22,02/02/2026,WDPEAK,FEBRUARY,2026
02/02/2026 23:00:00,1.76,-9.6725,17.72,17.4325,23,02/02/2026,OFFPEAK,FEBRUARY,2026
02/03/2026 00:00:00,-1.01,-9.6225,15.34,16.7875,24,02/02/2026,OFFPEAK,FEBRUARY,2026
02/03/2026 01:00:00,-2.36,-9.2675,14.93,17.0525,1,02/03/2026,OFFPEAK,FEBRUARY,2026
02/03/2026 02:00:00,-4.67,-8.27,14.51,16.1525,2,02/03/2026,OFFPEAK,FEBRUARY,2026
02/03/2026 03:00:00,-4.87,-3.8975,15.42,16.585,3,02/03/2026,OFFPEAK,FEBRUARY,2026
02/03/2026 04:00:00,-3.64,-.9,16.27,19.5,4,02/03/2026,OFFPEAK,FEBRUARY,2026
02/03/2026 05:00:00,1.5,6.2775,17.9,22.21,5,02/03/2026,OFFPEAK,FEBRUARY,2026
02/03/2026 06:00:00,11.96,14.35,21.94,20.935,6,02/03/2026,OFFPEAK,FEBRUARY,2026
02/03/2026 07:00:00,17.58,17.6475,21.94,22.6925,7,02/03/2026,WDPEAK,FEBRUARY,2026
02/03/2026 08:00:00,23.32,21.4925,25.72,25.225,8,02/03/2026,WDPEAK,FEBRUARY,2026
02/03/2026 09:00:00,20.03,21.475,21.66,22.395,9,02/03/2026,WDPEAK,FEBRUARY,2026
02/03/2026 10:00:00,15,9.7525,17.32,17.9675,10,02/03/2026,WDPEAK,FEBRUARY,2026
02/03/2026 11:00:00,8.14,-3.17,13.81,13.2975,11,02/03/2026,WDPEAK,FEBRUARY,2026
02/03/2026 12:00:00,11.65,-2.02,12.35,13.3925,12,02/03/2026,WDPEAK,FEBRUARY,2026
02/03/2026 13:00:00,12.75,6.855,9.75,6.7975,13,02/03/2026,WDPEAK,FEBRUARY,2026
02/03/2026 14:00:00,14.14,10.875,10.76,-.065,14,02/03/2026,WDPEAK,FEBRUARY,2026
02/03/2026 15:00:00,15.82,1.84,12,-1.625,15,02/03/2026,WDPEAK,FEBRUARY,2026
02/03/2026 16:00:00,15.99,.2025,14.16,-.6875,16,02/03/2026,WDPEAK,FEBRUARY,2026
02/03/2026 17:00:00,21.52,2.0575,19.89,4.39,17,02/03/2026,WDPEAK,FEBRUARY,2026
02/03/2026 18:00:00,32.81,11.58,35.22,38.57,18,02/03/2026,WDPEAK,FEBRUARY,2026
02/03/2026 19:00:00,33.95,10.19,42.21,45.2675,19,02/03/2026,WDPEAK,FEBRUARY,2026
02/03/2026 20:00:00,25.86,.21,39.35,33.8875,20,02/03/2026,WDPEAK,FEBRUARY,2026
02/03/2026 21:00:00,27.34,-2.3,41.77,24.8125,21,02/03/2026,WDPEAK,FEBRUARY,2026
02/03/2026 22:00:00,30.74,2.44,38.19,21.595,22,02/03/2026,WDPEAK,FEBRUARY,2026
02/03/2026 23:00:00,33.88,19.3575,41.43,20.3475,23,02/03/2026,OFFPEAK,FEBRUARY,2026
02/04/2026 00:00:00,30.81,22.53,35.89,20.865,24,02/03/2026,OFFPEAK,FEBRUARY,2026
02/04/2026 01:00:00,24.94,23.075,26.39,21.815,1,02/04/2026,OFFPEAK,FEBRUARY,2026
02/04/2026 02:00:00,24,22.64,25.97,22.2375,2,02/04/2026,OFFPEAK,FEBRUARY,2026
02/04/2026 03:00:00,23.8,21.15,25.94,21.2075,3,02/04/2026,OFFPEAK,FEBRUARY,2026
02/04/2026 04:00:00,23.05,21.1275,25.54,21.4575,4,02/04/2026,OFFPEAK,FEBRUARY,2026
02/04/2026 05:00:00,21.22,23.3575,28.32,22.905,5,02/04/2026,OFFPEAK,FEBRUARY,2026
02/04/2026 06:00:00,24.04,22.8325,33.88,26.6875,6,02/04/2026,OFFPEAK,FEBRUARY,2026
02/04/2026 07:00:00,16.77,28.3875,35.48,30.1725,7,02/04/2026,WDPEAK,FEBRUARY,2026
02/04/2026 08:00:00,16.6,6.96,39.51,26.08,8,02/04/2026,WDPEAK,FEBRUARY,2026
02/04/2026 09:00:00,3.39,-5.6275,21.2,9.7125,9,02/04/2026,WDPEAK,FEBRUARY,2026
02/04/2026 10:00:00,-8.67,-18.5425,8.93,-1.0525,10,02/04/2026,WDPEAK,FEBRUARY,2026
02/04/2026 11:00:00,-13.01,-16.905,5.2,-1.815,11,02/04/2026,WDPEAK,FEBRUARY,2026
02/04/2026 12:00:00,-9.4,-27.285,2.08,-1.4775,12,02/04/2026,WDPEAK,FEBRUARY,2026
02/04/2026 13:00:00,-5.09,-31.07,.74,-2.485,13,02/04/2026,WDPEAK,FEBRUARY,2026
02/04/2026 14:00:00,-3.94,-32.2675,1,-2.1525,14,02/04/2026,WDPEAK,FEBRUARY,2026
02/04/2026 15:00:00,-4.12,-33.8975,.62,-2.1375,15,02/04/2026,WDPEAK,FEBRUARY,2026
02/04/2026 16:00:00,-4.03,-32.26,.36,-3.065,16,02/04/2026,WDPEAK,FEBRUARY,2026
02/04/2026 17:00:00,-4.43,-31.2475,4.04,-4.4725,17,02/04/2026,WDPEAK,FEBRUARY,2026
02/04/2026 18:00:00,16.07,9.2425,24.08,16.2575,18,02/04/2026,WDPEAK,FEBRUARY,2026
02/04/2026 19:00:00,26.13,45.885,36.39,45.885,19,02/04/2026,WDPEAK,FEBRUARY,2026
02/04/2026 20:00:00,30.18,48.235,37.91,50.0025,20,02/04/2026,WDPEAK,FEBRUARY,2026
02/04/2026 21:00:00,35.22,43.3875,40.09,51.235,21,02/04/2026,WDPEAK,FEBRUARY,2026
02/04/2026 22:00:00,29.87,41.2375,41.92,51.12,22,02/04/2026,WDPEAK,FEBRUARY,2026
02/04/2026 23:00:00,27.64,31.89,39.87,51.415,23,02/04/2026,OFFPEAK,FEBRUARY,2026
02/05/2026 00:00:00,20.89,18.5175,36.29,43.6725,24,02/04/2026,OFFPEAK,FEBRUARY,2026
02/05/2026 01:00:00,18.66,12.38,35.67,33.8575,1,02/05/2026,OFFPEAK,FEBRUARY,2026
02/05/2026 02:00:00,17.33,16.3025,32.47,25.2025,2,02/05/2026,OFFPEAK,FEBRUARY,2026
02/05/2026 03:00:00,21.92,14.8825,30.95,22.2025,3,02/05/2026,OFFPEAK,FEBRUARY,2026
02/05/2026 04:00:00,23.48,16.625,28.22,22.1975,4,02/05/2026,OFFPEAK,FEBRUARY,2026
02/05/2026 05:00:00,27.7,23.875,30.29,22.3125,5,02/05/2026,OFFPEAK,FEBRUARY,2026
02/05/2026 06:00:00,31.09,25.0875,32.11,23.095,6,02/05/2026,OFFPEAK,FEBRUARY,2026
02/05/2026 07:00:00,39.71,25.9125,39.2,24.455,7,02/05/2026,WDPEAK,FEBRUARY,2026
02/05/2026 08:00:00,36.31,24.9725,33.69,24.19,8,02/05/2026,WDPEAK,FEBRUARY,2026
02/05/2026 09:00:00,22.54,9.6225,18.39,8.9125,9,02/05/2026,WDPEAK,FEBRUARY,2026
02/05/2026 10:00:00,11.67,11.4125,5.01,1.0025,10,02/05/2026,WDPEAK,FEBRUARY,2026
02/05/2026 11:00:00,8.55,9.3675,.86,.29,11,02/05/2026,WDPEAK,FEBRUARY,2026
02/05/2026 12:00:00,7.36,11.5375,.25,-.2975,12,02/05/2026,WDPEAK,FEBRUARY,2026
02/05/2026 13:00:00,7.23,13.1975,.23,-.5625,13,02/05/2026,WDPEAK,FEBRUARY,2026
02/05/2026 14:00:00,7.28,13.14,.07,-.3475,14,02/05/2026,WDPEAK,FEBRUARY,2026
02/05/2026 15:00:00,5.13,11.1475,-.13,-.1775,15,02/05/2026,WDPEAK,FEBRUARY,2026
02/05/2026 16:00:00,5.21,2.94,-.05,-.7725,16,02/05/2026,WDPEAK,FEBRUARY,2026
02/05/2026 17:00:00,5.35,.595,3.82,.4025,17,02/05/2026,WDPEAK,FEBRUARY,2026
02/05/2026 18:00:00,26.94,42.2325,25.85,42.2325,18,02/05/2026,WDPEAK,FEBRUARY,2026
02/05/2026 19:00:00,40.23,49.6875,39.05,51.6925,19,02/05/2026,WDPEAK,FEBRUARY,2026
02/05/2026 20:00:00,40.95,41.305,40.35,41.2575,20,02/05/2026,WDPEAK,FEBRUARY,2026
02/05/2026 21:00:00,34.76,30.81,34.79,29.5075,21,02/05/2026,WDPEAK,FEBRUARY,2026
02/05/2026 22:00:00,29.72,26.5725,30.16,25.0925,22,02/05/2026,WDPEAK,FEBRUARY,2026
02/05/2026 23:00:00,22.39,25.355,22.69,23.1575,23,02/05/2026,OFFPEAK,FEBRUARY,2026
02/06/2026 00:00:00,22.22,22.8075,22.68,20.2175,24,02/05/2026,OFFPEAK,FEBRUARY,2026
02/06/2026 01:00:00,19.4,24.6225,20.04,20.7275,1,02/06/2026,OFFPEAK,FEBRUARY,2026
02/06/2026 02:00:00,18.26,23.6425,18.9,20.84,2,02/06/2026,OFFPEAK,FEBRUARY,2026
02/06/2026 03:00:00,18.14,23.42,18.78,20.965,3,02/06/2026,OFFPEAK,FEBRUARY,2026
02/06/2026 04:00:00,18.37,23.4975,19,21.5975,4,02/06/2026,OFFPEAK,FEBRUARY,2026
02/06/2026 05:00:00,19.29,25.1975,20.15,22.5625,5,02/06/2026,OFFPEAK,FEBRUARY,2026
02/06/2026 06:00:00,24.45,28.56,24.77,25.73,6,02/06/2026,OFFPEAK,FEBRUARY,2026
02/06/2026 07:00:00,28.75,32.815,28.63,30.7075,7,02/06/2026,WDPEAK,FEBRUARY,2026
02/06/2026 08:00:00,30.25,38.185,27.45,37.17,8,02/06/2026,WDPEAK,FEBRUARY,2026
02/06/2026 09:00:00,17.8,13.88,16.09,13.85,9,02/06/2026,WDPEAK,FEBRUARY,2026
02/06/2026 10:00:00,6.8,16.555,4,11.32,10,02/06/2026,WDPEAK,FEBRUARY,2026
02/06/2026 11:00:00,7.39,19.255,4,16.7025,11,02/06/2026,WDPEAK,FEBRUARY,2026
02/06/2026 12:00:00,7.49,17.095,5.6,16.575,12,02/06/2026,WDPEAK,FEBRUARY,2026
02/06/2026 13:00:00,11.26,17.5725,8.93,15.29,13,02/06/2026,WDPEAK,FEBRUARY,2026
02/06/2026 14:00:00,13.79,20.175,10.62,15.7575,14,02/06/2026,WDPEAK,FEBRUARY,2026
02/06/2026 15:00:00,15.1,25.4875,9.95,16.43,15,02/06/2026,WDPEAK,FEBRUARY,2026
02/06/2026 16:00:00,12.55,28.26,8.67,15.89,16,02/06/2026,WDPEAK,FEBRUARY,2026
02/06/2026 17:00:00,16.17,19,14.92,17.2825,17,02/06/2026,WDPEAK,FEBRUARY,2026
02/06/2026 18:00:00,39.62,53.6375,39.76,54.155,18,02/06/2026,WDPEAK,FEBRUARY,2026
02/06/2026 19:00:00,38.91,53.025,40.46,52.83,19,02/06/2026,WDPEAK,FEBRUARY,2026
02/06/2026 20:00:00,37.4,32.63,39.99,33.5775,20,02/06/2026,WDPEAK,FEBRUARY,2026
02/06/2026 21:00:00,29.97,28.79,33.46,28.3875,21,02/06/2026,WDPEAK,FEBRUARY,2026
02/06/2026 22:00:00,22.04,27.84,27.01,26.7175,22,02/06/2026,WDPEAK,FEBRUARY,2026
02/06/2026 23:00:00,17.79,24.0775,21.13,23.885,23,02/06/2026,OFFPEAK,FEBRUARY,2026
02/07/2026 00:00:00,16.47,23.0325,21.7,23.34,24,02/06/2026,OFFPEAK,FEBRUARY,2026
02/07/2026 01:00:00,19.78,24.6575,22.31,24.4275,1,02/07/2026,OFFPEAK,FEBRUARY,2026
02/07/2026 02:00:00,15.83,21.635,19.86,22.315,2,02/07/2026,OFFPEAK,FEBRUARY,2026
02/07/2026 03:00:00,17.37,23.105,19.86,22.0775,3,02/07/2026,OFFPEAK,FEBRUARY,2026
02/07/2026 04:00:00,17.5,21.35,18.9,22.46,4,02/07/2026,OFFPEAK,FEBRUARY,2026
02/07/2026 05:00:00,21.74,21.4225,21.33,20.4125,5,02/07/2026,OFFPEAK,FEBRUARY,2026
02/07/2026 06:00:00,26.72,27.6475,24.75,20.9875,6,02/07/2026,OFFPEAK,FEBRUARY,2026
02/07/2026 07:00:00,32.04,26.2925,29.46,21.505,7,02/07/2026,WEPEAK,FEBRUARY,2026
02/07/2026 08:00:00,31.71,34.6,27.58,22.4775,8,02/07/2026,WEPEAK,FEBRUARY,2026
02/07/2026 09:00:00,20.69,16.8425,17.72,11.555,9,02/07/2026,WEPEAK,FEBRUARY,2026
02/07/2026 10:00:00,8.73,12.065,3.9,.495,10,02/07/2026,WEPEAK,FEBRUARY,2026
02/07/2026 11:00:00,7.33,7.065,3.86,.2,11,02/07/2026,WEPEAK,FEBRUARY,2026
02/07/2026 12:00:00,6.89,8.785,2.15,-.3475,12,02/07/2026,WEPEAK,FEBRUARY,2026
02/07/2026 13:00:00,6.44,1.3525,1.8,-.005,13,02/07/2026,WEPEAK,FEBRUARY,2026
02/07/2026 14:00:00,1.61,0,1.21,0,14,02/07/2026,WEPEAK,FEBRUARY,2026
02/07/2026 15:00:00,.65,-.065,1.07,-.07,15,02/07/2026,WEPEAK,FEBRUARY,2026
02/07/2026 16:00:00,.02,-.4325,.38,-.74,16,02/07/2026,WEPEAK,FEBRUARY,2026
02/07/2026 17:00:00,-.2,3.025,2.74,1.61,17,02/07/2026,WEPEAK,FEBRUARY,2026
02/07/2026 18:00:00,25.03,21.2475,30.15,30.8825,18,02/07/2026,WEPEAK,FEBRUARY,2026
02/07/2026 19:00:00,22.69,35.14,28.68,35.1525,19,02/07/2026,WEPEAK,FEBRUARY,2026
02/07/2026 20:00:00,17.67,25.5575,25.2,25.7575,20,02/07/2026,WEPEAK,FEBRUARY,2026
02/07/2026 21:00:00,12.11,17.2575,20.28,20.0525,21,02/07/2026,WEPEAK,FEBRUARY,2026
02/07/2026 22:00:00,11.87,16.17,18.32,17.26,22,02/07/2026,WEPEAK,FEBRUARY,2026
02/07/2026 23:00:00,12.54,15.3775,16.08,16.775,23,02/07/2026,OFFPEAK,FEBRUARY,2026
02/08/2026 00:00:00,12.34,15.175,15.75,18.2725,24,02/07/2026,OFFPEAK,FEBRUARY,2026
02/08/2026 01:00:00,11.47,13.89,14.02,17.15,1,02/08/2026,OFFPEAK,FEBRUARY,2026
02/08/2026 02:00:00,12.72,15.4425,14.64,17.0175,2,02/08/2026,OFFPEAK,FEBRUARY,2026
02/08/2026 03:00:00,13.58,15.97,14.23,16.715,3,02/08/2026,OFFPEAK,FEBRUARY,2026
02/08/2026 04:00:00,15.07,17.145,15.03,17.8925,4,02/08/2026,OFFPEAK,FEBRUARY,2026
02/08/2026 05:00:00,17.52,22.5625,17.37,21.95,5,02/08/2026,OFFPEAK,FEBRUARY,2026
02/08/2026 06:00:00,23.51,36.385,20.75,27.3775,6,02/08/2026,OFFPEAK,FEBRUARY,2026
02/08/2026 07:00:00,24.95,34.7075,21.6,30.3725,7,02/08/2026,WEPEAK,FEBRUARY,2026
02/08/2026 08:00:00,28.61,30.81,25.37,29.395,8,02/08/2026,WEPEAK,FEBRUARY,2026
02/08/2026 09:00:00,21.38,19.8075,17.91,19.8075,9,02/08/2026,WEPEAK,FEBRUARY,2026
02/08/2026 10:00:00,15.64,15.9225,14.94,15.9225,10,02/08/2026,WEPEAK,FEBRUARY,2026
02/08/2026 11:00:00,14.76,12.515,14.53,12.8675,11,02/08/2026,WEPEAK,FEBRUARY,2026
02/08/2026 12:00:00,13.89,11.345,13.95,11.685,12,02/08/2026,WEPEAK,FEBRUARY,2026
02/08/2026 13:00:00,13.19,14.61,13.46,14.61,13,02/08/2026,WEPEAK,FEBRUARY,2026
02/08/2026 14:00:00,13.84,12.925,14.35,12.925,14,02/08/2026,WEPEAK,FEBRUARY,2026
02/08/2026 15:00:00,14.62,.7225,15.08,.7225,15,02/08/2026,WEPEAK,FEBRUARY,2026
02/08/2026 16:00:00,14.36,1.4775,15.23,0,16,02/08/2026,WEPEAK,FEBRUARY,2026
02/08/2026 17:00:00,19.33,17.0375,21.3,9.4225,17,02/08/2026,WEPEAK,FEBRUARY,2026
02/08/2026 18:00:00,29.94,39.0625,37.6,42.475,18,02/08/2026,WEPEAK,FEBRUARY,2026
02/08/2026 19:00:00,29.73,30.285,38.61,47.5575,19,02/08/2026,WEPEAK,FEBRUARY,2026
02/08/2026 20:00:00,20.59,19.2575,37.42,55.825,20,02/08/2026,WEPEAK,FEBRUARY,2026
02/08/2026 21:00:00,14.99,21.8175,30.17,77.8175,21,02/08/2026,WEPEAK,FEBRUARY,2026
02/08/2026 22:00:00,11.74,9.885,25.42,53.1625,22,02/08/2026,WEPEAK,FEBRUARY,2026
02/08/2026 23:00:00,11.63,5.7975,25.75,33.06,23,02/08/2026,OFFPEAK,FEBRUARY,2026
02/09/2026 00:00:00,9.76,13.975,23.09,30.93,24,02/08/2026,OFFPEAK,FEBRUARY,2026
02/09/2026 01:00:00,17.43,12.75,24.92,25.315,1,02/09/2026,OFFPEAK,FEBRUARY,2026
02/09/2026 02:00:00,17.35,7.65,24.31,23.565,2,02/09/2026,OFFPEAK,FEBRUARY,2026
02/09/2026 03:00:00,17.25,5.435,23.88,22.2625,3,02/09/2026,OFFPEAK,FEBRUARY,2026
02/09/2026 04:00:00,17.34,8.2625,23.95,23.64,4,02/09/2026,OFFPEAK,FEBRUARY,2026
02/09/2026 05:00:00,19.81,11.375,25.16,27.345,5,02/09/2026,OFFPEAK,FEBRUARY,2026
02/09/2026 06:00:00,27.09,19.6675,30.88,36.1775,6,02/09/2026,OFFPEAK,FEBRUARY,2026
02/09/2026 07:00:00,32.47,20.54,31.87,34.885,7,02/09/2026,WDPEAK,FEBRUARY,2026
02/09/2026 08:00:00,34.84,22.4075,35.26,36.3925,8,02/09/2026,WDPEAK,FEBRUARY,2026
02/09/2026 09:00:00,25,13.605,21.82,20.075,9,02/09/2026,WDPEAK,FEBRUARY,2026
02/09/2026 10:00:00,16.4,12.56,16.25,16.9975,10,02/09/2026,WDPEAK,FEBRUARY,2026
02/09/2026 11:00:00,15.08,12.1575,15.58,15.61,11,02/09/2026,WDPEAK,FEBRUARY,2026
02/09/2026 12:00:00,14.8,21.955,15.09,15.965,12,02/09/2026,WDPEAK,FEBRUARY,2026
02/09/2026 13:00:00,14.76,15.0425,14.78,15.6775,13,02/09/2026,WDPEAK,FEBRUARY,2026
02/09/2026 14:00:00,14.62,22.7225,14.83,15.6275,14,02/09/2026,WDPEAK,FEBRUARY,2026
02/09/2026 15:00:00,15.59,27.915,16.18,15.6675,15,02/09/2026,WDPEAK,FEBRUARY,2026
02/09/2026 16:00:00,12.65,27.3275,15.22,16.945,16,02/09/2026,WDPEAK,FEBRUARY,2026
02/09/2026 17:00:00,20.77,22.55,19.55,30.2,17,02/09/2026,WDPEAK,FEBRUARY,2026
02/09/2026 18:00:00,28.67,18.4875,34.36,44.085,18,02/09/2026,WDPEAK,FEBRUARY,2026
02/09/2026 19:00:00,19.38,18.4375,31.59,52.025,19,02/09/2026,WDPEAK,FEBRUARY,2026
02/09/2026 20:00:00,16.42,23.4925,26.21,61.305,20,02/09/2026,WDPEAK,FEBRUARY,2026
02/09/2026 21:00:00,12,27.57,20.22,35.2125,21,02/09/2026,WDPEAK,FEBRUARY,2026
02/09/2026 22:00:00,8.45,17.915,18.08,22.5175,22,02/09/2026,WDPEAK,FEBRUARY,2026
02/09/2026 23:00:00,7.33,-.37,16.44,19.5775,23,02/09/2026,OFFPEAK,FEBRUARY,2026
02/10/2026 00:00:00,5.87,-3.3775,14.63,18.63,24,02/09/2026,OFFPEAK,FEBRUARY,2026
02/10/2026 01:00:00,-2.75,-4.1,13.33,19.92,1,02/10/2026,OFFPEAK,FEBRUARY,2026
02/10/2026 02:00:00,-4.21,-2.635,11.81,19.5125,2,02/10/2026,OFFPEAK,FEBRUARY,2026
02/10/2026 03:00:00,-4.71,-1.1,9.42,19.375,3,02/10/2026,OFFPEAK,FEBRUARY,2026
02/10/2026 04:00:00,-2.69,-2.0925,10.27,20.1025,4,02/10/2026,OFFPEAK,FEBRUARY,2026
02/10/2026 05:00:00,.75,-3.91,12.5,18.35,5,02/10/2026,OFFPEAK,FEBRUARY,2026
02/10/2026 06:00:00,7.18,-1.88,17.16,21.375,6,02/10/2026,OFFPEAK,FEBRUARY,2026
02/10/2026 07:00:00,15.07,5.3875,22.26,26.7125,7,02/10/2026,WDPEAK,FEBRUARY,2026
02/10/2026 08:00:00,17.17,8.625,22.32,29.275,8,02/10/2026,WDPEAK,FEBRUARY,2026
02/10/2026 09:00:00,17.76,11.7525,22.74,26.8975,9,02/10/2026,WDPEAK,FEBRUARY,2026
02/10/2026 10:00:00,11.15,16.345,19.87,29.0925,10,02/10/2026,WDPEAK,FEBRUARY,2026
02/10/2026 11:00:00,4.57,24.6925,20.63,31.25,11,02/10/2026,WDPEAK,FEBRUARY,2026
02/10/2026 12:00:00,3.4,28.465,20.66,24.195,12,02/10/2026,WDPEAK,FEBRUARY,2026
02/10/2026 13:00:00,3.4,41.74,20.04,24.1025,13,02/10/2026,WDPEAK,FEBRUARY,2026
02/10/2026 14:00:00,6.52,53.42,21.78,25.9175,14,02/10/2026,WDPEAK,FEBRUARY,2026
02/10/2026 15:00:00,8.4,44.0475,19.89,24.9675,15,02/10/2026,WDPEAK,FEBRUARY,2026
02/10/2026 16:00:00,17.5,31.82,26.36,19.3975,16,02/10/2026,WDPEAK,FEBRUARY,2026
02/10/2026 17:00:00,20.14,29.7475,28.83,16.625,17,02/10/2026,WDPEAK,FEBRUARY,2026
02/10/2026 18:00:00,19.94,24.345,31.21,18.25,18,02/10/2026,WDPEAK,FEBRUARY,2026
02/10/2026 19:00:00,18.23,36.165,31.81,25.5975,19,02/10/2026,WDPEAK,FEBRUARY,2026
02/10/2026 20:00:00,18.91,36.6125,31.51,25.8475,20,02/10/2026,WDPEAK,FEBRUARY,2026
02/10/2026 21:00:00,20.17,32.0425,33.55,24.815,21,02/10/2026,WDPEAK,FEBRUARY,2026
02/10/2026 22:00:00,23.87,24.9725,31.26,24.255,22,02/10/2026,WDPEAK,FEBRUARY,2026
02/10/2026 23:00:00,23.17,21.5525,28.27,20.895,23,02/10/2026,OFFPEAK,FEBRUARY,2026
02/11/2026 00:00:00,22.75,18.3275,25.26,17.445,24,02/10/2026,OFFPEAK,FEBRUARY,2026
02/11/2026 01:00:00,21.98,20.035,22.26,19.1825,1,02/11/2026,OFFPEAK,FEBRUARY,2026
02/11/2026 02:00:00,21.12,19.045,20.95,17.1375,2,02/11/2026,OFFPEAK,FEBRUARY,2026
02/11/2026 03:00:00,20.57,19.885,19.86,16.3225,3,02/11/2026,OFFPEAK,FEBRUARY,2026
02/11/2026 04:00:00,20.38,19.565,19.08,16.035,4,02/11/2026,OFFPEAK,FEBRUARY,2026
02/11/2026 05:00:00,22.8,33.69,19.23,16.6125,5,02/11/2026,OFFPEAK,FEBRUARY,2026
02/11/2026 06:00:00,27.58,48.0775,22.96,20.755,6,02/11/2026,OFFPEAK,FEBRUARY,2026
02/11/2026 07:00:00,35.89,43.285,30.72,23.995,7,02/11/2026,WDPEAK,FEBRUARY,2026
02/11/2026 08:00:00,38.11,41.855,31.82,25.02,8,02/11/2026,WDPEAK,FEBRUARY,2026
02/11/2026 09:00:00,23.75,32.7825,20.9,18.6825,9,02/11/2026,WDPEAK,FEBRUARY,2026
02/11/2026 10:00:00,21.01,21.88,18.93,15.4875,10,02/11/2026,WDPEAK,FEBRUARY,2026
02/11/2026 11:00:00,20.31,20.6975,18.11,15.7625,11,02/11/2026,WDPEAK,FEBRUARY,2026
02/11/2026 12:00:00,22.04,19.0425,16.89,16.7875,12,02/11/2026,WDPEAK,FEBRUARY,2026
02/11/2026 13:00:00,22.82,19.095,17.12,13.3875,13,02/11/2026,WDPEAK,FEBRUARY,2026
02/11/2026 14:00:00,23.39,26.8225,17.84,13.535,14,02/11/2026,WDPEAK,FEBRUARY,2026
02/11/2026 15:00:00,22.18,31.2675,18.12,14.765,15,02/11/2026,WDPEAK,FEBRUARY,2026
02/11/2026 16:00:00,18.72,17.465,16.48,18.2625,16,02/11/2026,WDPEAK,FEBRUARY,2026
02/11/2026 17:00:00,19.76,12.0475,17.45,18.4325,17,02/11/2026,WDPEAK,FEBRUARY,2026
02/11/2026 18:00:00,39.9,31.9075,39.2,31.9075,18,02/11/2026,WDPEAK,FEBRUARY,2026
02/11/2026 19:00:00,42.63,36.5625,42.2,35.845,19,02/11/2026,WDPEAK,FEBRUARY,2026
