DATETIME,ERCOT (LOAD_FORECAST),ERCOT (NET_LOAD_FORECAST_BID_CLOSE),ERCOT (WIND_STWPF_BIDCLOSE),ERCOT (WIND_COPHSL_BIDCLOSE),ERCOT (SOLAR_COPHSL_BIDCLOSE),ERCOT (RTLOAD),ERCOT (WIND_RTI),ERCOT (SOLAR_GENERATION),HOURENDING,MARKETDAY,PEAKTYPE,MONTH,YEAR 
02/02/2026 22:00:00,51305.35083,22360.1404,30632.6,29564.6,0,51512.22,26839.04,,22,02/02/2026,WDPEAK,FEBRUARY,2026
02/02/2026 23:00:00,49525.169678,20234.5999,30847.3,29825.5,0,49460.07,26736.52,,23,02/02/2026,OFFPEAK,FEBRUARY,2026
02/03/2026 00:00:00,47555.40979,18601.0498,30492.2,29515.8,0,47278.96,25970.72,,24,02/02/2026,OFFPEAK,FEBRUARY,2026
02/03/2026 01:00:00,45356.55957,17198.7798,29615.6,28526,0,45660.03,25895.41,,1,02/03/2026,OFFPEAK,FEBRUARY,2026
02/03/2026 02:00:00,44666.329102,17538.4501,27905.3,26873.7,0,44577.99,25085.79,,2,02/03/2026,OFFPEAK,FEBRUARY,2026
02/03/2026 03:00:00,43950.010132,18931.7001,25791.2,24809.9,0,43996.36,23759.32,,3,02/03/2026,OFFPEAK,FEBRUARY,2026
02/03/2026 04:00:00,43915.299805,20122.671,23985.5,23036.6,0,43878.72,21433.54,,4,02/03/2026,OFFPEAK,FEBRUARY,2026
02/03/2026 05:00:00,44514.880371,21660.7388,23225.6,22250.7,0,44336.8,20834.1,,5,02/03/2026,OFFPEAK,FEBRUARY,2026
02/03/2026 06:00:00,46087.099731,22994.7004,23349.9,22350.5,0,46392.05,22285.05,,6,02/03/2026,OFFPEAK,FEBRUARY,2026
02/03/2026 07:00:00,49248.959839,27309.3094,23061.5,22092.9,0,49628.35,23139.03,,7,02/03/2026,WDPEAK,FEBRUARY,2026
02/03/2026 08:00:00,50895.718872,29574.2804,22168.8,21282.2,266.4,50931.37,22113.1,,8,02/03/2026,WDPEAK,FEBRUARY,2026
02/03/2026 09:00:00,51129.80957,26287.6305,20703.8,19982.6,4872.1,50800.23,19581.93,,9,02/03/2026,WDPEAK,FEBRUARY,2026
02/03/2026 10:00:00,50654.519775,20590.1501,19257.6,18613.9,12495.1,50739,16658.55,,10,02/03/2026,WDPEAK,FEBRUARY,2026
02/03/2026 11:00:00,50677.820068,17702.2397,18890.9,18276.5,15417.9,50511.94,17211.17,,11,02/03/2026,WDPEAK,FEBRUARY,2026
02/03/2026 12:00:00,50325.76001,16352.8701,18082.1,17590.2,16945.1,50212.32,16866.07,,12,02/03/2026,WDPEAK,FEBRUARY,2026
02/03/2026 13:00:00,50040.899902,15777.9195,16089.1,15656.1,19081,49836.09,16431.71,,13,02/03/2026,WDPEAK,FEBRUARY,2026
02/03/2026 14:00:00,49713.510376,17783.8901,13718.4,13399.8,19185.9,49431.19,15333.9,,14,02/03/2026,WDPEAK,FEBRUARY,2026
02/03/2026 15:00:00,49316.780396,19780.2003,11482.9,11257.4,18936.4,49036.17,13526.89,,15,02/03/2026,WDPEAK,FEBRUARY,2026
02/03/2026 16:00:00,48988.690063,20649.8708,9682.9,9516.8,19750.8,48774.2,11522.22,,16,02/03/2026,WDPEAK,FEBRUARY,2026
02/03/2026 17:00:00,49133.580139,26021.2302,8303.9,8143.6,16127.6,49219.73,9976.81,,17,02/03/2026,WDPEAK,FEBRUARY,2026
02/03/2026 18:00:00,49978.28009,38701.0699,7400.8,7229.2,4842.2,49928.08,9343.88,,18,02/03/2026,WDPEAK,FEBRUARY,2026
02/03/2026 19:00:00,50842.739746,44449.9899,7461.6,7282.5,100,51442.17,10101.6,,19,02/03/2026,WDPEAK,FEBRUARY,2026
02/03/2026 20:00:00,51891.784607,44832.5096,8191.1,7996.8,0,51929.59,12489.12,,20,02/03/2026,WDPEAK,FEBRUARY,2026
02/03/2026 21:00:00,51347.92627,44351.7994,8626.1,8420.3,0,51673.28,14078.5,,21,02/03/2026,WDPEAK,FEBRUARY,2026
02/03/2026 22:00:00,50447.751831,43115.0695,8663.4,8489.2,0,50570.51,14924.94,,22,02/03/2026,WDPEAK,FEBRUARY,2026
02/03/2026 23:00:00,48709.660034,41646.6801,8502.5,8300.2,0,48608.99,14379.48,,23,02/03/2026,OFFPEAK,FEBRUARY,2026
02/04/2026 00:00:00,46877.760132,39905.5789,8219.6,8015.7,0,46756.41,13021.36,,24,02/03/2026,OFFPEAK,FEBRUARY,2026
02/04/2026 01:00:00,45008.661011,36379.4399,10430.1,10119.7,0,45287.99,12052.25,,1,02/04/2026,OFFPEAK,FEBRUARY,2026
02/04/2026 02:00:00,44644.259583,36444.8403,9878.9,9582,0,44794.68,11601.34,,2,02/04/2026,OFFPEAK,FEBRUARY,2026
02/04/2026 03:00:00,44724.219788,36537.6002,9828.7,9537.2,0,44655.21,11579.64,,3,02/04/2026,OFFPEAK,FEBRUARY,2026
02/04/2026 04:00:00,45007.699951,36911.2202,10099.1,9783.1,0,45084.14,11412.68,,4,02/04/2026,OFFPEAK,FEBRUARY,2026
02/04/2026 05:00:00,46286.599854,38126.2105,10345.1,10047.2,0,46539.17,11374.51,,5,02/04/2026,OFFPEAK,FEBRUARY,2026
02/04/2026 06:00:00,49160.179688,40617.8303,10696.1,10440.8,0,49566.03,11653.97,,6,02/04/2026,OFFPEAK,FEBRUARY,2026
02/04/2026 07:00:00,53751.199707,43867.1782,11305.8,11009.6,0,53732.97,11371.3,,7,02/04/2026,WDPEAK,FEBRUARY,2026
02/04/2026 08:00:00,55895.690063,44729.4196,11833.3,11564.3,879.7,55785.93,11766.41,,8,02/04/2026,WDPEAK,FEBRUARY,2026
02/04/2026 09:00:00,55605.769165,33532.8402,12201.2,11783.6,11532.8,54899.02,11806.85,,9,02/04/2026,WDPEAK,FEBRUARY,2026
02/04/2026 10:00:00,53702.200317,18490.7007,12225.5,11799.1,24751.8,53534.02,10642.24,,10,02/04/2026,WDPEAK,FEBRUARY,2026
02/04/2026 11:00:00,52141.1698,14430.0895,12402.5,11958.1,26964.8,52465.92,11370.31,,11,02/04/2026,WDPEAK,FEBRUARY,2026
02/04/2026 12:00:00,51488.869995,12070.7807,13293,12745.7,26788.7,51410.91,12514.92,,12,02/04/2026,WDPEAK,FEBRUARY,2026
02/04/2026 13:00:00,51009.790283,10302.1802,14622.4,14084.8,26110.1,50416.15,14708.48,,13,02/04/2026,WDPEAK,FEBRUARY,2026
02/04/2026 14:00:00,50012.239136,7487.8993,16574.2,16055.9,26157.8,49569.06,16145.09,,14,02/04/2026,WDPEAK,FEBRUARY,2026
02/04/2026 15:00:00,49090.010864,4359.1894,18899.4,18335.9,26523.6,48975.44,16682.43,,15,02/04/2026,WDPEAK,FEBRUARY,2026
02/04/2026 16:00:00,48805.959839,3457.3995,20402.3,19972.3,25916.9,48882.76,16695.83,,16,02/04/2026,WDPEAK,FEBRUARY,2026
02/04/2026 17:00:00,49344.570435,10769.0005,18110.7,17735,21179.8,49432.45,16601.13,,17,02/04/2026,WDPEAK,FEBRUARY,2026
02/04/2026 18:00:00,50356.670044,29865.8596,15286.5,14945.2,6172.9,50776.79,14526.87,,18,02/04/2026,WDPEAK,FEBRUARY,2026
02/04/2026 19:00:00,51960.830566,42054.0104,11333.6,11063.2,128.6,53102.71,9818.79,,19,02/04/2026,WDPEAK,FEBRUARY,2026
02/04/2026 20:00:00,53979.919312,45767.1694,8661.3,8452.1,0,54107.5,7372.66,,20,02/04/2026,WDPEAK,FEBRUARY,2026
02/04/2026 21:00:00,54273.519531,47809.4311,6946.3,6783,0,54343.82,5849.34,,21,02/04/2026,WDPEAK,FEBRUARY,2026
02/04/2026 22:00:00,53793.089844,48606.1402,5681.3,5559.7,0,53850.97,4985.93,,22,02/04/2026,WDPEAK,FEBRUARY,2026
02/04/2026 23:00:00,52452.8396,47823.9893,5054.4,4972,0,52029.46,4538.79,,23,02/04/2026,OFFPEAK,FEBRUARY,2026
02/05/2026 00:00:00,50600.48999,46681.5497,4828.2,4764.7,0,50420.42,5221.57,,24,02/04/2026,OFFPEAK,FEBRUARY,2026
02/05/2026 01:00:00,49723.809692,44273.6096,5477.7,5397.8,0,49640.97,6780.76,,1,02/05/2026,OFFPEAK,FEBRUARY,2026
02/05/2026 02:00:00,49192.170044,42727.2603,6852.3,6727.7,0,49634.3,9329.56,,2,02/05/2026,OFFPEAK,FEBRUARY,2026
02/05/2026 03:00:00,49917.92981,41326.6801,8709.1,8539.3,0,49995.51,11795.35,,3,02/05/2026,OFFPEAK,FEBRUARY,2026
02/05/2026 04:00:00,50807.989746,40516.9596,10424.2,10207.5,0,50850.86,13336.25,,4,02/05/2026,OFFPEAK,FEBRUARY,2026
02/05/2026 05:00:00,52210.3396,41028.6409,11620.7,11304.6,0,52386.38,14373.57,,5,02/05/2026,OFFPEAK,FEBRUARY,2026
02/05/2026 06:00:00,55148.219971,41593.6505,14095.8,13657.8,0,55352.85,15856.09,,6,02/05/2026,OFFPEAK,FEBRUARY,2026
02/05/2026 07:00:00,60030.930908,45118.1706,14638.3,14163.8,0,59736.2,16133.57,,7,02/05/2026,WDPEAK,FEBRUARY,2026
02/05/2026 08:00:00,62580.050537,45668.4093,14994.9,14522.2,1019.1,61572.23,15663.83,,8,02/05/2026,WDPEAK,FEBRUARY,2026
02/05/2026 09:00:00,60700.530151,31737.2692,14803.7,14358.9,13220.5,59287.49,14451.74,,9,02/05/2026,WDPEAK,FEBRUARY,2026
02/05/2026 10:00:00,57325.309692,15602.8594,12594.2,12210.2,27963.3,56415.14,10449.97,,10,02/05/2026,WDPEAK,FEBRUARY,2026
02/05/2026 11:00:00,54421.729614,13677.4703,10278.1,9978.9,29254.7,53745.64,9557.84,,11,02/05/2026,WDPEAK,FEBRUARY,2026
02/05/2026 12:00:00,52082.240479,12221.7297,10376.7,10078.3,28440.6,51464.01,10745.12,,12,02/05/2026,WDPEAK,FEBRUARY,2026
02/05/2026 13:00:00,50409.179932,11253.3407,11082,10779.7,27411,49769.22,10675.58,,13,02/05/2026,WDPEAK,FEBRUARY,2026
02/05/2026 14:00:00,49006.220947,10294.3093,10919.7,10628.1,27487.7,48679.07,9224.67,,14,02/05/2026,WDPEAK,FEBRUARY,2026
02/05/2026 15:00:00,48299.420166,9704.7698,9998.3,9688.6,28178.5,48252.74,8053.12,,15,02/05/2026,WDPEAK,FEBRUARY,2026
02/05/2026 16:00:00,48091.599487,9927.9305,8826.9,8553.2,28687.9,48018.15,6828.99,,16,02/05/2026,WDPEAK,FEBRUARY,2026
02/05/2026 17:00:00,48383.390747,16112.8303,7405.6,7167.7,24351.5,48265.6,5824.79,,17,02/05/2026,WDPEAK,FEBRUARY,2026
02/05/2026 18:00:00,49175.910522,36189.72,6168,5950.8,6997.7,49136,4480.98,,18,02/05/2026,WDPEAK,FEBRUARY,2026
02/05/2026 19:00:00,51150.909851,45257.7599,6217.6,6006.9,142.6,50951.61,4477.14,,19,02/05/2026,WDPEAK,FEBRUARY,2026
02/05/2026 20:00:00,51958.640625,44801.5505,7423.7,7162.1,0,51732.62,6422.01,,20,02/05/2026,WDPEAK,FEBRUARY,2026
02/05/2026 21:00:00,51899.340454,43415.85,8821.7,8502.3,0,51793.03,8995.41,,21,02/05/2026,WDPEAK,FEBRUARY,2026
02/05/2026 22:00:00,51175.419556,41259.9094,10266.4,9930,0,51089.16,10752.46,,22,02/05/2026,WDPEAK,FEBRUARY,2026
02/05/2026 23:00:00,49416.700195,38687.1096,11254.2,10897.7,0,49586.08,11819.69,,23,02/05/2026,OFFPEAK,FEBRUARY,2026
02/06/2026 00:00:00,47716.890381,36527.2694,11825.3,11459.2,0,47790.64,12605.71,,24,02/05/2026,OFFPEAK,FEBRUARY,2026
02/06/2026 01:00:00,46624.920166,34469.6704,13223.5,12736.3,0,46415.88,13763.53,,1,02/06/2026,OFFPEAK,FEBRUARY,2026
02/06/2026 02:00:00,45777.200195,33447.3695,13491.8,13020.6,0,45757.69,13824.61,,2,02/06/2026,OFFPEAK,FEBRUARY,2026
02/06/2026 03:00:00,45378.700317,32960.1403,13778.8,13298.3,0,45833.09,13810.04,,3,02/06/2026,OFFPEAK,FEBRUARY,2026
02/06/2026 04:00:00,46175.349365,32902.7601,14232.1,13721,0,46313.5,13814.66,,4,02/06/2026,OFFPEAK,FEBRUARY,2026
02/06/2026 05:00:00,47148.090454,33506.2796,14714.8,14172.7,0,47432.6,13667.81,,5,02/06/2026,OFFPEAK,FEBRUARY,2026
02/06/2026 06:00:00,49775.849487,37335.3499,13250.9,12770.1,0,49990.07,13343.56,,6,02/06/2026,OFFPEAK,FEBRUARY,2026
02/06/2026 07:00:00,54140.390503,40825.8901,13140.2,12660.8,0,53690.64,12824.95,,7,02/06/2026,WDPEAK,FEBRUARY,2026
02/06/2026 08:00:00,55940.019165,42142.8995,12529.3,12095.6,1085.9,55100.18,12160.68,,8,02/06/2026,WDPEAK,FEBRUARY,2026
02/06/2026 09:00:00,54746.889893,29739.2306,11182.9,10802.9,13502.2,54323.02,10068.67,,9,02/06/2026,WDPEAK,FEBRUARY,2026
02/06/2026 10:00:00,52667.840088,16084.7906,7975.7,7726.2,28099.6,52637.82,5412.47,,10,02/06/2026,WDPEAK,FEBRUARY,2026
02/06/2026 11:00:00,51044.930054,16393.6497,4331.1,4193,29178.9,50776.62,2885.82,,11,02/06/2026,WDPEAK,FEBRUARY,2026
02/06/2026 12:00:00,49155.190186,16548.3408,3453.2,3321.9,28252.9,49468.45,2212.66,,12,02/06/2026,WDPEAK,FEBRUARY,2026
02/06/2026 13:00:00,48594.120361,18026.3195,2544.3,2441.2,27114.8,48571.17,1451.26,,13,02/06/2026,WDPEAK,FEBRUARY,2026
02/06/2026 14:00:00,48810.069824,18780.349,1937.5,1863.8,27098.5,48592.74,849.17,,14,02/06/2026,WDPEAK,FEBRUARY,2026
02/06/2026 15:00:00,49363.599976,19118.4795,1451.7,1402.5,27804.2,48859.58,649.11,,15,02/06/2026,WDPEAK,FEBRUARY,2026
02/06/2026 16:00:00,49672.820435,19426.5196,1176,1130.5,28294.6,49432.36,680.44,,16,02/06/2026,WDPEAK,FEBRUARY,2026
02/06/2026 17:00:00,49950.890015,24140.2803,1183.9,1122.4,24191.1,50102.23,945.4,,17,02/06/2026,WDPEAK,FEBRUARY,2026
02/06/2026 18:00:00,50057.530029,40948.6002,1796.5,1730.8,7176.9,50340.36,1528.79,,18,02/06/2026,WDPEAK,FEBRUARY,2026
02/06/2026 19:00:00,49720.509399,46554.1599,3484.6,3339.2,152.3,50352.45,3283.93,,19,02/06/2026,WDPEAK,FEBRUARY,2026
02/06/2026 20:00:00,49550.690552,43894.3695,5554.8,5343.6,0,49618.46,5652.09,,20,02/06/2026,WDPEAK,FEBRUARY,2026
02/06/2026 21:00:00,49069.330872,41642.3299,7478.7,7206.1,0,48676.39,7672.81,,21,02/06/2026,WDPEAK,FEBRUARY,2026
02/06/2026 22:00:00,47922.899841,38803.8504,9457.1,9133.5,0,47641.96,8915.93,,22,02/06/2026,WDPEAK,FEBRUARY,2026
02/06/2026 23:00:00,46602.419739,36042.96,11248.4,10879.3,0,46255.74,10094.61,,23,02/06/2026,OFFPEAK,FEBRUARY,2026
02/07/2026 00:00:00,44899.640198,33571.2399,12366,11982.4,0,44683.05,10611.66,,24,02/06/2026,OFFPEAK,FEBRUARY,2026
02/07/2026 01:00:00,43172.022156,33709.7098,11907.6,11457.9,0,43342.95,10370.29,,1,02/07/2026,OFFPEAK,FEBRUARY,2026
02/07/2026 02:00:00,42530.679443,33350.5032,11507.6,11085.5,0,42542.76,10251.74,,2,02/07/2026,OFFPEAK,FEBRUARY,2026
02/07/2026 03:00:00,42167.339722,33739.8505,10914.5,10539.6,0,42129.65,10013.63,,3,02/07/2026,OFFPEAK,FEBRUARY,2026
02/07/2026 04:00:00,42130.92218,34306.9275,10153.2,9852.1,0,42330.4,9560.63,,4,02/07/2026,OFFPEAK,FEBRUARY,2026
02/07/2026 05:00:00,42910.146484,35399.3832,9396.7,9169,0,43042.08,9469.39,,5,02/07/2026,OFFPEAK,FEBRUARY,2026
02/07/2026 06:00:00,44432.507202,36933.0501,8813.8,8585.3,0,44508.06,9283.08,,6,02/07/2026,OFFPEAK,FEBRUARY,2026
02/07/2026 07:00:00,46565.692261,39242.1104,8174.3,7959.4,0,46442.26,8429.52,,7,02/07/2026,WEPEAK,FEBRUARY,2026
02/07/2026 08:00:00,47609.529907,40129.4502,7499.6,7282.1,1136.6,47927.48,7997,,8,02/07/2026,WEPEAK,FEBRUARY,2026
02/07/2026 09:00:00,48296.519531,28368.8505,6582.9,6394.8,13838,48970.5,7266.15,,9,02/07/2026,WEPEAK,FEBRUARY,2026
02/07/2026 10:00:00,48850.530151,16097.0204,5020.6,4856.3,27316.9,48645.51,4961.77,,10,02/07/2026,WEPEAK,FEBRUARY,2026
02/07/2026 11:00:00,48510.259644,15294.0093,4121.4,3994.6,28485.9,47884.09,4664.96,,11,02/07/2026,WEPEAK,FEBRUARY,2026
02/07/2026 12:00:00,47547.900696,14981.51,4680.5,4519.6,27537.1,47177.43,5081.15,,12,02/07/2026,WEPEAK,FEBRUARY,2026
02/07/2026 13:00:00,46714.030396,14186.4905,6032.5,5737.5,26389,46804.06,6998.42,,13,02/07/2026,WEPEAK,FEBRUARY,2026
02/07/2026 14:00:00,46503.209961,12137.3896,7809.2,7375,26282.9,46928.89,8257.24,,14,02/07/2026,WEPEAK,FEBRUARY,2026
02/07/2026 15:00:00,46980.649658,9747.8501,9636.5,9146.2,26717.8,47407.09,9470.48,,15,02/07/2026,WEPEAK,FEBRUARY,2026
02/07/2026 16:00:00,47748.68103,8408.1902,11325,10766.5,26628.8,48071.18,11080.83,,16,02/07/2026,WEPEAK,FEBRUARY,2026
02/07/2026 17:00:00,48350.170654,12233.3905,12917.5,12281.4,21775.3,48544.08,12301.8,,17,02/07/2026,WEPEAK,FEBRUARY,2026
02/07/2026 18:00:00,48835.078857,27442.6299,14270.2,13562.9,6125.9,48611.67,13342.44,,18,02/07/2026,WEPEAK,FEBRUARY,2026
02/07/2026 19:00:00,48743.164246,32371.0703,16458.4,15634.2,87.5,48925.34,14657.48,,19,02/07/2026,WEPEAK,FEBRUARY,2026
02/07/2026 20:00:00,48586.099731,29297.0201,19669.7,18693.8,0,48794.4,19069.82,,20,02/07/2026,WEPEAK,FEBRUARY,2026
02/07/2026 21:00:00,47805.139343,25908.1702,22383.9,21310.4,0,48156.65,21915.14,,21,02/07/2026,WEPEAK,FEBRUARY,2026
02/07/2026 22:00:00,47094.119385,23208.5403,24154.7,23025.8,0,47368.93,23726.8,,22,02/07/2026,WEPEAK,FEBRUARY,2026
02/07/2026 23:00:00,46117.810059,21370.5096,24995.4,23891.6,0,46124.56,23966.54,,23,02/07/2026,OFFPEAK,FEBRUARY,2026
02/08/2026 00:00:00,44612.549561,20390.0804,24876.3,23863.3,0,44719.18,23917.73,,24,02/07/2026,OFFPEAK,FEBRUARY,2026
02/08/2026 01:00:00,43720.569092,17557.7173,25344.2,24526.9,0,43363.79,23676.82,,1,02/08/2026,OFFPEAK,FEBRUARY,2026
02/08/2026 02:00:00,42394.405945,18105.8828,23923.6,23238.5,0,42450.7,22654.36,,2,02/08/2026,OFFPEAK,FEBRUARY,2026
02/08/2026 03:00:00,41811.983032,19356.872,22094.8,21479.7,0,41854.35,21355.13,,3,02/08/2026,OFFPEAK,FEBRUARY,2026
02/08/2026 04:00:00,41607.226135,21089.2534,20296.4,19702,0,41363.12,19486.74,,4,02/08/2026,OFFPEAK,FEBRUARY,2026
02/08/2026 05:00:00,41452.316772,23319.1451,18355.6,17838.3,0,41691.95,17717.1,,5,02/08/2026,OFFPEAK,FEBRUARY,2026
02/08/2026 06:00:00,42338.705627,25960.6991,16556.8,16074.4,0,42201.4,14638.64,,6,02/08/2026,OFFPEAK,FEBRUARY,2026
02/08/2026 07:00:00,43440.647827,28202.0312,15384.5,14966.1,0,43190.81,13510.44,,7,02/08/2026,WEPEAK,FEBRUARY,2026
02/08/2026 08:00:00,44275.693481,29510.4008,14313.4,13907.4,750.6,44422.22,13591.33,,8,02/08/2026,WEPEAK,FEBRUARY,2026
02/08/2026 09:00:00,45522.921021,24363.3499,12833.8,12476.6,8142.8,45710.14,12677.66,,9,02/08/2026,WEPEAK,FEBRUARY,2026
02/08/2026 10:00:00,46643.06958,19373.1203,9528.2,9288,16766.8,46761.33,9498.51,,10,02/08/2026,WEPEAK,FEBRUARY,2026
02/08/2026 11:00:00,47159.989746,18879.6598,6994.1,6814.6,19624.1,46863.21,8642.5,,11,02/08/2026,WEPEAK,FEBRUARY,2026
02/08/2026 12:00:00,46764.780273,18253.8808,6635.7,6488.1,20795.9,46762.49,7745.75,,12,02/08/2026,WEPEAK,FEBRUARY,2026
02/08/2026 13:00:00,46636.119629,18084.2702,5950.4,5793.1,22204.4,47048.14,6866.19,,13,02/08/2026,WEPEAK,FEBRUARY,2026
02/08/2026 14:00:00,47163.839966,19351.4502,5461.2,5315.6,22061,47532.17,7815.9,,14,02/08/2026,WEPEAK,FEBRUARY,2026
02/08/2026 15:00:00,47944.929688,20813.0698,5320.6,5157,21395.5,48169.49,9285.18,,15,02/08/2026,WEPEAK,FEBRUARY,2026
02/08/2026 16:00:00,48646.690552,22016.2202,5489.4,5317.2,20540.8,48889.4,9328.61,,16,02/08/2026,WEPEAK,FEBRUARY,2026
02/08/2026 17:00:00,49579.110229,26654.2096,5825.2,5647,15976.5,49903.1,8595.8,,17,02/08/2026,WEPEAK,FEBRUARY,2026
02/08/2026 18:00:00,50811.459839,37440.5697,6320,6134,4959.4,50181.42,8323.6,,18,02/08/2026,WEPEAK,FEBRUARY,2026
02/08/2026 19:00:00,51147.770142,41963.1296,7630.9,7400.9,114.7,50045.62,8416.65,,19,02/08/2026,WEPEAK,FEBRUARY,2026
02/08/2026 20:00:00,49725.799316,40617.8801,9410.2,9102.7,0,49175.08,9121.34,,20,02/08/2026,WEPEAK,FEBRUARY,2026
02/08/2026 21:00:00,48036.429443,38423.8098,10911.4,10566.3,0,48001.23,9327.83,,21,02/08/2026,WEPEAK,FEBRUARY,2026
02/08/2026 22:00:00,46816.719727,35926.0597,12206.5,11814.7,0,47223.36,9978.12,,22,02/08/2026,WEPEAK,FEBRUARY,2026
02/08/2026 23:00:00,45640.320435,32975.0847,13211.2,12782,0,46026.7,10904.1,,23,02/08/2026,OFFPEAK,FEBRUARY,2026
02/09/2026 00:00:00,44176.309998,30713.5382,13339.9,12906.8,0,43732.78,11049.67,,24,02/08/2026,OFFPEAK,FEBRUARY,2026
02/09/2026 01:00:00,42293.290222,30744.8412,10996.6,10768.1,0,41998.18,10536.57,,1,02/09/2026,OFFPEAK,FEBRUARY,2026
02/09/2026 02:00:00,40994.638794,30473.1394,10139.7,9928.1,0,40772.48,9643.12,,2,02/09/2026,OFFPEAK,FEBRUARY,2026
02/09/2026 03:00:00,40222.430054,30616.8516,9261.8,9077.7,0,40135.05,8927.78,,3,02/09/2026,OFFPEAK,FEBRUARY,2026
02/09/2026 04:00:00,40293.470337,31383.1172,8421.6,8264.3,0,40149.68,7886.94,,4,02/09/2026,OFFPEAK,FEBRUARY,2026
02/09/2026 05:00:00,40985.631104,33144.5426,7662.6,7513.4,0,40836.09,7001.86,,5,02/09/2026,OFFPEAK,FEBRUARY,2026
02/09/2026 06:00:00,42784.530579,36320.3565,7011.6,6843.4,0,42736.6,6623.1,,6,02/09/2026,OFFPEAK,FEBRUARY,2026
02/09/2026 07:00:00,46318.51947,40154.9701,6640.2,6460,0,46035.77,6775.91,,7,02/09/2026,WDPEAK,FEBRUARY,2026
02/09/2026 08:00:00,48136.549561,41152.6799,6488,6292.8,892.8,47772.93,6868.28,,8,02/09/2026,WDPEAK,FEBRUARY,2026
02/09/2026 09:00:00,48300.840698,32977.5498,6026.2,5826.7,9776.5,48004.55,5967.29,,9,02/09/2026,WDPEAK,FEBRUARY,2026
02/09/2026 10:00:00,48738.720215,24318.5595,5125.4,4941.2,19740.3,48365.79,4182.05,,10,02/09/2026,WDPEAK,FEBRUARY,2026
02/09/2026 11:00:00,49021.339905,22356.9903,4634.4,4461.8,22614.9,48895.86,4862.9,,11,02/09/2026,WDPEAK,FEBRUARY,2026
02/09/2026 12:00:00,49397.130005,21347.06,5060.8,4877.5,23589.2,49006.8,5084.52,,12,02/09/2026,WDPEAK,FEBRUARY,2026
02/09/2026 13:00:00,49862.700012,19913.1601,6063.7,5771.4,24464.3,49685.33,5921.99,,13,02/09/2026,WDPEAK,FEBRUARY,2026
02/09/2026 14:00:00,50916.830261,19543.0186,7279.5,6996,24431.9,50813.93,7205.69,,14,02/09/2026,WDPEAK,FEBRUARY,2026
02/09/2026 15:00:00,52010.350281,19232.0801,8691.9,8365,24133.2,51829.04,9033.31,,15,02/09/2026,WDPEAK,FEBRUARY,2026
02/09/2026 16:00:00,53107.759033,19519.4897,10275.7,9899,22962.2,52414.65,10491.36,,16,02/09/2026,WDPEAK,FEBRUARY,2026
02/09/2026 17:00:00,53040.84021,23605.1198,11973.6,11548.3,17928.7,53452.11,11659.82,,17,02/09/2026,WDPEAK,FEBRUARY,2026
02/09/2026 18:00:00,52966.420349,34826.2793,13573.6,13078.1,5402,53407.5,12630.18,,18,02/09/2026,WDPEAK,FEBRUARY,2026
02/09/2026 19:00:00,53430.519531,37953.27,15951.1,15410.7,88.7,53297.05,14698.68,,19,02/09/2026,WDPEAK,FEBRUARY,2026
02/09/2026 20:00:00,52319.100281,34614.4497,19032.5,18426.5,0,52703.48,16927.18,,20,02/09/2026,WDPEAK,FEBRUARY,2026
02/09/2026 21:00:00,51971.320129,30339.9204,22185.4,21509.6,0,51720.71,18509.94,,21,02/09/2026,WDPEAK,FEBRUARY,2026
02/09/2026 22:00:00,50708.111084,25864.4196,24995.1,24248.7,0,50614.15,21523.66,,22,02/09/2026,WDPEAK,FEBRUARY,2026
02/09/2026 23:00:00,48366.650513,21228.7102,27126.6,26302.7,0,48452.47,24440.15,,23,02/09/2026,OFFPEAK,FEBRUARY,2026
02/10/2026 00:00:00,45972.459961,17207.3037,28453.5,27610.4,0,45790.26,24243.69,,24,02/09/2026,OFFPEAK,FEBRUARY,2026
02/10/2026 01:00:00,43796.171082,14190.9216,29113.8,28023.4,0,43722.19,23770.64,,1,02/10/2026,OFFPEAK,FEBRUARY,2026
02/10/2026 02:00:00,42387.315186,12840.5884,28909.9,27853.9,0,42378.56,23778.29,,2,02/10/2026,OFFPEAK,FEBRUARY,2026
02/10/2026 03:00:00,41514.4599,12478.3221,28240.5,27226.6,0,41570.1,23474.83,,3,02/10/2026,OFFPEAK,FEBRUARY,2026
02/10/2026 04:00:00,41210.330322,13608.4106,26838.9,25891.1,0,41384.79,22456.46,,4,02/10/2026,OFFPEAK,FEBRUARY,2026
02/10/2026 05:00:00,41930.900635,15773.4705,25273.8,24391.9,0,41873.03,21660.08,,5,02/10/2026,OFFPEAK,FEBRUARY,2026
02/10/2026 06:00:00,43605.99939,19914.9128,23646.2,22845,0,43457.45,21419.99,,6,02/10/2026,OFFPEAK,FEBRUARY,2026
02/10/2026 07:00:00,46179.244141,24974.2899,21788.3,21099.9,0,46508.14,21150.31,,7,02/10/2026,WDPEAK,FEBRUARY,2026
02/10/2026 08:00:00,47541.149963,27680.38,19988.1,19405.8,587,47873.91,19859.31,,8,02/10/2026,WDPEAK,FEBRUARY,2026
02/10/2026 09:00:00,47897.340149,24961.8597,18053.1,17561.2,5253.1,48328.27,18536.53,,9,02/10/2026,WDPEAK,FEBRUARY,2026
