flowday,da_energy_revenue,rt_energy_revenue,as_revenue_nonspin,as_revenue_rrs,as_revenue_ecrs,as_revenue_regup,as_revenue_regdown,rt_ancillary_imbalance,rt_reliability_imbalance,dart_virtual_revenue,energy_consumption_mwh,energy_injection_mwh,total_revenue
2026-06-24,-4005.31,40.4132,2912.9,0.0,433.2,0.0,0.0,0.0,0.0,-3964.8968,132.0892,23.249,-618.7968
