flowday,resource,da_energy_revenue,rt_energy_revenue,as_revenue_regup,as_revenue_regdown,as_revenue_rrs,as_revenue_ecrs,as_revenue_nonspin,dart_virtual_revenue,energy_injection_mwh,energy_consumption_mwh,total_revenue,data_source,fetched_at_utc,notes
2026-06-06,Great Kiskadee Storage - ESR,-1153.00,4113.40,0.00,0.00,648.00,0.00,2106.90,-5266.40,99.45,136.79,5715.30,Tenaska PTP Battery-Settlement-Details (REAL),2026-06-07T12:07:31Z,"DA bid/offer endpoints returned 0 rows; DA_Energy_Amt from settlement details HE17 only (50MW purchase). DART virtual = DA_Energy_Amt minus RT_Energy_Amt (sign convention: DA-RT). Smartbidder benchmark total = -5521.51 (estimate not settled). RT_Ancillary_Imbalance_Amt=0 RT_Reliability_Deployment_Imbalance_Amt=0 for all hours."
