flowday,da_energy_revenue,rt_energy_revenue,as_revenue_nonspin,as_revenue_rrs,as_revenue_ecrs,as_revenue_regup,as_revenue_regdown,dart_virtual_revenue,energy_injection_mwh,energy_consumption_mwh,total_revenue,data_source,smartbidder_benchmark_total,da_purchases_mwh,gen_ns_cleared_mwh,cycles_equivalent
2026-07-19,-4886.00,8264.31,3338.10,0.00,0.00,0.00,0.00,109.84,101.08,9.80,6716.41,PRODUCTION - Tenaska PTP Battery-Settlement-Details,2182.66,200.0,1840.0,0.505
