rank,node,net_revenue,offer_revenue,bid_revenue,avg_win_rate,avg_profit_loss,avg_dart_spread,avg_participation,total_offered_mw,total_bid_mw,days_active,hsl
153,LK_RN,-72.01075000000006,-72.01075000000006,0.0,0.0,0.0,-9.305000000000005,0.0,5.9,0.0,2,0.0
154,CARA_ESS_RN,-72.49000000000001,5.607499999999998,-78.0975,3.1746031746031744,3.174285714285714,0.0030357142857142315,0.007936507936507936,60.0,-9.6,63,98.3
155,FAULKNER_RN,-103.68912000000002,-93.22300000000003,-10.46611999999999,16.80952380952381,14.40495238095238,-0.8575317460317461,3.892380952380952,52.1,-925.1999999999999,105,9.9
156,LBRA_BES1,-136.17246000000046,1780.1387499999998,-1916.3112100000003,56.71686746987952,19.61072289156626,0.5738061029327193,0.6469879518072289,1444.5,-1076.8,83,186.0
157,TANZ_ESS_RN,-138.3244899999999,-1546.37475,1408.05026,29.492537313432837,13.598656716417908,-0.8631055337520012,0.6164179104477612,382.9,-2086.4,134,128.8
158,GAMBIT_RN,-141.55199999999985,-2153.10225,2011.55025,27.543750000000003,15.08673611111111,4.714966965667375,0.3027777777777778,581.6,-515.7,144,100.0
159,DA_BESS,-155.80575000000005,1447.443,-1603.2487500000002,48.44230769230769,32.73025641025641,-0.5246352606067691,13.48205128205128,237.9,-1024.3,78,5.0
160,SGSA_DGR,-161.31575,-144.7305,-16.58525000000001,27.816101694915258,23.11957627118644,-0.8725854519774012,3.4042372881355933,49.3,-907.8000000000001,118,9.9
161,LIGSW_RN,-170.6125000000003,-85.60775000000007,-85.00475000000007,33.30070422535211,15.262253521126759,-1.1345933655850422,4.4063380281690145,513.5,-961.1,142,9.8
162,BYRDR_ES_ALL,-240.39275,-207.94950000000003,-32.44324999999999,14.568627450980392,10.902450980392157,-0.7862581699346407,0.13725490196078433,89.0,-69.9,102,50.0
163,LANTANA_RN,-270.6935,-135.72150000000002,-134.97199999999995,17.70747663551402,11.39663551401869,-0.49633840277064584,1.0738317757009346,108.9,-168.20000000000002,107,9.9
164,SWOOSEII_RN,-334.23125,-463.93,129.6987499999999,31.81205673758865,19.500425531914892,-0.9857474485220603,3.0822695035460996,82.5,-7206.400000000001,141,38.9
165,NEDIN_RN,-381.51724999999993,33.56650000000002,-415.08375,10.66219512195122,4.437682926829268,-0.19255856516451023,0.0,250.9,-1658.7,82,0.0
166,AMAD_ESS_RN,-393.94325000000003,-400.22225000000003,6.278999999999982,13.170666666666666,6.9352,-0.38528301395772,0.10133333333333333,459.1,-744.4,75,100.0
167,MYRY_ESR_RN,-439.8549999999999,202.26075000000003,-642.1157499999998,29.655474452554746,13.825036496350364,-0.028071884457082,1.9810218978102188,418.5,-227.1,137,9.9
168,DGFS_ESR_RN,-515.26175,-71.72425000000004,-443.5374999999999,27.341538461538462,15.919461538461537,-0.8468146619280674,0.16923076923076924,129.9,-253.0,130,75.0
169,OR_BESS_RN,-543.1057500000002,276.6484999999999,-819.7542500000002,23.86640625,16.20265625,-0.1060667042918019,2.04765625,259.4,-364.1,128,9.9
170,SLK_BESS_RN,-548.10775,-559.51775,11.41,60.875,50.125,-0.4808016304347835,0.65,123.9,-1.0,4,200.0
171,WR_RN,-586.224,55.147499999999944,-641.3715000000001,39.85,27.86014705882353,-2.574943846288516,2.373529411764706,285.0,-93.1,68,9.8
172,BR_ARROW_ALL,-620.2141999999997,-240.11145000000013,-380.10274999999973,35.887412587412584,9.656853146853146,-0.3546373963387106,2.5391608391608393,3280.1,-1260.0,143,51.7
173,ELSA_ESR_RN,-632.3762999999998,1080.5220000000004,-1712.8983,31.074468085106382,6.222765957446808,-0.03235974674182669,9.12340425531915,1991.4,-1054.1,141,9.9
174,TNFS_RN,-666.8865000000001,-668.7315000000001,1.845,4.423076923076923,3.0916923076923073,-0.19528098290598292,0.9307692307692308,142.2,-1.0,65,9.9
175,DA_BESS2,-741.5230000000001,-516.4275,-225.09550000000002,45.10377358490566,8.946603773584904,-0.9448479130931962,5.083018867924528,256.4,-374.1,53,5.0
176,RBN_BESS1,-751.6900000000006,1174.0175000000002,-1925.7075000000002,28.35611510791367,19.86985611510791,-1.5685791725481344,0.43669064748201436,403.2,-1103.6,139,100.0
177,CHIL_SLR,-782.6373000000007,1397.6162,-2180.2535000000003,33.47902097902098,4.146783216783217,0.5605426119047991,1.2874125874125875,5083.5,-1463.3,143,150.0
178,STRG_SLR_ALL,-879.15275,-609.8985000000002,-269.2542500000002,34.08642857142858,16.030571428571427,11.108366796087072,1.862857142857143,2964.5,-3293.5,140,100.0
179,SBEAN_BESS,-900.9017500000001,-651.3910000000001,-249.51074999999997,21.80655737704918,15.722295081967212,-0.6395453156247214,2.4893442622950817,108.8,-607.1,122,6.6
180,FLTBES1,-945.7377500000001,1485.83575,-2431.5735000000004,34.344927536231886,21.484565217391303,0.295801261540392,6.526086956521739,679.2,-1156.7,138,8.5
181,WLTC_ESR_RN,-959.5375,166.07649999999995,-1125.614,50.321518987341776,23.599620253164556,-0.4516141367886566,3.689873417721519,277.6,-415.0,79,9.9
182,MYRY_BES2_RN,-967.6449799999998,-880.81648,-86.82849999999996,55.91111111111111,12.990864197530865,-0.3645289044525944,5.648148148148148,659.8,-427.5,81,9.9
183,BRP_DIKN_RN,-1004.7099100000019,-1250.208500000002,245.49859000000015,32.923943661971826,10.765985915492958,-4.038428393260395,30.191549295774646,6364.8,-1364.2,142,9.9
184,BLUEJAY_RN,-1071.6927499999995,-631.1039999999989,-440.58874999999983,35.06388888888889,15.879652777777778,0.716161456538698,23.799999999999997,34836.700000000004,-6258.8,144,50.0
185,WRSBES_BESS1,-1073.2997500000001,2619.4134999999997,-3692.7132500000002,32.27553956834532,21.15244604316547,0.5474167191222049,9.37410071942446,1617.5,-1416.8,139,9.7
186,ABINDUST_RN,-1146.5352500000004,-427.2395,-719.2957499999999,24.818446601941748,14.336213592233008,0.18075733600546603,10.571844660194174,427.7,-2163.8,103,9.9
187,SNY_BESS_RN,-1238.9112499999999,-3450.20725,2211.2960000000003,35.28888888888889,19.15361111111111,-0.25104802957621464,18.220833333333335,3018.2,-3220.0,144,9.9
188,HAMI_BESS_RN,-1267.721000000001,2952.5005,-4220.2215,32.725531914893615,13.434255319148937,-0.6976539722120685,19.658156028368793,767.4,-5811.4,141,9.9
189,ANOL_ESS_RN,-1291.4317500000006,589.34975,-1880.7815000000003,30.809701492537314,19.943507462686565,-0.6035103665509448,0.932089552238806,697.1,-6418.2,134,240.0
190,ADL_RN,-1312.4980000000003,-38.98150000000004,-1273.5165000000006,31.31118881118881,8.802867132867133,-0.0037584347360315336,2.427972027972028,1315.8,-4127.5,143,0.0
191,N_AL_BESS_RN,-1337.6517999999999,-1035.7085,-301.94329999999997,32.84718309859155,7.8230281690140835,-1.0873905559588284,4.278169014084507,957.1,-490.0,142,9.9
192,GOMZ_RN,-1363.9107000000001,-690.93695,-672.9737500000002,30.655633802816904,16.88669014084507,-0.8200355341354307,4.0760563380281685,276.6,-1103.8,142,9.9
193,PAULN_RN,-1368.4149999999997,-2319.157,950.7420000000002,31.293706293706293,12.866363636363635,-0.9858793481673724,4.318181818181818,407.1,-1055.0,143,9.9
194,HLY_RN,-1389.3627999999999,-1195.1605,-194.20229999999992,28.38088235294118,16.05889705882353,-0.8190713118580766,0.5448529411764707,728.9,-1163.8999999999999,136,102.2
195,OLMITO_RN,-1571.9342499999998,-862.4735,-709.46075,25.66814814814815,12.377481481481482,-0.1922871758779867,17.331111111111113,337.9,-5220.8,135,9.9
196,L_FRE_ESR_RN,-1587.73525,-1277.307,-310.42824999999993,28.8986013986014,8.187972027972027,-1.0566579286937539,4.258041958041958,729.7,-718.8,143,9.9
197,CITRUSCY_RN,-1998.51477,-816.55352,-1181.9612499999998,30.62857142857143,5.462857142857143,-0.596753085039363,5.7021428571428565,830.9,-538.7,140,9.9
