node,date,total_offer_mw,total_bid_mw,offer_revenue,bid_revenue,net_revenue,avg_da_lmp,avg_rt_lmp,avg_dart_spread,hours_positive,hours_negative,hours_participated,positive_revenue,negative_revenue,win_rate,profit_loss_ratio,hsl,total_awarded_mw,max_possible_mw,participation_rate
ADL_RN,2026-01-01,5.0,-6.0,7.5550000000000015,-3.375,4.1800000000000015,10.748750000000001,9.804375,0.9443750000000002,7,1,8,14.045,-9.864999999999998,87.5,0.2,0.0,11.0,0.0,0.0
AE_RN,2026-01-01,0.0,-3.8,0.0,8.930999999999994,8.930999999999994,10.912500000000001,9.31,1.6025000000000005,2,0,2,8.930999999999994,0.0,100.0,99.99,9.9,3.8,237.60000000000002,1.6
ALP_BESS_RN,2026-01-01,0.0,-44.9,0.0,52.79950000000001,52.79950000000001,1.3073333333333332,1.2448333333333332,0.0625,5,6,11,119.02199999999999,-66.2225,45.5,2.16,100.3,44.9,2407.2,1.9
ALVIN_RN,2026-01-01,34.5,-43.6,110.54325000000001,64.05,174.59325,11.297916666666666,9.614270833333334,1.6836458333333335,20,3,23,192.48775,-17.894499999999997,87.0,1.61,9.9,78.1,237.60000000000002,32.9
ANCHOR_ALL,2026-01-01,117.2,-80.0,286.29825,172.58974999999998,458.888,19.269583333333333,16.63479166666667,2.6347916666666666,21,2,23,519.4342499999999,-60.546249999999986,91.3,0.82,36.3,197.2,871.1999999999999,22.6
ANDMDSLR_ALL,2026-01-01,9.0,-1.0,7.4445000000000014,0.48499999999999943,7.929500000000001,11.84142857142857,11.1225,0.7189285714285715,5,2,7,17.285,-9.3555,71.4,0.74,81.9,10.0,1965.6000000000001,0.5
ANEM_ESS_RN,2026-01-01,12.0,-16.0,10.91,42.1225,53.032500000000006,8.301875,7.50328125,0.7985937500000001,11,4,15,72.07249999999999,-19.039999999999996,73.3,1.38,200.0,28.0,4800.0,0.6
ANG_ALL,2026-01-01,676.8,-11.4,334.1937499999998,65.27000000000001,399.46374999999983,17.73625,15.26515625,2.47109375,11,4,15,703.299,-303.8352500000002,73.3,0.84,81.0,688.1999999999999,1944.0,35.4
ANOL_ESS_RN,2026-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,240.0,0.0,5760.0,0.0
ANTL_ESS_ES1,2026-01-01,12.0,0.0,40.79999999999998,0.0,40.79999999999998,9.695555555555554,8.184444444444445,1.5111111111111104,3,0,3,40.79999999999998,0.0,100.0,99.99,70.0,12.0,1680.0,0.7
AVIL_ESS_RN,2026-01-01,0.0,-1.0,0.0,-8.677500000000002,-8.677500000000002,0.0,0.0,0.0,0,1,1,0.0,-8.677500000000002,0.0,0.0,160.0,1.0,3840.0,0.0
AZURE_RN,2026-01-01,38.6,0.0,-21.844749999999976,0.0,-21.844749999999976,17.643076923076926,15.623461538461537,2.0196153846153844,7,3,10,72.7125,-94.55724999999998,70.0,0.33,77.6,38.6,1862.3999999999999,2.1
BATCAVE_RN,2026-01-01,14.2,-9.5,27.590249999999994,7.43975,35.029999999999994,18.012083333333333,16.574895833333333,1.4371874999999996,11,4,15,43.599250000000005,-8.569250000000002,73.3,1.85,100.5,23.7,2412.0,1.0
BAYC_BESS_RN,2026-01-01,2.0,-2.0,3.762500000000003,15.93,19.692500000000003,14.9,13.181999999999999,1.718000000000001,3,0,3,19.692500000000003,0.0,100.0,99.99,8.0,4.0,192.0,2.1
BCK_RN,2026-01-01,852.4,-28.5,890.6399999999999,99.93525,990.5752499999999,15.865,14.0578125,1.8071875,13,2,15,1631.5739999999998,-640.99875,86.7,0.39,126.5,880.9,3036.0,29.0
BCNV_RN,2026-01-01,44.9,-27.1,272.35349999999994,51.86325000000001,324.21674999999993,19.213333333333335,17.113020833333334,2.1003125,16,2,18,327.0117499999999,-2.7949999999999964,88.9,14.62,150.0,72.0,3600.0,2.0
BEXAR_ES_RN,2026-01-01,2.0,0.0,7.002499999999998,0.0,7.002499999999998,20.12590909090909,17.418977272727275,2.706931818181818,2,0,2,7.002499999999998,0.0,100.0,99.99,100.0,2.0,2400.0,0.1
BIGSTAR_ALL,2026-01-01,23.7,-18.8,31.780499999999993,56.64924999999999,88.42974999999998,18.722916666666666,16.675729166666667,2.0471874999999997,17,4,21,109.37274999999998,-20.943000000000005,81.0,1.23,60.0,42.5,1440.0,3.0
BKSL_RN,2026-01-01,0.0,-1.0,0.0,0.41249999999999787,0.41249999999999787,0.0,0.0,0.0,1,0,1,0.41249999999999787,0.0,100.0,99.99,100.0,1.0,2400.0,0.0
BLSMT1_5_A_6,2026-01-01,54.0,-3.5,157.31125000000003,9.393749999999997,166.705,18.957,16.370875,2.586125,9,4,13,178.06875000000002,-11.363750000000007,69.2,6.96,30.0,57.5,720.0,8.0
BLUEJAY_RN,2026-01-01,4.0,0.0,5.6075,0.0,5.6075,11.152,10.54725,0.6047500000000001,4,0,4,5.6075,0.0,100.0,99.99,50.0,4.0,1200.0,0.3
BLVN_RN,2026-01-01,2.0,0.0,7.0625000000000036,0.0,7.0625000000000036,13.094166666666666,10.346458333333333,2.747708333333333,2,0,2,7.0625000000000036,0.0,100.0,99.99,180.0,2.0,4320.0,0.0
BOCO_ESS_RN,2026-01-01,0.0,0.0,0.0,0.0,0.0,24.064999999999998,22.1425,1.9224999999999994,0,0,0,0.0,0.0,0.0,0.0,150.0,0.0,3600.0,0.0
BRHEIGHT_RN,2026-01-01,20.0,0.0,39.21,0.0,39.21,16.633333333333333,14.768333333333333,1.8650000000000002,5,0,5,39.21,0.0,100.0,99.99,9.9,20.0,237.60000000000002,8.4
BRPMAGNO_RN,2026-01-01,62.0,-3.0,77.6325,8.115000000000006,85.7475,16.708000000000002,15.092,1.616,13,2,15,127.63750000000002,-41.89,86.7,0.47,9.9,65.0,237.60000000000002,27.4
BRP_BRAZ_RN,2026-01-01,22.2,0.0,41.42725,0.0,41.42725,17.797777777777778,16.56722222222222,1.2305555555555554,7,2,9,51.688250000000004,-10.261000000000001,77.8,1.44,9.9,22.2,237.60000000000002,9.3
BRP_DIKN_RN,2026-01-01,44.6,-41.6,112.251,61.113,173.364,11.571304347826086,10.001847826086957,1.5694565217391305,19,3,22,195.61200000000005,-22.247999999999998,86.4,1.39,9.9,86.2,237.60000000000002,36.3
BRP_LOOP_RN,2026-01-01,14.4,0.0,38.679,0.0,38.679,13.036000000000001,10.779,2.2570000000000006,4,0,4,38.679,0.0,100.0,99.99,9.9,14.4,237.60000000000002,6.1
BRP_LOP1_RN,2026-01-01,22.6,0.0,91.33099999999996,0.0,91.33099999999996,20.366666666666664,17.824791666666666,2.5418749999999988,7,0,7,91.33099999999996,0.0,100.0,99.99,9.9,22.6,237.60000000000002,9.5
BRP_PBL1_RN,2026-01-01,14.1,-2.4,58.86650000000002,7.326500000000003,66.19300000000003,18.83636363636364,14.83090909090909,4.005454545454547,9,1,10,69.60900000000001,-3.415999999999997,90.0,2.26,9.9,16.5,237.60000000000002,6.9
BRP_PBL2_RN,2026-01-01,0.0,-10.0,0.0,34.355000000000004,34.355000000000004,0.0,0.0,0.0,4,1,5,39.235,-4.8799999999999955,80.0,2.01,9.9,10.0,237.60000000000002,4.2
BRP_RN_UNIT1,2026-01-01,4.0,-4.0,9.257499999999997,1.8199999999999967,11.077499999999993,12.925999999999998,11.293000000000001,1.6329999999999996,4,1,5,16.082499999999992,-5.004999999999999,80.0,0.8,9.9,8.0,237.60000000000002,3.4
BRP_ZPT1_RN,2026-01-01,30.599999999999998,0.0,85.79050000000001,0.0,85.79050000000001,22.38666666666667,19.583055555555557,2.8036111111111115,7,1,8,88.27250000000001,-2.4820000000000015,87.5,5.08,9.9,30.599999999999998,237.60000000000002,12.9
BRP_ZPT2_RN,2026-01-01,47.5,-1.0,120.7635,8.712499999999999,129.476,19.220588235294116,16.65323529411765,2.56735294117647,13,3,16,148.49550000000002,-19.0195,81.2,1.8,9.9,48.5,237.60000000000002,20.4
BR_ARROW_ALL,2026-01-01,9.2,-5.300000000000001,-25.246499999999997,14.074750000000005,-11.171749999999992,15.368461538461538,15.038846153846153,0.32961538461538464,3,5,8,17.34475000000001,-28.5165,37.5,1.01,51.7,14.5,1240.8000000000002,1.2
BSS_U1,2026-01-01,0.0,0.0,0.0,0.0,0.0,15.376666666666665,13.906666666666666,1.47,0,0,0,0.0,0.0,0.0,0.0,7.9,0.0,189.60000000000002,0.0
CACH_ESS_RN,2026-01-01,2.0,0.0,7.067499999999999,0.0,7.067499999999999,24.744999999999997,21.21125,3.5337499999999995,2,0,2,7.067499999999999,0.0,100.0,99.99,200.0,2.0,4800.0,0.0
CAMWIND_RN,2026-01-01,43.199999999999996,-68.3,141.73350000000002,163.88975,305.62325,12.796666666666667,11.843125,0.9535416666666666,12,6,18,333.0535,-27.43025000000001,66.7,6.07,10.0,111.5,240.0,46.5
CARN_ESS_RN,2026-01-01,8.5,0.0,23.4235,0.0,23.4235,19.440526315789473,16.75328947368421,2.687236842105263,5,0,5,23.4235,0.0,100.0,99.99,150.0,8.5,3600.0,0.2
CARRIZO_ESR1,2026-01-01,0.0,-1.0,0.0,3.0425000000000004,3.0425000000000004,13.882857142857144,12.195714285714287,1.687142857142857,1,0,1,3.0425000000000004,0.0,100.0,99.99,9.8,1.0,235.20000000000002,0.4
CASL_GAP_UN1,2026-01-01,106.7,-88.0,115.07499999999996,365.58775,480.66275,27.50125,26.178124999999998,1.3231249999999999,14,9,23,908.5419999999999,-427.8792499999999,60.9,1.37,1.9,194.7,45.599999999999994,427.0
CATARINA_B1,2026-01-01,6.0,-11.5,18.255000000000006,50.74975,69.00475,10.576363636363636,8.808636363636364,1.7677272727272728,8,0,8,69.00475,0.0,100.0,99.99,8.2,17.5,196.79999999999998,8.9
CEDRVALE_RN,2026-01-01,0.0,-5.0,0.0,-2.5874999999999844,-2.5874999999999844,3.85,3.6435000000000004,0.20649999999999977,1,2,3,25.60000000000001,-28.187499999999993,33.3,1.82,8.2,5.0,196.79999999999998,2.5
CHIL_SLR,2026-01-01,6.0,-4.0,24.180000000000003,-14.48,9.700000000000003,14.745384615384616,11.969038461538462,2.776346153846154,6,2,8,24.180000000000007,-14.48,75.0,0.56,150.0,10.0,3600.0,0.3
CHISMGRD_RN,2026-01-01,1.0,-19.1,4.734999999999999,28.827250000000006,33.562250000000006,1.8816666666666666,1.4870833333333333,0.3945833333333333,6,4,10,55.451,-21.888749999999995,60.0,1.69,0.0,20.1,0.0,0.0
CITRUSCY_RN,2026-01-01,6.0,-2.0,16.82,-9.209999999999997,7.610000000000003,10.484,8.802,1.682,3,1,4,16.82,-9.209999999999997,75.0,0.61,9.9,8.0,237.60000000000002,3.4
CLO_RN,2026-01-01,1.0,-2.0,5.067499999999999,1.8550000000000004,6.922499999999999,14.24,11.70625,2.5337499999999995,2,0,2,6.922499999999999,0.0,100.0,99.99,100.0,3.0,2400.0,0.1
CNLY_ESS_RN,2026-01-01,0.0,0.0,0.0,0.0,0.0,-21.71,-33.2025,11.492500000000001,0,0,0,0.0,0.0,0.0,0.0,125.0,0.0,3000.0,0.0
CNTRY_RN,2026-01-01,0.0,-10.0,0.0,31.735,31.735,0.0,0.0,0.0,4,1,5,40.715,-8.98,80.0,1.13,9.8,10.0,235.20000000000002,4.3
CONTINEN_RN,2026-01-01,57.6,-11.0,169.4035,4.1875,173.591,17.764761904761905,15.216190476190476,2.5485714285714285,16,4,20,187.7975,-14.206500000000002,80.0,3.3,0.0,68.6,0.0,0.0
CORALSLR_ALL,2026-01-01,566.1,0.0,2384.6745,0.0,2384.6745,17.004736842105263,13.581447368421053,3.4232894736842105,14,2,16,2728.9257499999994,-344.25125,87.5,1.13,51.4,566.1,1233.6,45.9
CORAZON_RN,2026-01-01,14.2,-76.0,-35.55325,223.68925,188.136,13.925555555555555,12.587499999999999,1.3380555555555553,9,4,13,240.0285,-51.8925,69.2,2.06,200.0,90.2,4800.0,1.9
COYOTSPR_RN,2026-01-01,0.0,-17.0,0.0,-119.765,-119.765,0.0,0.0,0.0,1,5,6,25.60000000000001,-145.365,16.7,0.88,9.9,17.0,237.60000000000002,7.2
CROSSETT_ALL,2026-01-01,0.0,-180.1,0.0,190.62824999999992,190.62824999999992,3.4066666666666663,2.7971875,0.6094791666666665,5,4,9,388.0099999999999,-197.38175000000004,55.6,1.57,100.0,180.1,2400.0,7.5
CROSSTRL_RN,2026-01-01,23.0,0.0,21.924999999999997,0.0,21.924999999999997,20.214444444444446,19.48,0.7344444444444443,5,3,8,25.625000000000004,-3.7000000000000064,62.5,4.16,57.0,23.0,1368.0,1.7
CR_RN,2026-01-01,1.0,0.0,5.087499999999999,0.0,5.087499999999999,28.5,23.4125,5.087499999999999,1,0,1,5.087499999999999,0.0,100.0,99.99,9.8,1.0,235.20000000000002,0.4
CS_RN,2026-01-01,1.0,-1.9,1.4375,1.6862499999999985,3.1237499999999985,10.4,9.68125,0.71875,2,0,2,3.1237499999999985,0.0,100.0,99.99,9.9,2.9,237.60000000000002,1.2
CTW_RN,2026-01-01,5.0,-2.0,4.7075,6.690000000000005,11.397500000000004,18.312,16.47725,1.8347499999999997,5,1,6,13.235000000000005,-1.8375000000000004,83.3,1.44,150.0,7.0,3600.0,0.2
DAN_ALL,2026-01-01,26.4,-54.4,27.482500000000016,196.48199999999997,223.9645,15.954,13.8965,2.0574999999999997,11,1,12,246.25449999999995,-22.29,91.7,1.0,76.3,80.8,1831.1999999999998,4.4
DA_BESS,2026-01-01,1.0,-2.0,1.4199999999999982,2.889999999999997,4.309999999999995,10.385,9.675,0.7099999999999991,2,0,2,4.309999999999995,0.0,100.0,99.99,5.0,3.0,120.0,2.5
DC2SES_ALL,2026-01-01,30.9,-78.5,39.1785,184.21499999999992,223.39349999999993,2.9170833333333337,2.5869791666666666,0.33010416666666664,7,1,8,247.60999999999996,-24.216499999999996,87.5,1.46,66.5,109.4,1596.0,6.9
DGFS_ESR_RN,2026-01-01,0.0,-1.0,0.0,-8.4775,-8.4775,0.0,0.0,0.0,0,1,1,0.0,-8.4775,0.0,0.0,75.0,1.0,1800.0,0.1
DIBOL_RN,2026-01-01,0.0,-4.0,0.0,15.559999999999999,15.559999999999999,0.0,0.0,0.0,3,1,4,15.579999999999998,-0.019999999999999574,75.0,259.67,3.3,4.0,79.19999999999999,5.1
DKNS_ESS_RN,2026-01-01,0.0,-2.0,0.0,6.520000000000003,6.520000000000003,0.0,0.0,0.0,1,0,1,6.520000000000003,0.0,100.0,99.99,50.0,2.0,1200.0,0.2
DSWL_BES1,2026-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,150.0,0.0,3600.0,0.0
EBNY_ESS_RN,2026-01-01,2.0,-5.8,7.029999999999998,2.9085000000000054,9.938500000000003,10.763333333333334,9.164166666666667,1.5991666666666662,4,1,5,19.963500000000003,-10.024999999999999,80.0,0.5,200.0,7.8,4800.0,0.2
ELSA_ESR_RN,2026-01-01,32.6,-2.0,92.121,9.745000000000005,101.866,16.671538461538464,14.4875,2.1840384615384614,8,2,10,103.90599999999999,-2.0399999999999925,80.0,12.73,9.9,34.6,237.60000000000002,14.6
ELZA_SLR_RN,2026-01-01,2.0,0.0,-5.407499999999999,0.0,-5.407499999999999,11.365,12.2384375,-0.8734374999999996,1,1,2,1.6700000000000017,-7.077500000000001,50.0,0.24,100.0,2.0,2400.0,0.1
EMPCT_RN,2026-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,9.9,0.0,237.60000000000002,0.0
ENDPARK_ESS1,2026-01-01,8.0,-4.0,20.735,-2.987499999999997,17.747500000000002,3.623571428571428,2.883035714285714,0.7405357142857143,5,2,7,21.1275,-3.379999999999999,71.4,2.5,50.0,12.0,1200.0,1.0
ESCONDID_ESR,2026-01-01,0.0,-2.0,0.0,0.12750000000000483,0.12750000000000483,0.0,0.0,0.0,1,1,2,3.3200000000000003,-3.1924999999999955,50.0,1.04,0.0,2.0,0.0,0.0
ESTONIAN_ALL,2026-01-01,6.0,-4.0,-17.78,19.909999999999997,2.1299999999999955,10.755454545454546,11.955454545454545,-1.2000000000000002,3,3,6,23.184999999999995,-21.055,50.0,1.1,101.6,10.0,2438.3999999999996,0.4
EUNICE_ALL,2026-01-01,209.8,-278.4,294.0365,-327.70425000000006,-33.66775000000004,17.57,16.63083333333333,0.9391666666666666,13,10,23,1244.6822499999998,-1278.3500000000004,56.5,0.75,18.0,488.2,432.0,113.0
EVLN_ESS_RN,2026-01-01,2.0,0.0,6.497500000000002,0.0,6.497500000000002,24.630000000000003,21.38125,3.248750000000001,2,0,2,6.497500000000002,0.0,100.0,99.99,220.0,2.0,5280.0,0.0
E_HARRIS_RN,2026-01-01,0.0,-1.0,0.0,-0.4350000000000023,-0.4350000000000023,0.0,0.0,0.0,0,1,1,0.0,-0.4350000000000023,0.0,0.0,9.9,1.0,237.60000000000002,0.4
FALFUR_RN,2026-01-01,2.0,-32.400000000000006,3.2449999999999974,49.51700000000005,52.76200000000004,13.664705882352942,11.75514705882353,1.9095588235294116,5,1,6,53.20450000000005,-0.442499999999999,83.3,24.05,9.9,34.400000000000006,237.60000000000002,14.5
FAULKNER_RN,2026-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,9.9,0.0,237.60000000000002,0.0
FENCESLR_ALL,2026-01-01,11.8,-58.9,-17.738749999999992,174.74400000000003,157.00525000000005,18.986666666666668,17.41,1.5766666666666664,9,4,13,180.93050000000002,-23.92525,69.2,3.36,71.0,70.7,1704.0,4.1
FIVEWSLR_ALL,2026-01-01,19.099999999999998,-3.4,-19.609,13.302500000000002,-6.3065,17.623076923076923,14.700192307692307,2.9228846153846155,5,1,6,23.26825,-29.57475,83.3,0.16,220.0,22.499999999999996,5280.0,0.4
FLOWERII_RN,2026-01-01,15.8,-340.1,122.526,408.1322500000002,530.6582500000002,11.90375,10.435625,1.468125,14,9,23,1171.6807500000004,-641.0224999999999,60.9,1.18,95.0,355.90000000000003,2280.0,15.6
FLTBES1,2026-01-01,0.0,-61.9,0.0,40.60050000000001,40.60050000000001,0.0,0.0,0.0,11,9,20,212.20100000000002,-171.60049999999998,55.0,1.01,8.5,61.9,204.0,30.3
FLVABES1_ESR,2026-01-01,19.4,-78.0,86.17750000000004,98.61750000000004,184.79500000000007,18.46291666666667,15.773958333333333,2.688958333333334,14,9,23,367.8105000000001,-183.0155,60.9,1.29,9.9,97.4,237.60000000000002,41.0
FORTMA_RN,2026-01-01,0.0,-58.900000000000006,0.0,25.68825,25.68825,10.214705882352941,9.066617647058823,1.1480882352941175,6,3,9,65.10875000000001,-39.42050000000001,66.7,0.83,9.8,58.900000000000006,235.20000000000002,25.0
FRMRSVLW_RN,2026-01-01,0.0,-2.0,0.0,18.669999999999995,18.669999999999995,3.41,4.887,-1.4769999999999996,1,0,1,18.669999999999995,0.0,100.0,99.99,9.9,2.0,237.60000000000002,0.8
FRMR_BS2_RN1,2026-01-01,0.0,-4.0,0.0,13.874999999999993,13.874999999999993,0.0,0.0,0.0,2,0,2,13.874999999999993,0.0,100.0,99.99,9.9,4.0,237.60000000000002,1.7
FTDUNCAN_RN,2026-01-01,0.0,-9.0,0.0,37.18975000000001,37.18975000000001,15.264583333333334,12.761458333333332,2.5031250000000003,7,1,8,39.99725000000001,-2.8074999999999974,87.5,2.04,100.0,9.0,2400.0,0.4
GAMBIT_RN,2026-01-01,8.0,-23.6,19.115000000000002,65.532,84.64699999999999,13.174000000000001,10.88025,2.29375,8,2,10,92.8595,-8.212500000000004,80.0,2.83,100.0,31.6,2400.0,1.3
GARC_BESS_RN,2026-01-01,30.599999999999998,-3.0,85.62049999999999,3.8575000000000017,89.478,20.034,17.51575,2.5182499999999997,7,2,9,91.73049999999999,-2.252500000000005,77.8,11.64,9.0,33.599999999999994,216.0,15.6
