node,net_revenue,offer_revenue,bid_revenue,days_active,hsl,avg_win_rate,avg_profit_loss_ratio,total_offer_mw,total_bid_mw,rank
CNLY_ESS_RN,-6309.313659999999,-13920.70991,7611.39625,198,125.0,35.003535353535355,8.432676767676767,9348.4,-2512.5,197
CTW_RN,-6365.75655,-3314.7231000000006,-3051.03345,195,150.0,35.82,12.615897435897436,3424.1,-1380.9,198
MDWPK_RN,-6895.196,-8657.38775,1762.1917500000002,126,0.0,28.61746031746032,11.097539682539683,870.9,-2215.6,199
JAG_SLR_RN,-7028.024999999999,8239.54025,-15267.56525,199,150.0,33.072361809045226,10.058492462311557,9449.7,-7969.3,200
DSWL_BES1,-7046.025250000001,-2066.8892499999997,-4979.1359999999995,172,150.0,28.86220930232558,18.616337209302323,1404.2,-2946.1,201
HAMI_BESS_RN,-7133.070250000002,3874.3489999999997,-11007.41925,197,9.9,37.35837563451777,12.831015228426397,1089.9,-7369.8,202
CR_RN,-7169.6561599999995,-2172.52341,-4997.13275,121,9.8,39.32396694214876,18.146446280991732,588.2,-996.6,203
GRDNE_ESR_RN,-7184.56384,-3464.0910899999994,-3720.47275,199,9.9,37.42261306532664,15.398894472361807,2526.7,-2171.2,204
FTDUNCAN_RN,-7304.738340000001,-5565.257090000001,-1739.4812499999998,189,100.0,33.77777777777778,10.72084656084656,498.90000000000003,-4174.0,205
ANEM_ESS_RN,-7644.886089999993,-4390.000590000018,-3254.8855000000003,200,200.0,36.864000000000004,35.83505,6535.9,-1873.5,206
GOODWIN_ESR,-7744.7096599999995,-2915.002160000001,-4829.7074999999995,196,9.9,34.13979591836735,15.863367346938777,14113.6,-2226.0,207
MAINLAND_RN,-7787.0656500000005,-7808.36769,21.302039999999884,130,9.9,49.78230769230769,20.365923076923075,1078.6,-871.7,208
RIOG_ESR_RN,-8103.1992500000015,-8412.11575,308.91650000000004,196,9.9,31.428571428571427,13.973010204081632,1682.9,-1195.1,209
GZ_RN,-8233.733829999997,-4664.82983,-3568.904,198,9.9,36.8040404040404,12.226868686868688,20903.8,-1684.4,210
CS_RN,-8429.507410000004,-5648.924410000006,-2780.5829999999996,197,9.9,33.97055837563452,12.30035532994924,1558.7,-3362.3,211
GODY_SLR_RN,-8785.7925,-7606.2775,-1179.5150000000003,103,0.0,15.787378640776698,9.253495145631067,2331.3,-214.0,212
BRP_ZPT1_RN,-9118.8656,-3657.6672499999995,-5461.19835,187,9.9,32.48395721925134,11.39620320855615,2191.1,-1790.7,213
GAMBIT_RN,-9158.491500000004,-11754.35025,2595.85875,200,100.0,32.7625,18.712249999999997,1590.7,-948.3,214
GARC_BESS_RN,-9205.32151,-967.7315100000001,-8237.59,196,9.0,37.00765306122449,14.591071428571428,2135.1,-4718.2,215
LBRA_BES1,-9931.58155,695.5804099999997,-10627.16196,131,186.0,52.97480916030534,20.308702290076337,1937.6,-1943.0,216
TV_RN,-9979.689090000002,-4711.21284,-5268.47625,195,9.8,31.878974358974357,59.38276923076923,973.7,-1713.4,217
PAVO_ESS_ALL,-10098.981749999999,-5071.53825,-5027.443499999999,191,87.5,38.92303664921466,13.578376963350784,1933.4,-2093.1,218
SMTH_ESS_RN,-10637.46809,-4585.74884,-6051.71925,143,125.0,29.506993006993007,13.0506993006993,4178.7,-1592.9,219
HYDR_ESS_RN,-10699.24255,264.4359999999999,-10963.67855,196,200.0,38.32295918367347,10.241377551020408,776.0,-5234.8,220
BRP_ZPT2_RN,-10854.602910000001,-7950.4059099999995,-2904.1969999999997,197,9.9,37.43908629441624,32.628832487309644,5222.8,-7120.9,221
SROSA_ESR_RN,-10995.30659,-2175.94459,-8819.362000000001,198,9.9,34.59848484848485,15.460808080808082,4031.9,-3155.4,222
BRP_LOOP_RN,-11072.26317,1952.9365799999998,-13025.19975,197,9.9,36.68527918781726,11.858527918781727,7758.0,-6628.5,223
E_HARRIS_RN,-11080.781869999999,-2449.2496699999997,-8631.5322,193,9.9,34.9559585492228,9.239119170984456,1118.8,-3100.5,224
EVLN_ESS_RN,-11252.265089999999,-3894.8035899999995,-7357.4615,156,220.0,32.641666666666666,15.212820512820512,581.9,-956.6999999999999,225
SLK_BESS_RN,-11421.87695,-11506.16445,84.2875,46,200.0,27.032608695652176,24.385434782608694,540.9,-14.4,226
RPUBRDS_RN,-11774.63884,-3361.5750900000003,-8413.063750000001,197,39.5,39.052791878172584,11.575736040609138,10478.800000000001,-8602.7,227
BLSMT1_5_A_6,-11909.037130000002,-5884.190880000002,-6024.84625,199,30.0,39.461809045226126,13.933517587939699,34724.9,-5747.7,228
BRHEIGHT_RN,-12085.32809,-10178.382090000001,-1906.946,175,9.9,30.86057142857143,13.971942857142855,1957.1,-688.3,229
HMNG_ESS_RN,-12355.219739999999,-7144.580089999998,-5210.63965,199,99.8,37.78743718592965,13.798793969849246,3092.8,-5666.3,230
SNY_BESS_RN,-12788.69275,-2554.4652499999997,-10234.227499999999,200,9.9,40.3705,18.9792,4171.5,-7046.4,231
BR_ARROW_ALL,-13374.20595,-9297.18995,-4077.016,199,51.7,40.312562814070354,10.915276381909548,6681.5,-3318.4,232
WIG_BESS_RN,-13410.643,624.1292500000002,-14034.772250000002,199,120.0,38.655276381909545,12.074723618090452,1519.0,-3360.5,233
MOORE_FL_RN,-13676.078389999997,-10280.38814,-3395.6902499999997,197,9.9,36.236040609137056,39.46659898477157,8292.8,-2037.0,234
GREGORY_RN,-13841.211460000002,-5878.256510000002,-7962.954949999999,199,5.0,38.28090452261306,8.340653266331659,18250.9,-7427.1,235
AE_RN,-14012.02816,-8600.946909999999,-5411.08125,194,9.9,35.537113402061856,14.078041237113402,4719.0,-3851.7,236
LAUR_BESS_RN,-14112.227669999998,-75.68141999999798,-14036.546250000001,200,9.8,34.857,30.3974,22776.300000000003,-9615.6,237
ZIER_SLR_ALL,-14135.340840000003,4783.293910000004,-18918.634750000005,199,40.0,38.60100502512563,6.098090452261307,59832.8,-38744.799999999996,238
ANTL_ESS_ES1,-14271.449249999996,-18633.95625,4362.507000000001,198,70.0,35.50303030303031,6.395252525252525,2169.2,-3746.3,239
BEXAR_ES_RN,-14655.086089999968,-4542.21958999997,-10112.8665,199,100.0,40.301507537688444,15.133316582914572,178206.2,-3788.4,240
TSECA_ES_RN,-15042.615999999996,-13796.7085,-1245.9074999999998,180,100.0,21.21611111111111,13.974333333333332,1335.7,-539.9,241
HI_LONEB_RN1,-15143.1305,-12839.973,-2303.1575,189,50.0,26.057142857142857,14.22026455026455,3095.0,-1748.9,242
PYR_PYRON1,-15800.261999999999,-1457.5892500000018,-14342.67275,200,15.1,41.8315,10.0839,23803.8,-2347.5,243
HOLCOMB_RN1,-16106.8565,-8810.80925,-7296.04725,200,9.9,31.118000000000002,6.251899999999999,4408.1,-6116.7,244
FALFUR_RN,-16218.091659999998,-4963.279909999998,-11254.81175,199,9.9,35.45829145728643,18.950050251256283,18505.600000000002,-6682.900000000001,245
DC2SES_ALL,-16686.76626,-6371.281760000002,-10315.4845,200,66.5,39.9125,17.3512,17534.7,-30560.399999999998,246
BIGSTAR_ALL,-16964.591259999997,-2375.0155499999983,-14589.57571,200,60.0,39.903,7.5005,10346.5,-19065.3,247
JUNCTION_RN,-17757.99521,11049.882539999999,-28807.877749999996,200,9.9,41.4295,8.24565,12866.800000000001,-6558.4,248
BRPMAGNO_RN,-18218.42994,-10609.487290000001,-7608.942650000001,197,9.9,38.87258883248731,14.597868020304567,4257.8,-5138.4,249
PALE_ESS_EN,-18415.99075,-573.6530000000001,-17842.337750000002,199,200.0,35.823115577889446,9.598894472361808,2333.3,-4636.8,250
UTOPIA_RN,-18998.948500000002,-16766.310749999997,-2232.63775,139,0.0,31.417985611510794,6.253597122302159,21122.5,-5636.9,251
MU_RN,-19169.90509,-6712.196840000001,-12457.70825,193,9.9,29.67616580310881,12.463005181347148,1775.6,-3196.2000000000003,252
ANDMDSLR_ALL,-19694.352909999994,-6668.377069999994,-13025.97584,199,81.9,39.552763819095475,9.996884422110552,17081.6,-4717.2,253
JUNORTH_RN,-20245.69255,3211.195749999999,-23456.888299999995,200,9.9,40.8885,14.1598,5244.0,-3544.8,254
PRCRK_RN,-21024.746489999998,-7866.05783,-13158.68866,192,9.9,34.12864583333333,13.364010416666666,689.9,-3454.5,255
STRG_SLR_ALL,-21406.29451,-7986.82851,-13419.465999999999,195,100.0,39.56820512820513,13.949230769230768,4558.9,-6973.2,256
CORAZON_RN,-22214.701,-16300.9955,-5913.705500000005,199,200.0,36.65025125628141,7.539798994974873,56251.8,-10731.1,257
RN_QTUM_SLR,-22683.16978,-22599.53478,-83.63499999999993,112,0.0,13.883035714285715,6.5841964285714285,25359.399999999998,-486.0,258
QUEEN_BA_RN,-22717.957840000003,-1975.39684,-20742.561,187,50.0,31.124598930481284,12.903048128342245,4072.7,-28865.6,259
CHIL_SLR,-22894.95847,-12045.490969999999,-10849.4675,199,150.0,37.96030150753769,6.039547738693467,23386.3,-3280.4,260
CASL_GAP_UN1,-23655.971749999997,-7049.796579999999,-16606.17517,200,1.9,38.8515,6.842949999999999,17270.6,-25597.6,261
LILY_RN,-25062.618789999997,-12577.254539999998,-12485.364249999999,200,50.0,40.672,10.43145,10950.7,-5247.6,262
FORTMA_RN,-25314.650959999995,-19506.16324999999,-5808.487709999999,198,9.8,41.427777777777784,10.708838383838383,23463.0,-1560.6000000000001,263
MILTON_RN,-25429.56334,-24494.72634,-934.8370000000004,198,9.9,39.68888888888889,8.442727272727272,23093.7,-2459.9,264
WFTANK_ESS1,-27178.58784,-5578.800840000001,-21599.787,200,150.0,31.9085,10.5602,3128.1,-14863.8,265
CFLAT_ES_RN,-27425.83075,653.4399999999991,-28079.27075,175,0.0,35.60342857142857,11.004057142857143,3107.8,-10130.1,266
SEVNF_ES_RN,-28145.055,-37994.528750000005,9849.47375,189,100.0,33.74867724867725,10.04164021164021,3433.6,-17349.7,267
CONTINEN_RN,-28158.067499999997,-21711.782999999996,-6446.2845,197,0.0,37.04517766497462,36.34375634517767,11660.7,-3362.9,268
SP_RN,-30984.635009999998,-13501.165159999999,-17483.46985,197,5.0,35.246700507614214,12.863401015228424,4174.4,-5662.0,269
CARRIZO_ESR1,-31527.065410000003,-45069.97391000001,13542.9085,197,9.8,36.89543147208121,17.4097461928934,17713.2,-1901.0,270
CLO_RN,-36624.19691,-10107.80916,-26516.387749999998,193,100.0,33.873056994818654,8.458963730569948,2190.6,-8623.0,271
PTLBES_BESS1,-38492.24264,-37928.252640000006,-563.9899999999981,200,5.0,41.115500000000004,8.2227,21183.4,-2834.6,272
OLNEYTN_RN,-42143.399,-42059.79275,-83.60625000000118,194,9.9,34.80309278350516,13.65963917525773,4134.3,-2352.8,273
SPTX12B_RN,-42188.11436,-25775.90395,-16412.210409999996,199,24.9,40.48542713567839,9.344623115577889,10995.7,-5945.6,274
ALVIN_RN,-46344.9939,-41205.43015,-5139.563750000001,199,9.9,39.44371859296483,14.56929648241206,3943.8,-11356.1,275
CAMWIND_RN,-56596.96148,-42485.47567,-14111.48581,200,10.0,36.062,5.0926,51350.7,-18647.4,276
CATARINA_B1,-60062.89299,-44507.56124,-15555.331750000003,200,8.2,41.8475,5.74435,9292.2,-20146.4,277
CISC_RN,-61987.71284,-7279.96309,-54707.749749999995,199,9.9,42.18140703517588,13.121407035175878,4118.6,-7951.3,278
SHAMROCK_RN,-72580.51521000001,-61503.181710000004,-11077.333499999999,200,99.3,42.7105,10.5118,66460.5,-5996.7,279
RUSSEKST_RN,-73473.09474999999,-11126.439250000001,-62346.655499999986,200,9.9,46.651,7.760149999999999,7878.9,-12304.5,280
RHESS2_ESS1,-82844.51825000001,-22031.615500000004,-60812.90275000002,200,9.9,41.835,10.064,12223.9,-24111.0,281
NWF_NWF1,-83221.58773999999,-102598.37853999999,19376.790800000002,200,16.1,41.8335,9.60675,74074.8,-20149.1,282
INRT_W_ALL,-127717.27612,-121550.47159999999,-6166.804520000001,200,13.0,39.3985,10.95895,42289.3,-2735.1,283
GKS_BESS_RN,-192315.45709,-152589.11284000002,-39726.34425,199,40.0,34.061306532663316,66.0380904522613,84112.1,-29474.7,284
