rank,node,net_revenue,offer_revenue,bid_revenue,total_offer_mw,total_bid_mw,win_rate,avg_win_rate,profit_loss_ratio,avg_profit_loss_ratio,participation_rate,avg_dart_spread,hsl,days_active
40,RN_QTUM_SLR,18155.799719999995,18363.399719999994,-207.6,36183.0,-510.0,32.476050420168065,28.51651785714286,25.069369747899156,6.654598214285714,15.231512605042017,0.5552035189075629,0.0,118.0
41,BRP_RN_UNIT1,16904.009000000002,13222.751499999998,3681.257500000001,15393.4,-3788.7000000000003,36.1436974789916,46.334547738693466,2.9625210084033613,10.964116415410386,5.198319327731092,0.7751391806722688,9.9,205.0
42,MEDILA_RN,15396.727570000008,13760.553319999995,1636.1742500000003,22470.7,-2265.1,37.47857142857143,46.92878787878789,3.4792436974789913,6.848686868686868,47.87268907563025,1.5782921918767505,9.9,204.0
43,KNAPP_RN,14808.121499999994,702.9309999999994,14105.1905,8473.5,-15095.0,31.126050420168067,46.813435374149655,4.093613445378151,17.73576530612245,0.0,2.9308648459383764,0.0,202.0
44,JUNORTH_RN,14707.0232,24636.054749999996,-9929.031549999998,7838.200000000001,-4074.0,48.40924369747899,45.96925,9.738823529411764,9.478233333333334,21.66176470588235,13.60642638305322,9.9,206.0
45,FENCESLR_ALL,13669.02768,13447.307249999998,221.7204300000002,7768.1,-7420.0,39.354201680672276,50.33764656616415,5.21516806722689,7.524572864321608,3.776470588235294,1.5704166666666668,71.0,205.0
46,BCNV_RN,12985.47522,7482.80725,5502.6679699999995,1977.5,-1970.3,44.01050420168067,48.74245614035088,15.572605042016805,19.0040701754386,0.6105042016806723,0.3093019082633052,150.0,101.0
47,FLVABES1_ESR,12744.416,11239.1155,1505.3005000000005,2901.8,-2799.1,31.05966386554622,33.63275,7.83844537815126,10.092358333333332,15.442436974789917,-0.13218749999999999,9.9,206.0
48,BLACKSPR_RN,12642.91875,-2023.0470000000005,14665.96575,2415.3,-6868.1,48.227731092436976,50.172494887525566,35.26584033613445,30.09806748466258,3.5789915966386556,2.0104586834733893,120.0,169.0
49,X443ESRN,11875.009320000001,10713.78432,1161.2249999999992,5202.8,-877.5000000000001,36.063025210084035,44.550340136054416,1.6058403361344538,12.653562925170068,5.24327731092437,0.6333250175070029,10.0,202.0
50,BYP_RN,11863.739749999992,-13596.252250000001,25459.992,43797.600000000006,-55798.299999999996,32.21680672268908,24.54775641025641,18.575,24.5823717948718,1.5953781512605043,0.020142244397759072,0.0,162.0
51,LYSSY_RN,11543.85525,13133.253499999999,-1589.3982500000006,25734.1,-3478.4,37.265546218487394,45.82777777777778,10.280672268907562,13.110984848484849,51.45924369747899,0.8825442051820729,9.9,204.0
52,TRIPBUT1_RN,10729.349909999999,11752.79491,-1023.4450000000011,2007.6999999999998,-14306.800000000001,30.70840336134454,42.63191666666667,3.6581092436974787,7.247774999999999,11.254201680672269,-0.22975008753501408,7.5,206.0
53,BLUEJAY_RN,10428.0,14389.195750000003,-3961.1957500000008,45616.700000000004,-12070.8,37.23487394957983,48.775,41.53579831932773,9.2379,19.097058823529412,1.0405733543417366,50.0,206.0
54,EMPCT_RN,10125.982750000001,966.5880000000003,9159.394750000001,1004.8,-5010.8,40.200840336134455,47.59684210526317,59.499327731092436,19.272964912280703,28.713445378151263,1.7696542366946781,9.9,196.0
55,BOCO_ESS_RN,8613.828660000001,7212.43566,1401.393,4869.9,-3951.5,33.24243697478992,44.78966666666666,17.08310924369748,7.1255500000000005,0.992016806722689,1.0359160539215686,150.0,206.0
56,LON_RN1,8192.42275,7096.184499999999,1096.2382499999997,6341.0,-2621.5,35.59411764705882,45.749833333333335,1.5789495798319328,7.8542,0.7781512605042016,0.5996984418767508,174.0,206.0
57,PIRATE_RN,7760.577159999999,10206.079409999998,-2445.50225,25984.2,-3693.2,33.16764705882353,43.45151515151515,0.8412184873949581,15.151313131313133,59.90084033613445,-0.21556460084033613,7.0,204.0
58,BUDA_RN,7593.2702500000005,-1568.8480000000004,9162.11825,6154.2,-2896.3,37.688655462184876,44.9834349593496,8.244957983193277,5.753373983739837,5.373949579831933,0.02061974789915962,0.0,170.0
59,JC_BAT_RN,7195.62859,6745.03359,450.5949999999999,3910.1000000000004,-434.7,33.28487394957983,35.94883419689119,0.7788655462184874,17.478359240069082,38.87352941176471,0.216376925770308,1.7,199.0
60,MNWL_BESS_RN,5495.168250000002,-2185.899249999999,7681.0675,2311.6,-1725.6999999999998,41.23991596638656,48.76778350515464,8.52563025210084,29.142250859106525,15.551680672268908,-0.725850402661064,9.9,200.0
61,LUCKYBLU_RN,4822.97325,1435.072,3387.9012500000003,3912.4,-7821.8,40.57983193277311,54.38397435897436,18.08218487394958,26.36482600732601,0.7231092436974791,-0.29078912815126035,100.0,188.0
62,BEXAR_ES_RN,4738.217910000034,19131.48666000003,-14393.26875,201933.40000000002,-5875.099999999999,34.61008403361345,47.05908710217756,50.992100840336136,12.64499162479062,39.90252100840336,0.40779280462184875,100.0,205.0
63,OLNEYTN_RN,4478.682250000002,-7521.443000000001,12000.125249999997,5312.700000000001,-3434.1000000000004,46.98487394957983,51.24321305841925,19.006470588235292,24.76648625429553,32.10126050420168,8.367732405462185,9.9,200.0
64,ESCONDID_ESR,3731.18725,-664.693,4395.88025,906.2,-4290.3,31.17058823529412,49.888959390862944,1.7508823529411766,20.08741116751269,0.0,0.2357475490196079,0.0,203.0
65,BKSL_RN,3572.80375,7707.104250000001,-4134.3005,3191.2,-6285.9,32.113445378151255,44.53978224455612,10.041050420168066,8.172684254606365,0.91890756302521,0.7186099439775911,100.0,205.0
66,JDKNS_RN,3560.69817,5261.746999999999,-1701.0488299999993,3500.1000000000004,-23813.6,27.91890756302521,44.80758333333334,3.4150840336134447,12.526658333333334,30.823529411764707,-0.750874474789916,9.9,206.0
67,TORT_ESS_RN,3505.79375,2303.21475,1202.5789999999995,826.2,-558.5,31.51260504201681,28.59879518072289,31.509453781512605,22.54675702811245,0.12016806722689077,0.24567358193277308,48.0,172.0
68,DIBOL_RN,3299.71725,456.87649999999974,2842.84075,559.2,-1123.6,34.97899159663866,22.238011695906437,25.348403361344538,16.36501461988304,1.572689075630252,0.48557816876750703,3.3,177.0
69,BRP_BRAZ_RN,3297.7239,3089.8411499999997,207.88274999999987,612.9,-754.8000000000001,32.72268907563026,38.16041666666667,0.7841596638655463,17.409166666666668,2.0407563025210083,0.02558779761904753,9.9,126.0
70,BRP_SWNY_RN,3103.1289200000006,3211.6079200000004,-108.47899999999996,245.1,-171.0,21.712605042016808,39.90519607843137,10.490168067226891,22.230254901960787,0.5567226890756303,0.2449072128851541,9.9,91.0
71,SGSA_DGR,3056.0125,-156.67275,3212.6852500000005,94.4,-2524.1,34.02983193277311,53.66719512195122,27.61411764705882,37.158067073170734,5.217226890756303,0.0015086659663865326,9.9,169.0
72,LONESTAR_RN,2974.480800000001,20.960550000000026,2953.5202500000014,239.2,-3199.2000000000003,31.062184873949583,45.17225225225225,7.376386554621849,21.168216216216216,5.5777310924369745,-0.6692712710084034,9.9,191.0
73,SWOOSE1_U1,2888.25474,9989.01289,-7100.75815,2186.4,-3390.8,29.18445378151261,44.913916666666665,3.453781512605042,8.165633333333334,4.565126050420168,-0.6215800070028012,9.9,206.0
74,POTEETS_RN,2826.7635,2412.0855,414.6780000000003,4419.1,-3236.0,32.865546218487395,45.19699661590525,5.040084033613445,12.37002538071066,13.166806722689074,0.06905943627450997,9.9,203.0
75,RVRVLYS_ALL,2676.656659999996,3178.2036599999997,-501.54699999999997,8987.599999999999,-1844.8999999999999,36.41890756302521,49.14795918367346,0.9844117647058823,14.381394557823128,6.167226890756302,0.7738843662464984,50.0,202.0
76,AMAD_ESS_RN,2561.658,2779.2957499999993,-217.63774999999993,917.3,-1331.7,27.310924369747898,29.175066666666662,27.308193277310924,7.829533333333334,0.0,-0.034209558823529426,100.0,131.0
77,CARTWHL_RN,2417.71325,-746.5892500000003,3164.3025,366.9,-2376.5,33.02521008403362,18.354129793510324,22.33105042016807,15.498694690265484,0.17268907563025213,0.09430015756302518,150.0,119.0
78,BSS_U1,2385.5307500000017,-2880.03425,5265.565000000002,3304.4,-9719.8,29.554621848739497,30.55245901639344,2.383865546218488,7.371475409836066,86.00756302521009,-3.1842668942577035,7.9,189.0
79,SLCN_ESS_ALL,2168.0495000000014,-621.1714999999997,2789.2210000000005,3366.1,-4443.8,34.99453781512605,46.904773869346734,0.7689495798319327,16.074773869346735,3.7432773109243698,0.5107217261904763,50.0,205.0
80,ARY_BESS_RN,2023.6467500000006,-544.3087499999997,2567.9555,675.0,-4284.0,32.94117647058823,29.59489247311828,4.651344537815126,2.119166666666666,0.0,-0.33862438725490196,0.0,130.0
81,TANZ_ESS_RN,1899.7410100000006,844.1067500000001,1055.63426,866.3,-2646.3999999999996,21.51260504201681,32.428225806451614,17.315882352941177,24.64524193548387,0.0,0.20472076330532216,128.8,192.0
82,MV_VALV4_RN,1494.9410500000004,-293.2942499999998,1788.2353000000003,3158.5,-4276.9,35.01260504201681,40.33840947546531,15.677983193277308,19.238346023688663,6.054621848739496,-0.23692927170868347,9.9,203.0
83,CROSSTRL_RN,1490.8682000000006,-5742.613050000001,7233.48125,3362.8,-7235.4,37.76386554621849,45.1642797319933,1.465798319327731,12.18141122278057,4.084453781512605,-2.5093106617647063,57.0,205.0
84,TYNAN_RN,1448.3237500000005,1216.9687500000002,231.3550000000002,2147.2,-1375.8999999999999,33.944537815126054,41.16666666666667,0.5836134453781512,6.9449043715847,2.9529411764705884,-0.11180322128851544,9.9,189.0
85,HEADCAMP_RN,1388.9852499999995,627.2949999999997,761.6902500000001,1826.9,-1244.3,36.95336134453781,28.76687675070028,24.846386554621848,17.598879551820726,1.415966386554622,-0.44985162815126045,150.0,125.0
86,OLMITO_RN,1025.0003599999998,280.0591600000001,744.9412000000004,1626.0,-7540.099999999999,29.345378151260505,39.01662303664922,2.348235294117647,8.7571815008726,1.2642857142857142,0.10642156862745114,9.9,197.0
87,ELMCRK_RN,998.3164899999998,701.1128399999998,297.2036499999999,1930.4,-6412.0,38.16932773109244,36.01787634408602,24.40575630252101,5.22388440860215,17.222689075630253,-1.0185670518207284,9.9,130.0
88,W_HRL_ESR_RN,978.8929299999993,-3619.54952,4598.44245,1438.1,-3172.1,27.515546218487394,25.46320512820513,7.815378151260504,6.1226666666666665,4.741176470588235,-0.3609747023809524,9.9,201.0
89,BRP_DIKN_RN,887.287749999998,1350.2871599999983,-462.99941000000007,7249.0,-1572.8,38.88025210084034,48.63401015228426,10.722142857142856,9.231218274111676,2.629411764705883,1.0771756827731094,9.9,203.0
90,FRMR_BS2_RN1,762.10975,89.61025000000008,672.4994999999999,203.9,-316.3,27.310924369747898,28.990517241379308,27.308193277310924,19.844597701149425,0.9403361344537815,0.09504814425770308,9.9,180.0
91,APPLE_ESR_RN,700.0380000000004,249.02525,451.01275000000027,70.2,-987.3,31.619747899159663,29.96285714285714,3.3781512605042017,5.67507142857143,0.0,-0.027546393557422985,0.0,111.0
92,N_AL_BESS_RN,649.7675399999999,-1881.24966,2531.0172,1185.8,-1868.7,30.103781512605043,40.28771477663231,2.1841176470588235,10.671374570446735,5.7630252100840345,-0.7899452906162464,9.9,200.0
93,PAD1_ESS_RN,600.45675,599.7742499999999,0.6825000000000101,293.6,-176.90000000000003,41.734033613445376,38.21727642276423,10.966512605042016,29.25465447154471,0.24747899159663866,0.7793426120448178,50.0,129.0
94,RN_PAD3_ESS,567.895,340.42875000000004,227.46624999999997,725.0,-77.0,21.476890756302524,0.0,10.376302521008403,0.0,0.0,0.02500343887555008,0.0,122.0
95,AVIL_ESS_RN,540.8664100000001,-936.3640899999999,1477.2305,395.1,-826.6,30.605042016806724,40.57565176908752,4.07735294117647,9.542071694599626,0.1273109243697479,-0.1895491946778709,160.0,185.0
96,FRMRSVLW_RN,415.07175000000007,-596.11175,1011.1835,811.0,-807.6,40.35588235294117,46.096754385964914,3.100630252100841,16.25906140350877,3.4945378151260504,1.6915493697478994,9.9,196.0
97,COYOTSPR_RN,408.0712500000001,1773.25225,-1365.181,1253.5,-984.4,9.453781512605042,23.5108734402852,5.9224789915966385,19.479772727272724,0.3126050420168067,-0.0987092962184874,9.9,193.0
98,CACH_ESS_RN,407.05091000000004,1011.4054100000001,-604.3545,3368.5,-255.5,35.97563025210084,41.54120879120879,1.6466806722689076,10.16485347985348,0.13571428571428573,0.48100446428571436,200.0,188.0
99,BAYC_BESS_RN,402.23315999999977,-1116.6795900000004,1518.9127499999997,6620.9,-4281.6,31.2563025210084,39.50820244328098,1.4607142857142856,6.414925828970332,49.088235294117645,-1.6915296743697479,8.0,197.0
100,PINEFRST_RN,357.5377999999987,1615.9892999999988,-1258.4515,4028.8,-3706.9,40.06806722689076,45.75382882882883,3.3187815126050424,9.432887387387389,0.9638655462184874,1.7375354516806722,200.0,191.0
101,NCO_RN,215.08625000000012,829.8755,-614.7892500000002,1358.1,-740.3000000000001,25.43235294117647,34.757738095238096,13.246764705882352,17.279226190476187,2.045378151260504,0.1507891281512605,38.8,174.0
102,Z0_DGR2_RN,179.22750000000002,185.91750000000002,-6.689999999999994,92.5,-17.0,10.714285714285714,7.03883495145631,7.274285714285713,6.246699029126213,0.3638655462184874,0.09161983543417365,9.9,109.0
103,BCNV2_ES_RN,149.8325,149.8325,0.0,116.0,0.0,36.73235294117647,0.0,29.769453781512603,0.0,0.0,0.17226409313725488,0.0,41.0
104,HRMS_SLR_RN,134.05750000000023,79.66750000000002,54.390000000000214,30.0,-303.0,13.25546218487395,24.18888888888889,10.123739495798318,17.770648148148148,0.423109243697479,0.06082983193277314,20.0,33.0
105,MEDINA1_RN,118.3275,118.3275,0.0,49.0,0.0,34.45378151260505,0.0,27.95390756302521,0.0,0.0,0.1703606442577031,0.0,9.0
106,PAD2_ESS_RN,115.66250000000002,-67.14249999999997,182.805,20.0,-50.0,16.51260504201681,0.0,3.471596638655462,0.0,0.11722689075630253,0.11186362044817921,150.0,39.0
107,ELM_ST_RN2,70.10900000000001,92.92650000000002,-22.817500000000003,71.9,-7.0,30.252100840336134,10.833333333333334,30.2490756302521,10.83225,0.8516806722689075,0.06823660714285715,9.9,106.0
108,FALFUR_RN2,64.28400000000003,356.7710000000001,-292.48699999999997,783.5,-76.89999999999999,21.07843137254902,25.50145631067961,19.720588235294116,24.777126213592236,0.6098039215686275,0.6721392973856206,9.8,108.0
109,HDNLAKES_RN,53.66525000000003,-105.32349999999995,158.98875,108.3,-62.9,,59.1,,40.400277777777774,,,0.0,36.0
110,APPLE_RN,28.109999999999985,0.0,28.109999999999985,0.0,-60.0,,42.22,,33.54066666666667,,,0.0,15.0
111,TDWLPR_1_RN,25.28958999999977,-608.4686599999998,633.7582499999995,2009.4,-1291.6000000000001,44.62689075630253,48.70875,25.49659663865546,10.714125,0.2857142857142857,1.0633070728291316,100.0,126.0
112,HNY_COMB_RN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5007632352941185,61.5,98.0
113,DRAK_ESS_RN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0408553921568622,150.0,39.0
114,CLT_RN,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,-0.5256936274509799,100.0,
115,BIRD_ESR1,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,7.0
116,RVN_RN,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,2.9597947303921566,0.0,
117,MIDP_SLR_RN,-13.236790000000724,129.1842099999999,-142.4209999999996,7006.2,-1703.5,37.35714285714286,45.09822335025381,6.922226890756303,8.707453468697125,7.72689075630252,1.2149321603641459,50.9,203.0
118,LEAKEY_RN,-41.659999999999954,-33.292499999999976,-8.367499999999996,53.0,-405.0,26.061344537815124,0.0,7.536596638655462,0.0,0.0,-0.12243653711484591,0.0,8.0
119,DESN_ESS_RN,-70.1475,152.42499999999995,-222.57250000000002,32.4,-63.0,38.655462184873954,9.293478260869565,38.651596638655455,5.535,0.021428571428571432,0.08915922619047616,200.0,52.0
120,LMO_ESR_RN,-94.12740999999937,-813.01241,718.8850000000003,550.7,-3254.7000000000003,38.42605042016807,47.97883333333334,5.033529411764706,10.806866666666668,0.4331932773109244,1.3866636029411763,100.0,206.0
121,ALAMO_ST_RN,-112.95650000000006,-119.60400000000006,6.647500000000003,54.2,-68.0,18.69747899159664,4.127142857142857,17.23075630252101,3.8449999999999993,0.469327731092437,-0.1587106092436975,0.0,111.0
122,RN_BY_ESR1,-162.98675000000026,-1249.64475,1086.6579999999997,1072.7,-3901.3,24.369747899159663,35.1302380952381,17.323025210084033,4.641785714285715,0.0,0.05704394257703076,9.9,146.0
123,GAIA_SLR_RN,-204.12800000000016,823.2345,-1027.3625000000002,615.6,-556.0,28.649159663865547,15.529781420765026,27.324663865546217,3.490150273224044,0.43781512605042017,0.30743128501400563,0.0,128.0
124,CNTRY_RN,-275.36749999999984,-3947.9320000000007,3672.5645000000004,1849.3,-3156.1,37.035714285714285,42.123885918003566,1.3615546218487393,11.344527629233513,6.3390756302521005,1.0426221113445377,9.8,193.0
