rank,node,net_revenue,offer_revenue,bid_revenue,total_offer_mw,total_bid_mw,win_rate,avg_win_rate,profit_loss_ratio,avg_profit_loss_ratio,participation_rate,avg_dart_spread,hsl,days_active
30,WOV_BESS_RN,34634.32683,1302.9653300000011,33331.36149999999,18406.0,-20595.0,29.334033613445378,46.70146566164154,6.511050420168067,8.97931323283082,15.946218487394956,-0.6404389880952381,9.9,205.0
31,HV_BESS1_RN,33367.503919999996,33120.137,247.36691999999982,25149.600000000002,-3404.9,37.86134453781513,44.195,1.3286134453781513,8.119983333333334,35.86848739495798,0.8261738445378151,9.9,206.0
32,JADE_SLR_ALL,30584.466269999997,38942.36336,-8357.897090000002,42342.0,-6383.599999999999,30.992016806722688,42.29558333333334,5.165252100840337,7.237658333333333,4.724789915966387,1.21516018907563,81.9,206.0
33,AZURE_RN,27979.11122,39433.57639,-11454.46517,18080.5,-7096.6,32.55294117647059,44.32758333333334,8.155084033613445,6.1685333333333325,7.1987394957983195,0.9009685749299723,77.6,206.0
34,JUNCTION_RN,25994.58104,38400.899040000004,-12406.318000000001,15874.199999999999,-7552.9,47.750840336134445,48.30641666666666,3.5361764705882353,5.543658333333333,65.04453781512605,15.743893119747899,9.9,206.0
35,POTSVIL_RN,25061.705780000004,7041.682750000005,18020.02303,26314.5,-31813.600000000002,42.162184873949585,44.87587939698492,18.9086974789916,8.423128140703518,135.95420168067227,-1.6156280637254905,9.9,205.0
36,SHEEPCRK_1,24755.75976,29411.98676,-4656.227000000001,49641.100000000006,-3769.3,31.76596638655462,46.64175,0.8726050420168067,6.2103,22.733613445378147,0.7932501750700282,135.0,206.0
37,MIDWY_RN,20340.08413,-53.203699999999856,20393.28783,902.0,-20746.9,30.60546218487395,45.744262981574536,3.4615966386554624,11.098869346733668,5.241176470588235,-0.5963742997198881,0.0,205.0
38,BRP_PBL2_RN,19390.46525,-1508.5245,20898.98975,332.2,-1184.4,40.62352941176471,53.88520833333334,30.403361344537814,41.11745833333333,4.654201680672268,0.07365808823529416,9.9,86.0
39,MYR_ALL,18710.4423,12366.817799999997,6343.6245,6379.9,-3090.1,28.618067226890755,41.281666666666666,8.906344537815125,7.05801282051282,3.2243697478991598,-0.14608718487394962,75.6,201.0
