node,date,total_offer_mw,total_bid_mw,offer_revenue,bid_revenue,net_revenue,avg_da_lmp,avg_rt_lmp,avg_dart_spread,hours_positive,hours_negative,hours_participated,positive_revenue,negative_revenue,win_rate,profit_loss_ratio,hsl,total_awarded_mw,max_possible_mw,participation_rate
BRP_LOP1_RN,2026-05-25,6.6,-5.300000000000001,-12.729499999999994,27.544500000000006,14.815000000000008,25.029583333333335,26.9759375,-1.9463541666666664,6,17,23,33.354000000000006,-18.538999999999994,26.1,5.1,10.0,11.9,240.0,5.0
BRP_PBL1_RN,2026-05-25,21.2,-17.1,-49.93525000000001,-79.00050000000002,-128.93575000000004,13.165555555555555,16.12472222222222,-2.9591666666666674,2,7,9,2.0049999999999955,-130.94075000000004,22.2,0.05,10.0,38.3,240.0,16.0
BRP_RN_UNIT1,2026-05-25,22.5,-7.1,-119.99150000000002,-6.885249999999999,-126.87675000000003,24.066666666666666,27.031875,-2.9652083333333334,6,17,23,7.906999999999998,-134.78375,26.1,0.17,10.0,29.6,240.0,12.3
BRP_SWNY_RN,2026-05-25,1.5,-1.9000000000000001,-7.23575,-1.8907499999999997,-9.1265,23.345416666666665,27.148125000000004,-3.8027083333333334,5,18,23,2.1565000000000003,-11.283000000000001,21.7,0.69,10.0,3.4000000000000004,240.0,1.4
BRP_ZPT1_RN,2026-05-25,0.0,-27.0,0.0,-37.432500000000005,-37.432500000000005,1.7329999999999999,1.81025,-0.07725000000000008,4,6,10,30.91000000000001,-68.34250000000002,40.0,0.68,10.0,27.0,240.0,11.2
BRP_ZPT2_RN,2026-05-25,158.2,-2.0,-93.30099999999993,3.2240000000000038,-90.07699999999994,25.164583333333336,26.983437499999997,-1.8188541666666669,6,17,23,73.35400000000007,-163.43099999999998,26.1,1.27,10.0,160.2,240.0,66.8
BR_ARROW_ALL,2026-05-25,79.0,-13.8,-730.9925,-30.499499999999998,-761.492,21.92125,25.848333333333333,-3.9270833333333326,5,18,23,21.47350000000001,-782.9655,21.7,0.1,51.7,92.8,1240.8000000000002,7.5
BSS_U1,2026-05-25,0.0,-28.7,0.0,-39.9345,-39.9345,6.828888888888889,7.761666666666666,-0.9327777777777774,3,6,9,78.58000000000001,-118.51450000000001,33.3,1.33,9.9,28.7,237.60000000000002,12.1
BUDA_RN,2026-05-25,14.0,-5.0,-51.89999999999999,-20.7725,-72.67249999999999,21.84,24.068125000000002,-2.228125,2,6,8,14.730000000000004,-87.4025,25.0,0.51,0.0,19.0,0.0,0.0
BYP_RN,2026-05-25,0.0,-65.5,0.0,-614.9100000000001,-614.9100000000001,13.742,14.2255,-0.48349999999999954,0,7,7,0.0,-614.9100000000001,0.0,0.0,200.0,65.5,4800.0,1.4
BYRDR_ES_ALL,2026-05-25,2.2,-2.0,-18.139000000000003,-11.482500000000002,-29.621500000000005,20.256666666666664,26.8325,-6.5758333333333345,0,3,3,0.0,-29.621500000000005,0.0,0.0,50.0,4.2,1200.0,0.4
CACH_ESS_RN,2026-05-25,4.2,-9.9,-16.19725,-29.870000000000005,-46.06725,24.640416666666667,27.044479166666665,-2.4040624999999998,6,17,23,13.194999999999997,-59.26225,26.1,0.63,200.0,14.100000000000001,4800.0,0.3
CAMWIND_RN,2026-05-25,35.2,-216.5,-31.660499999999963,-11.438999999999773,-43.099499999999765,26.62,26.951354166666665,-0.3313541666666657,8,15,23,317.6095000000001,-360.7089999999999,34.8,1.65,16.4,251.7,393.59999999999997,63.9
CARA_ESS_RN,2026-05-25,0.0,-2.0,0.0,-12.897499999999999,-12.897499999999999,23.065,29.51375,-6.4487499999999995,0,2,2,0.0,-12.897499999999999,0.0,0.0,98.3,2.0,2359.2,0.1
CARN_ESS_RN,2026-05-25,12.100000000000001,-14.399999999999999,-38.22425,-36.11249999999996,-74.33674999999997,24.63,26.5128125,-1.8828124999999993,6,17,23,5.859500000000002,-80.19624999999996,26.1,0.21,150.0,26.5,3600.0,0.7
CARRIZO_ESR1,2026-05-25,4.7,-53.5,-36.83050000000001,-641.3697500000001,-678.2002500000001,19.812916666666666,26.503645833333334,-6.690729166666666,5,18,23,4.8355,-683.03575,21.7,0.03,9.8,58.2,235.20000000000002,24.7
CARTWHL_RN,2026-05-25,0.0,-2.0,0.0,-5.055,-5.055,24.634999999999998,27.1625,-2.5275,0,2,2,0.0,-5.055,0.0,0.0,150.0,2.0,3600.0,0.1
CASL_GAP_UN1,2026-05-25,240.0,-67.1,-3019.28,-133.61650000000003,-3152.8965000000003,22.13416666666667,26.976041666666664,-4.841875,5,18,23,58.31874999999999,-3211.2152499999997,21.7,0.07,1.9,307.1,45.599999999999994,673.5
CAST_ESS_RN,2026-05-25,0.0,-2.0,0.0,8.465000000000003,8.465000000000003,40.13333333333333,34.205,5.928333333333335,1,1,2,10.027500000000003,-1.5625,50.0,6.42,200.0,2.0,4800.0,0.0
CATARINA_B1,2026-05-25,48.1,-228.9,-453.74649999999997,-435.09774999999996,-888.84425,22.6775,26.5059375,-3.8284374999999997,6,17,23,72.75924999999998,-961.6034999999999,26.1,0.21,8.2,277.0,196.79999999999998,140.8
CEDRVALE_RN,2026-05-25,2.3000000000000003,-22.0,-7.001250000000001,-30.760249999999974,-37.76149999999998,22.345416666666665,26.9784375,-4.633020833333334,5,18,23,9.505249999999997,-47.26674999999997,21.7,0.72,9.9,24.3,237.60000000000002,10.2
CFLAT_ES_RN,2026-05-25,0.0,-76.0,0.0,-252.075,-252.075,2.189583333333333,2.438229166666667,-0.24864583333333337,4,13,17,20.612500000000008,-272.6875,23.5,0.25,100.0,76.0,2400.0,3.2
CHIL_SLR,2026-05-25,131.0,-58.699999999999996,-1747.2005,-269.36600000000004,-2016.5665000000001,21.575416666666666,27.112395833333334,-5.536979166666668,4,19,23,9.627500000000005,-2026.194,17.4,0.02,150.0,189.7,3600.0,5.3
CISC_RN,2026-05-25,3.1,-42.5,-16.21425,-69.32049999999998,-85.53474999999999,21.934583333333332,26.9765625,-5.041979166666667,3,20,23,43.957500000000024,-129.49225,13.0,2.26,9.9,45.6,237.60000000000002,19.2
CITRUSCY_RN,2026-05-25,4.0,-1.0,-12.825,1.3782500000000015,-11.446749999999998,24.809583333333336,26.958333333333332,-2.1487499999999993,6,17,23,4.981500000000003,-16.428250000000002,26.1,0.86,9.9,5.0,237.60000000000002,2.1
CLO_RN,2026-05-25,3.8000000000000003,-23.5,-12.0975,-33.86574999999999,-45.96324999999999,24.9825,27.213125,-2.230625,6,17,23,23.8195,-69.78275,26.1,0.97,100.0,27.3,2400.0,1.1
CNLY_ESS_RN,2026-05-25,3.2,-9.9,-16.98325,-10.235250000000002,-27.218500000000002,22.393333333333334,26.896145833333332,-4.5028125,4,19,23,13.581750000000003,-40.80025000000001,17.4,1.58,125.0,13.100000000000001,3000.0,0.4
CNTRY_RN,2026-05-25,3.1,-16.6,-17.45025,-132.73375,-150.184,21.914583333333336,27.063020833333336,-5.1484375,3,20,23,4.273999999999999,-154.45799999999994,13.0,0.18,9.8,19.700000000000003,235.20000000000002,8.4
CNTYRDS_RN,2026-05-25,0.0,0.0,0.0,0.0,0.0,16.816666666666666,17.959166666666665,-1.1424999999999994,0,0,0,0.0,0.0,0.0,0.0,9.9,0.0,237.60000000000002,0.0
CONTINEN_RN,2026-05-25,4.4,-145.0,-14.119750000000002,-215.16050000000007,-229.28025000000002,24.866249999999997,26.96604166666667,-2.099791666666667,6,17,23,229.63174999999993,-458.91200000000003,26.1,1.42,0.0,149.4,0.0,0.0
CORALSLR_ALL,2026-05-25,867.1999999999999,-35.1,-8323.77925,-213.394,-8537.17325,21.555833333333336,27.133958333333336,-5.578125,4,19,23,166.68100000000007,-8703.85425,17.4,0.09,51.4,902.3,1233.6,73.1
CORAZON_RN,2026-05-25,224.4,-162.9,-110.68374999999999,-473.80600000000004,-584.48975,25.02125,27.008124999999996,-1.9868749999999997,6,17,23,391.18875000000014,-975.6785000000001,26.1,1.14,200.0,387.3,4800.0,8.1
COYOTSPR_RN,2026-05-25,0.0,0.0,0.0,0.0,0.0,15.34,34.6075,-19.267500000000002,0,0,0,0.0,0.0,0.0,0.0,9.9,0.0,237.60000000000002,0.0
CROSSETT_ALL,2026-05-25,124.2,-217.5,-253.5895,-439.66824999999994,-693.25775,22.167916666666667,26.97520833333333,-4.807291666666667,5,18,23,827.5260000000001,-1520.7837499999998,21.7,1.96,100.0,341.7,2400.0,14.2
CROSSTRL_RN,2026-05-25,9.1,-15.5,-4.664249999999996,-206.63099999999997,-211.29524999999998,22.31958333333333,26.970208333333332,-4.650624999999999,4,19,23,32.841750000000005,-244.137,17.4,0.64,57.0,24.6,1368.0,1.8
CR_RN,2026-05-25,3.9000000000000004,-8.1,-13.87575,-19.113749999999996,-32.98949999999999,24.655416666666667,27.200208333333332,-2.5447916666666663,5,18,23,4.6485,-37.63799999999999,21.7,0.44,9.8,12.0,235.20000000000002,5.1
CS_RN,2026-05-25,1.6,-4.8,-5.6579999999999995,-7.11025,-12.76825,24.570833333333336,27.185729166666665,-2.6148958333333336,5,18,23,2.17425,-14.942499999999999,21.7,0.52,7.0,6.4,168.0,3.8
CTW_RN,2026-05-25,46.6,-19.799999999999997,-232.85025000000005,-110.49124999999998,-343.3415,24.249583333333334,27.158020833333335,-2.9084375,6,17,23,27.665500000000005,-371.00699999999995,26.1,0.21,150.0,66.4,3600.0,1.8
DAN_ALL,2026-05-25,279.20000000000005,-7.7,-3175.1830000000004,-39.48499999999999,-3214.668,22.64708333333333,27.004479166666666,-4.357395833333333,5,18,23,8.662000000000004,-3223.330000000001,21.7,0.01,76.3,286.90000000000003,1831.1999999999998,15.7
DA_BESS,2026-05-25,0.0,-1.0,0.0,-1.5824999999999996,-1.5824999999999996,25.28,26.8625,-1.5824999999999996,0,1,1,0.0,-1.5824999999999996,0.0,0.0,5.0,1.0,120.0,0.8
DA_BESS2,2026-05-25,0.0,-4.0,0.0,-6.089999999999993,-6.089999999999993,28.490000000000002,30.0125,-1.5224999999999982,1,3,4,10.032500000000006,-16.1225,25.0,1.87,9.9,4.0,237.60000000000002,1.7
DC2SES_ALL,2026-05-25,3.1,-42.699999999999996,-16.6865,-255.80900000000003,-272.49550000000005,22.14375,27.02125,-4.8774999999999995,3,20,23,5.344500000000002,-277.84000000000003,13.0,0.13,66.5,45.8,1596.0,2.9
DESN_ESS_RN,2026-05-25,0.0,-2.0,0.0,-10.067499999999995,-10.067499999999995,25.375,30.408749999999998,-5.033749999999998,1,1,2,1.7950000000000017,-11.862499999999997,50.0,0.15,200.0,2.0,4800.0,0.0
DGFS_ESR_RN,2026-05-25,4.800000000000001,-26.1,-22.878249999999998,-302.71025,-325.5885,22.2325,26.976354166666667,-4.743854166666666,5,18,23,5.433999999999999,-331.0225,21.7,0.06,75.0,30.900000000000002,1800.0,1.7
DIBOL_RN,2026-05-25,2.0,-3.1,-11.995750000000001,-21.596750000000004,-33.59250000000001,22.465,27.299583333333334,-4.834583333333334,3,20,23,2.39825,-35.99075,13.0,0.44,9.9,5.1,237.60000000000002,2.1
DKNS_ESS_RN,2026-05-25,0.0,0.0,0.0,0.0,0.0,20.0,18.205,1.7950000000000017,0,0,0,0.0,0.0,0.0,0.0,50.0,0.0,1200.0,0.0
DRAK_ESS_RN,2026-05-25,0.0,0.0,0.0,0.0,0.0,18.96,33.9975,-15.037500000000001,0,0,0,0.0,0.0,0.0,0.0,150.0,0.0,3600.0,0.0
DSWL_BES1,2026-05-25,3.1,-7.1000000000000005,-17.19175,15.171750000000012,-2.0199999999999894,22.037916666666664,27.0909375,-5.053020833333332,3,20,23,39.59075000000001,-41.610749999999996,13.0,6.34,150.0,10.200000000000001,3600.0,0.3
EBNY_ESS_RN,2026-05-25,4.300000000000001,-3.0,-19.04875,-4.88925,-23.938,24.257499999999997,27.037395833333335,-2.779895833333333,6,17,23,5.129000000000001,-29.067,26.1,0.5,200.0,7.300000000000001,4800.0,0.2
ELMCRK_RN,2026-05-25,3.2,-2.3000000000000003,-16.8535,-16.69125,-33.54475,21.820000000000004,26.9734375,-5.1534375,3,20,23,4.303000000000001,-37.847750000000005,13.0,0.76,9.9,5.5,237.60000000000002,2.3
ELM_ST_RN,2026-05-25,0.0,-1.0,0.0,-3.6900000000000013,-3.6900000000000013,20.84,23.393333333333334,-2.5533333333333332,0,1,1,0.0,-3.6900000000000013,0.0,0.0,9.9,1.0,237.60000000000002,0.4
ELM_ST_RN2,2026-05-25,0.0,-1.0,0.0,-0.7624999999999993,-0.7624999999999993,23.35,22.83625,0.5137499999999999,0,1,1,0.0,-0.7624999999999993,0.0,0.0,9.9,1.0,237.60000000000002,0.4
ELSA_ESR_RN,2026-05-25,1.8,-2.6,-5.633999999999999,2.5075000000000043,-3.1264999999999947,24.900000000000002,26.954791666666665,-2.0547916666666657,6,17,23,4.407250000000005,-7.533749999999999,26.1,1.66,9.9,4.4,237.60000000000002,1.9
ELZA_SLR_RN,2026-05-25,12.1,-4.6,-115.7175,-18.454749999999997,-134.17225,22.285833333333333,27.483854166666664,-5.198020833333333,3,20,23,5.279500000000003,-139.45175,13.0,0.25,100.0,16.7,2400.0,0.7
EMPCT_RN,2026-05-25,3.1,-31.599999999999998,-16.7455,8.017250000000066,-8.728249999999932,22.242500000000003,27.084895833333334,-4.842395833333332,3,20,23,91.22075000000005,-99.94899999999998,13.0,6.08,9.9,34.699999999999996,237.60000000000002,14.6
ENDPARK_ESS1,2026-05-25,2.9000000000000004,-10.5,-16.71675,-26.162750000000003,-42.87950000000001,21.50125,26.964270833333334,-5.463020833333334,4,19,23,24.296499999999998,-67.176,17.4,1.72,50.0,13.4,1200.0,1.1
ESCONDID_ESR,2026-05-25,2.4000000000000004,-3.9000000000000004,-9.410250000000001,-12.798000000000002,-22.208250000000003,23.009583333333335,26.66979166666667,-3.6602083333333333,6,17,23,5.090500000000001,-27.298750000000002,26.1,0.53,0.0,6.300000000000001,0.0,0.0
ESTONIAN_ALL,2026-05-25,47.2,-6.8,-309.9825,-19.264750000000003,-329.24725,22.02625,26.364479166666666,-4.338229166666666,5,18,23,16.731500000000022,-345.9787500000001,21.7,0.17,101.6,54.0,2438.3999999999996,2.2
EUNICE_ALL,2026-05-25,1169.5,-142.8,-9458.5525,917.287,-8541.2655,22.295,26.976145833333334,-4.681145833333333,5,18,23,1055.2655,-9596.530999999999,21.7,0.4,18.0,1312.3,432.0,303.8
EVLN_ESS_RN,2026-05-25,3.7,-7.300000000000001,-4.700750000000001,-19.31524999999999,-24.01599999999999,26.48125,27.17114583333333,-0.6898958333333333,9,14,23,9.739000000000003,-33.755,39.1,0.45,220.0,11.0,5280.0,0.2
E_HARRIS_RN,2026-05-25,6.2,-1.1,-23.778249999999993,2.0694999999999997,-21.708749999999995,25.08583333333333,26.950416666666666,-1.864583333333333,6,17,23,5.590250000000001,-27.298999999999992,26.1,0.58,9.9,7.300000000000001,237.60000000000002,3.1
FALFUR_RN,2026-05-25,4.0,-68.8,-10.8325,-159.37474999999998,-170.20724999999996,25.25375,26.89270833333333,-1.6389583333333329,8,15,23,48.362500000000026,-218.56975,34.8,0.41,8.2,72.8,196.79999999999998,37.0
FALFUR_RN2,2026-05-25,0.0,-3.0,0.0,-13.530000000000001,-13.530000000000001,23.904000000000003,24.429,-0.5249999999999992,0,2,2,0.0,-13.530000000000001,0.0,0.0,9.8,3.0,235.20000000000002,1.3
FAULKNER_RN,2026-05-25,0.0,0.0,0.0,0.0,0.0,15.87,31.9925,-16.122500000000002,0,0,0,0.0,0.0,0.0,0.0,9.9,0.0,237.60000000000002,0.0
FENCESLR_ALL,2026-05-25,49.300000000000004,-5.6000000000000005,-450.71475000000004,-19.36025,-470.075,22.23875,27.260520833333334,-5.021770833333334,3,20,23,6.104500000000002,-476.1795,13.0,0.09,71.0,54.900000000000006,1704.0,3.2
FERD_ESS_RN,2026-05-25,0.0,-40.0,0.0,-207.48000000000002,-207.48000000000002,0.0,0.0,0.0,2,10,12,6.68,-214.16000000000003,16.7,0.16,200.0,40.0,4800.0,0.8
FIVEWSLR_ALL,2026-05-25,293.1,-33.099999999999994,-4009.5505,-130.24975000000006,-4139.80025,14.097058823529412,20.846029411764704,-6.748970588235294,1,14,15,3.5900000000000034,-4143.3902499999995,6.7,0.01,220.0,326.20000000000005,5280.0,6.2
FLOWERII_RN,2026-05-25,85.2,-249.4,807.2779999999996,-561.181,246.09699999999953,22.334166666666665,26.978125000000002,-4.643958333333334,5,18,23,1008.7549999999994,-762.6579999999999,21.7,4.76,95.0,334.6,2280.0,14.7
FLTBES1,2026-05-25,3.0,0.0,5.369999999999997,0.0,5.369999999999997,17.052500000000002,29.11625,-12.063749999999999,1,0,1,5.369999999999997,0.0,100.0,99.99,8.5,3.0,204.0,1.5
FLVABES1_ESR,2026-05-25,38.4,-12.8,-340.6722500000001,-23.548750000000002,-364.22100000000006,8.737499999999999,8.306666666666667,0.43083333333333274,4,9,13,85.56699999999995,-449.788,30.8,0.43,9.9,51.2,237.60000000000002,21.5
FORTMA_RN,2026-05-25,0.0,-1.0,0.0,-4.145000000000003,-4.145000000000003,17.94875,19.639375,-1.690625,0,1,1,0.0,-4.145000000000003,0.0,0.0,7.0,1.0,168.0,0.6
FRMRSVLW_RN,2026-05-25,3.0,-2.8000000000000003,-15.18675,-15.646999999999997,-30.83375,22.182083333333335,26.986770833333335,-4.804687499999999,3,20,23,5.285250000000001,-36.11900000000001,13.0,0.98,9.9,5.800000000000001,237.60000000000002,2.4
FRMR_BS2_RN1,2026-05-25,0.0,-2.0,0.0,-1.7774999999999928,-1.7774999999999928,40.265,41.15375,-0.8887499999999964,1,1,2,10.082500000000003,-11.859999999999996,50.0,0.85,6.0,2.0,144.0,1.4
FTDUNCAN_RN,2026-05-25,2.1,-47.1,-5.87225,-66.075,-71.94725,22.680833333333336,26.651875,-3.971041666666667,6,17,23,47.65,-119.59724999999999,26.1,1.13,100.0,49.2,2400.0,2.1
GAMBIT_RN,2026-05-25,4.0,-5.0,-34.14,-14.539999999999996,-48.68,23.269583333333333,27.14635416666667,-3.8767708333333335,0,5,5,0.0,-48.68,0.0,0.0,100.0,9.0,2400.0,0.4
GARC_BESS_RN,2026-05-25,4.2,-9.0,-12.52,13.499249999999996,0.9792500000000008,24.883750000000003,26.967187499999998,-2.0834374999999996,6,17,23,37.86724999999999,-36.888,26.1,2.91,9.9,13.2,237.60000000000002,5.6
GIGA_ESS_RN,2026-05-25,4.0,-43.6,-15.44,-142.73499999999996,-158.17499999999995,25.186666666666667,27.060624999999998,-1.8739583333333327,6,17,23,12.479499999999998,-170.65449999999998,26.1,0.21,125.0,47.6,3000.0,1.6
GKS_BESS_RN,2026-05-25,4.0,-255.0,-12.771999999999998,-771.1647499999997,-783.9367499999996,24.91916666666667,26.961250000000003,-2.042083333333333,6,17,23,28.307000000000002,-812.2437499999995,26.1,0.1,74.0,259.0,1776.0,14.6
