rank,node,net_revenue,offer_revenue,bid_revenue,days_active,hsl,avg_win_rate,avg_profit_loss_ratio,total_offer_mw,total_bid_mw
20,EUNICE_ALL,71854.08119999999,85738.95932999998,-13884.878130000001,206,18.0,44.42,16.924358333333334,93323.7,-30191.4
21,ANCHOR_ALL,66337.95834,66538.64987,-200.69152999999966,206,36.3,46.36708333333333,5.124991666666666,59340.0,-12329.8
22,NF_BRP_RN,65874.8132,8328.426,57546.3872,205,100.5,47.12160804020101,14.147110552763818,9450.3,-12409.3
23,RN_SOLC_SLR,62864.8505,59516.471750000004,3348.3787499999994,159,0.0,37.747875816993464,9.060081699346403,53577.4,-4056.1
24,HOUSEMTN_RN,59849.32230999999,60158.78945999999,-309.46715000000154,206,60.0,44.014916666666664,8.249625,4783.299999999999,-16724.6
25,MUENSTER_RN,53776.60875,50802.28975,2974.3189999999995,205,9.9,46.37927135678392,8.517617252931322,10957.9,-4076.0
26,STADIUM_RN,37915.76385,17794.406850000003,20121.357,182,9.9,43.936174242424244,7.301505681818182,10592.2,-4325.7
27,BATCAVE_RN,37273.24389,42183.25618999999,-4910.0123,205,100.5,41.29551926298157,5.262956448911224,55358.700000000004,-9402.9
28,RRC_WIND_ALL,36167.77427,23771.19527,12396.578999999996,206,75.0,47.847166666666666,5.471349999999999,32678.0,-2615.6
29,WOV_BESS_RN,35533.728579999995,1350.096830000001,34183.63174999999,205,9.9,46.70146566164154,8.97931323283082,18304.2,-19712.8
30,ANG_ALL,33641.925749999995,9701.989500000003,23939.93625,206,81.0,29.779333333333334,7.562666666666666,161076.7,-11959.6
31,HV_BESS1_RN,30444.485670000002,30796.538250000005,-352.05258000000003,206,9.9,44.195,8.119983333333334,23417.2,-2293.9
32,JADE_SLR_ALL,28209.72127,37081.04411,-8871.322840000003,206,81.9,42.29558333333334,7.237658333333333,41177.899999999994,-5461.599999999999
33,AZURE_RN,26791.78397,38292.68989,-11500.905920000001,206,77.6,44.32758333333334,6.1685333333333325,15862.400000000001,-6278.0
34,SHEEPCRK_1,25083.36526,29386.461259999996,-4303.0960000000005,206,135.0,46.64175,6.2103,28248.7,-3563.9
35,MIDWY_RN,20635.28963,40.73180000000012,20594.55783,205,0.0,45.744262981574536,11.098869346733668,707.0,-20606.5
36,BRP_PBL2_RN,19242.69125,-1771.43725,21014.1285,86,9.9,53.88520833333334,41.11745833333333,202.0,-1094.2
37,MYR_ALL,18534.67555,12278.905049999998,6255.7705000000005,201,75.6,41.281666666666666,7.05801282051282,5685.9,-2487.1
38,BRP_RN_UNIT1,16633.48025,13032.29575,3601.184500000001,205,9.9,46.334547738693466,10.964116415410386,15118.5,-3763.3
39,BYP_RN,14011.215249999992,-13613.40975,27624.625,162,0.0,24.54775641025641,24.5823717948718,42903.8,-54529.1
40,KNAPP_RN,13796.956749999994,-1626.8050000000003,15423.76175,202,0.0,46.813435374149655,17.73576530612245,7139.4,-13614.6
41,FLVABES1_ESR,12080.28125,10514.54125,1565.7400000000005,206,9.9,33.63275,10.092358333333333,2066.3,-2772.0
42,BCNV_RN,11715.45772,6878.23975,4837.21797,101,150.0,48.74245614035088,19.0040701754386,1835.0,-1671.3
